lyrics,artist,song_title,featuring
"[50 Cent]
50 Cent; Lloyd Banks!

[Intro: 50 Cent]
Nobody get hurt if nobody don't move
Just give it up smooth (G-UNIT~!)
Motherfucker you move I'll flash my tool
And blast my tool (G-UNIT~!)
Nigga you don't know me, and I don't know you
You think you know my crew (G-UNIT~!)

[Lloyd Banks]
I been a problem since the old days, pimps and gold caps
Now I'm in O.J. Simpson throwbacks
Y'all was wonderin where my ass been
Probably vacationin on South Beach gettin head like an aspirin
If you gassed, I can let the tec pound your ego
Or lock you in a closet with the West Nile mosquito
The press crowd in people, especially celebrities
I'm heavily shittin on any Tom Dick or Gregory
Nigga you better be strappin; they want you dead if you rappin
I'm tryin to cave your head and your back in
I'm gettin bread and relaxin, and attractin a fan base
Of females with e-mails and letters to fax in
In Vegas with a toaster and a blunt
And the hotel I'm checked in, got a rollercoaster in the front
I'mma post 'em when I stunt, the Sammy Sosa of the month
Better yet the whole season, nigga I'm still breathin
Even though my dollars are green
I rap for the kids that's too poor to waste eggs on Halloween
I'm gettin swallowed clean, my habits are good
Collectin all the karats I could
Slidin from a stash spot to conceal the torture
And a good silencer to make it sound like the Wheel of Fortune
All this careless talkin, cause I'm travelin and flossin
Havin a good time, and you havin a abortion
You sucker for love, gettin married and divorced then
Can't even afford the batteries for your Walkman
I'm out the hood, burnin Cali weed on Slausson
Where set trippin turn to tragedies and coffins
Look, I mean what I'm sayin, you schemin I'm sprayin
Your team end up layin, on the sofa screamin and prayin
Sayin, G-Unit niggas be rollin crazy, holdin 80's
Older ladies starin cause they starin in that gold Mercedes
Since 50 hooked up with Shady, now they tryin to book up and pay me
If you think I'm shook up you crazy, baby
The boy strapped two ninas
Smokin out a bag big enough to fit on vacuum cleaners
I wore a glove when I blazed you fatty, I ain't your baby daddy
She flippin, now he tryin to grab me out the navy Caddy
I ain't your ave-y, papa was a rolling stone
Stockin up to own a home, pocket full of loaded chrome
Drop and get a hold of dome, I know your motive homes
You mad, cause I'm fuckin half your Motorola phone
I'm swift with the women I'm good with my words
A lot of, niggas is hatin on what I deserve I'm hotter
Front if you want, end up on the curb in your Prada
And your mans runnin, ambulance comin
Another day another dollar, on the low from the Impala
I can have a six still in my shower, motherfucker~!

[Outro]
Nobody get hurt if nobody don't move
Just give it up smooth (G-UNIT~!)
Motherfucker you move I'll flash my tool
And blast my tool (G-UNIT~!)
Nigga you don't know me, and I don't know you
You think you know my crew (G-UNIT~!)
I send a nigga that you thought you knew
To come through and put a hole in you (G-UNIT~!)

[50 Cent]
Lloyd Banks, ha ha!
50 Cent! I ain't even gotta work hard
Look at these niggas, ha ha ha
The fuck you gon' do now nigga!
You done had the same niggas in the background for a long time
Think they gangster, but goin back and forth to jail
Well jumpin the turnstile don't count nigga
HA HA HA HA~!",50 Cent,Banks Workout Pt. 2,Lloyd Banks
"[Hook]
It's best you be a gentleman and you watch what you say
Or Jesus Christ can't save you, once you go 'gainst the grain

[Verse 1]
No more freestyles and verses killing Sticky and Ja
I'm moving on now, I got bigger fish to fry
Since How to Rob, a lot of niggas been namin' names
Monkey see monkey do, I done changed the game
Still niggas actin' like I don't get down or something
Like I ain't the next nigga to wear the crown or something
You gonna talk about your chips 'til we run in your crib
And you gon' ask dumb questions like, ""Can I live?""
Look, If I shoot you, I'm famous
If you shoot me, you're brainless, you said it yourself
I'm slick enough to twist your lines and send them back at you
Swift enough to snatch the Mac and pop that at you
Take it personal see if I won't send you to hell
I've done told Tone and Poke, they better have my bail
But if its over a mil, don't put the crib up dun
Cause if fifty get free nigga, fifty gon' run

[Hook]
It's best you be a gentleman and you watch what you say
Or Jesus Christ can't save you, once you go 'gainst the grain

[Verse 2]
Look I'm supposed to be cocky, I ain't a poor no more
I ain't gotta steal from the corner store no more
Got my own crib, I ain't sleepin' on the floor no more
Bouncers don't try to play me at the dough no more
But when they see me, they say..
""Search him, he might have the nine""
He might shoot this motherfucker up like Shyne""
It's been a while since a new nigga came tight like this
Ya man, he aight, but he ain't quite like this
Niggas is feeling it, the Benz pulling up on the set
Me jumping out, 30 thou on my neck
And since you said it was nothing to sweat
You was outta line so here's what you get
A verbal ass kicking, Jesus Christ sent me to test ya
Let's see how see how, he reacts under pressure
Til Makaveli returns, it's all eyes on me
Til the feds build a case or find files on me

[Hook]
It's best you be a gentleman and you watch what you say
Or Jesus Christ can't save you, once you go 'gainst the grain

[Outro]
It's gangsta, 2000 shit
Y'all know what you need to do, get together
Make a ""We Are the World"" record, faggot ass niggas",50 Cent,Be a Gentleman,
"[Intro: 50 Cent]
Shawty say she straight, can't wait till tonight to turn her out babe
Take her to a different world, get her baby girl

[Verse 1]
[Brevi](50 Cent)
I'll pick you up at 8, we can call it a first date (get her baby)
We gonna have some drinks on me, it my treat, you ain't gotta pay

[50 Cent]
Take her ass downtown, in my Bentley drop top show her all around
Later when we get back we can show her how we live
Man she take it off as soon as she step foot in the crib

[Hook 1]
[Brevi]
Your so sweet come see me, I'm gonna give you what you need
You can be my bitch

[50 Cent]
You can be my bitch

[Brevi]
You can be my bitch
You can be my bitch
I'm gonna take you to the spot jump on top
I'm gonna give you everything that I got
You can be my bitch

[50 Cent]
You can be my bitch

[Brevi]
You can be my bitch
You can be my bitch

[Verse 2]
[50 Cent]
My girl got a girl friend I call her my play thing
Why would I complain shes everything to me man
We match together perfect isn't this amazing isn't this amazing
Back massage minaj they turned on I'm hard
Great sex latex I'm playing my part
Penetration oral fixation no camera taking we making the head boards shaking
Until its damn near breaking

I can tell you from the get go
So you know how this shit go
This thing I got with my bitch is so ill its mental
I'm about to break it down all the freaky shit we into
If your not into her your into me and well still get u

[Hook 2]
[Brevi]
Right when we get to the crib step right in
Boy you know what they say
You can be my bitch
Your so sweet come see me, I'm gonna give you what you need
You can be my bitch

[50 Cent]
You can be her bitch

[Brevi]
You can be my bitch
You can be my bitch

[Brevi]
You can be my bitch
You can be my bitch
I'm gonna take you to the spot jump on top
I'm gonna give you everything that I got
You can be my bitch

[50 Cent]
You can be her bitch

[Brevi]
You can be my bitch
You can be my bitch

[Verse 3]
[50 Cent]
I'm headed out of state, I got a jet ready on the runway baby
I'll be gone for a while I'm leaving you in charge now haha haha
Shwaty wanna play at anytime I'm away it ain't OK
But when I come back you know that's how its going down
Well be back up in this bitch passing her around

You don't want me just to play my roll
You don't want me to come take control
You don't want me to move in too slow
You just wanna see me run this show
Lets go lets go lets go

[Hook 1 X2]",50 Cent,Be My Bitch,Brevi
"[Intro]
Yeah! It's my tape man, listen to my tape
(I've waited
I've waited
Time went by
But all I could do is cry
Silly, silly)

[Chorus]
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh) now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh)
Now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend

[Verse 1]
First we get to talkin, then we get to touchin
If we get past the phone games we'll be fuckin
I kiss like the french do, I put my tongue in your ear
Do it like the dogs do it girl and pull on your hair
For me a different scenery just mean a different position
In the tub or on the sink I improvise now listen
In the chopper or on the jet, join the mile high club
I'm no fool I know money can't buy me love
But I'm a different type of nigga that make sure that you know
Instead of a rose, there's a hundred dozen of those
See I see somethin special when I look in your eyes
With your legs way back I see this pussy is mine
If you ain't sure when I'm talkin I don't tell you no lies
But there's things that you say that have me wonderin why
When I don't say what I'm thinkin it don't mean that I'm shy
Got on that shit you picked out for me that's why I'm so fly

[Chorus]
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh) now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh)
Now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend

[Verse 2]
While you in your bubble bath I'll come wash on your back
When you puttin on your lotion I can help you with that
I sit and think of things to say that may make you smile
Or give you gifts from my heart to reflect my style
Or slang I use when we build may change how you talk
And if I'm focused while I'm strokin I could change how you walk
That's the swagger you come with when you come from New York
I'm a hustler I just hustle in the things that I bought
Separate me from the rest, I feel like I'm the best
If there's a price to pay for feelin you I pay that twice
I'm as ghetto as it gets girl you know that's right
I ain't got nothin to hide baby I tell you my secrets
'Fore you end up bein 'round long enough to peep shit
I get closer to you, I mean closer than close
I get into you, after I take off my clothes
Girl I been into you, mentally long before

[Chorus]
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh) now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend, I want you 'round all the time
(I want you 'round me all the time)
Girl, I'll be your best friend
If you promise you'll be mine (Girl promise you'll be mine)
Please say he's just a friend (Uh huh)
Now girl let's not pretend (Come on)
Either he is or he ain't your man (Ha Ha!)
Please say he's just a friend
If I was your best friend",50 Cent,Best Friend,
"[Hook]
Nigga try and come play me better come on your A game, ay mayne, ay
Niggas try to move on me I cock the heat cause a melee, melee, ay
Witness this shit, niggas get hit, ay
Run when it spit, don't get hit by the AK
Take cover quick, niggas on that shit, ay
Come broad day they'll get at you with the AK

[Verse 1]
Niggas think they know me, I be on some other shit
My baby mama don't know me, I be with my other bitch
I blow a stack, I get it back, you keep in check, I get the gat
Then you wanna chitter-chat, now what kind of shit is that?
Strip club, shake it shake it, toss it up, make it rain
Semi tucked, I let it buck, I shoot the shit up out your gang
Find out who you're fuckin with cause I ain't for the sucker shit
Cut you like the cocaine, niggas stay in your lane
I'm a muh'fuckin heavyweight, you ain't in my weight class
And me I'm moving heavy weight, get gone with your light ass
Me I'm so official, pearl-handled nickel
Plated nine-nine, your life's on the line

[Hook]

[Verse 2]
I don't give a fuck who outside, now listen
I don't give a fuck who get hit, I ain't missin'
I come through that muh'fucker waving the chopper
113th Precinct ain't enough to stop us
Niggas shot at me before, I got away, popped from a block away
Sucker niggas be right there on one foot 'til I rock away
Next day I popped up told niggas it's my turf
They done seen the gun smoke, they done found my shells burn
Sabrina baby special, they treat me like a misfit
I squeeze I risk it, I risk it
Different class of nigga, my hand around the trigger
Don't make me do it, I'll do it, you stupid nigga

[Hook]",50 Cent,Better Come on Your A Game,
"[Chorus: Joe]
They say this is a big, rich town
I just come from the poorest part
Bright lights, city life, I gotta make it
This is where it goes down
I just happen to come up hard
Legal or illegal, baby, I gotta make it

[Verse 1: 50 Cent]
I never took a straight path nowhere, life's full of twist and turns
Bumps and bruises, I live, I learn
I'm from that city full of yellow cabs and skyscrapers
It's hard to get a start in these parts without paper
Homie, I grew up in hell, a block away from heaven
That corner every 15 minutes it move a seven
Pure snow, bag it then watch it go
Occupational options, get some blow or some hoes
Shoot the bowl or the strap, learn to rap or to jack
Fuck it, man, in the mean time go ahead and pump a pack
This my regal royal flow, my James Bond bounce
That 007, that 62 on my count
I'm a undercover liar, I lie under the covers
Look a bitch in the eyes and tell her ''baby, I love it''
You're my inspiration, you're my motivation
You're the reason that I'm moving it with no hesitation

[Chorus: Joe]
They say this is a big, rich town
I just come from the poorest part
Bright lights, city life, I gotta make it
This is where it goes down
I just happen to come up hard
Legal or illegal, baby, I gotta make it

[Verse 2: 50 Cent]
I gotta hustle through the hustle and bust while I make a move
Manuever around the rats and wolves, I'm from the school
Of hard knocks, shots pop, bodies drop
Graveyard, pick a block cause niggas want your spots
I'm trying to stack shit then I go legit
Hollow tip, stuff 'em in a clip case niggas trip
My cocaine endeavours give me corporate ties
I'm supposed to lose, watch me win against the odds
All I got is my word, balls and my instinct
I'm trying to make it, we already made it my friends think
We already on top, I got a bigger plan
No more controlled substances or hand to hand
White collar visions, game changing mission
Big risks, big wins, equal bigger living
Perfect position, watch me transition
From caterpillar to butterfly in the sky

[Chorus: Joe]
They say this is a big, rich town
I just come from the poorest part
Bright lights, city life, I gotta make it
This is where it goes down
I just happen to come up hard
Legal or illegal, baby, I gotta make it",50 Cent,Big Rich Town,Joe
"[50 Cent:] yeah

[Chorus: 50 Cent]
Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

[Verse 1: 50 Cent]
Big money, big things
Big wrist watch, big diamond rings
My niggas love when the club be off the chain
Ya'll front they'll make you niggas take of them chains
You can run 'til the hollow tips hit ya frame
Hang on for ya life mayne
A little candy paint, a little bit of chrome
Some woodgrain a nigga money long
Call shots in this bitch like a boss should
What the fuck I want in your hood?
I cruise through ya strip ridin' real slow
I'm not shootin' but I can and I will though
Said I cruise through ya strip ridin' real slow
I'm not shootin' but I can and I will though

[Chorus: 50 Cent]
Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

[Verse 2: Young Buck]
Keep my name out ya mouth
Before them AK shells come straight in ya house
Won't stop 'til ya whole block layin' hit 'em all up buck buck then we out
Fuck where you from nigga fuck what you 'bout
We can get it poppin'
Bodies start droppin'
Feds start watchin'
Niggas start talkin'
Death is knockin'
At your front door
Niggas really don't want war
Talkin' and walkin'
You'll meet your coffin
Ain't no stoppin'
When the Glock get to poppin'
Bitch niggas runnin', screamin' and hollerin'
Want to see what its like when you get shot?
Want to get jacked for ya iced out watch?
My tour bus filled up with guns I ain't tryin' to go out like Big and Pac

[Chorus: 50 Cent]
Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

[Verse 3: Spider Loc]
Check ya ho
Check ya dough
Hate the game, but respect it though
Cock and blow
Let that go
Otherwise the Tec will blow
In other words ya neck will know
What it feels to have a exit hole
Them guns will make a nigga dumb turn him into a vegetable
I ruined mines
Doin' lines
My little niggas usin' nines
Spittin' rhymes
But I flip a bird
Feelin' like i'm losin' time
Got to get it all
I'm with it all
Been there, done, and did it all
And what I saw was niggas fall
Once the young whore get the call

[Chorus: 50 Cent]
Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?

Bitch what you know about?
Grippin' fo' fo's
Poppin' fo' fos
Pimpin' them hoes
Nigga what you know about?
Gettin' that dough
Pushin' that blow
Sippin' that Mo
Bitch what you know about?",50 Cent,Bitch What U Know About,"Spider Loc, Young Buck"
"[Intro: 50 Cent]
G-Unit, UTP
Ha-ha-ha-ha-ha-ha
G-Unit, UTP, G-Unit, UTP
G-Unit, UTP, 50 Cent
Get 'em Buck, man

[Verse 1: 50 Cent]
50 Cent, that's my name, man I ain't fucking playing
I move on you with that Mac, mane
Come off that watch and chain 'fore I blow out your brains
Shells hit your chest, go out your back, mane
See me I put in work, man, I been doing dirt for so long
Then niggas get laid out
Niggas run through my crib to holla at the kid
That's when I start bringing them thangs out
Then we go through the strip hanging up out the whip
Dumping clips off at their whole clique, mane
When witnesses around they know how we get down
So when the cops come they ain't see shit, mane
My soldiers slanging 'caine, sunny, snowy, sleet or rain
Come through the hood and you can cop that
I'm sittin' on some change, G-Unit that's the gang
Come through here stunting you get popped at

[Hook: 50 Cent]
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though

[Verse 2: Young Buck]
I came in this game knowing niggas gon' hate me
Just for the simple fact they know that I'm a rider
I got a hell of a aim, I keep on telling you, mane
I swear ain't nobody gon' find ya
When I get lifted I'm tempted to tear your block up
Your niggas can't run 'cause I'm behind ya
Me and Chili in your city with a couple nine-milli's
You better stay in line, bro
'Cause if I walk it I'll talk it, you know we'll walk up and pop it
I love the sound of gunfire, bro
Right now we smacking 'em with platinum and they hate it
'Cause we made it, that's what we keep that iron for
I represent it 'cause I'm in it
UTP until I'm finished, Juvenile, they can't stop us
And I admit it, I live it
I'll knock a baller off his pivot with this motherfucking chopper

[Hook: 50 Cent]
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though

[Verse 3: 50 Cent]
My twenty-inches spinning, you always see me grinning
And you hear niggas call me grimy
They hit me with them bricks and I ain't pay 'em shit
I'm outta town, they can't find me
When I come back around, man, I'ma back 'em down
I run up busting that TEC, mane
If you ain't got a gun and you can't fucking run
My advice is you hit the deck, mane
But if you get away and come back another day
My soldiers'll leave you wet, mane
'Cause we know where you be and we know where you stay
And we'll come checking through your set, mane
Man, you heard what I said, now get it in your head
I ain't paying no fucking debt, mane
'Cause you's a middle man, what don't you understand?
You's a fucking fake ass connect, mane

[Hook: 50 Cent]
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though
I love to pump crack, love to stay strapped
Love to squeeze gats, but you don't hear me though
I love to hit the block, I love my two Glocks
Love to bust shots, but you don't hear me though",50 Cent,Blood Hound,Young Buck
"[Produced by The Alchemist]

[Skit]
[Snorts cocaine]
Nigga, (yeah), nigga, you know I don't fuck with them niggas. Them niggas pussy. Sucka ass niggas. I don't like either one (I don't even like 'em). But the other night I'm in the gambling spot. Nigga come up in here - boom - hit the door. ""Get the fuck on the floor, bitch, get down on the floor."" I turn around like, ""what?"" Niggas like, ""get down!"" (When was this?) I'm like, ""nigga, I got on white linen.""

[Intro]
Fuck it, I mean we gotta kill what we eat, right? It's not a problem, it's really not a problem. Southside

[Verse 1]
Okay, the dope addin' up, the coke addin' up
The smoke addin' up, my pockets are fattened up
I got bitches in my bedroom, nerds on computers
Diamonds 'round my neck, straps for my shooters
I made it, look ma', I made it
I grind so hard to get here I can't be faded
I got lawyers on the line, five different kinds
Five different crimes, same .45
Got a plan to turn to premise, see, a nigga ain't lyin'
Cause they ain't gon' say I did it and I ain't gon' say I did it
And I might go back and forth to court, better bet I get acquitted
Can you dig it? Nigga, can you dig it?
Shit changed, a nigga ain't broke
I had a safe size as a shoe box, it felt like a vault
Now I got real money, that ""fuck how you feel"" money
That ""nigga, you look at me wrong, get killed"" money

[Hook]
You gon' be part of my body bag ritual
Hop out, hammer out to get at you
You gon' be part of my body bag ritual
.45 lettin' off some shit at you
You gon' be put in a body bag
You won't get a chance to fire back

[Verse 2]
I peep my swag in the mirror, I think I got a crush on me
I don't want no wack bitches touchin' me
Tailor-made threads, satin sheets on my bed
Get a bitch sea-sick, waves all on my head
Diamonds in my ear, Baccarat chandelier
Gabbana underwear, I'm so fly it ain't fair
Every day a different dime piece
Rose Gold, a different time piece
Hublot, AP or rollie
Your bitch and your jeweler know me, homie
I'm bulletproof, go 'head, take a shot at me
You be a dead nigga like the last one that got at me
My shirt level three so I ain't got a vest on
My heart like ice, my chest like teflon
I'm a nightmare right here, just me and my knife, nigga
Don't let me find out you ain't 'bout that life, nigga
It's doomsday, I mean goon day
I get the orders, like, ""air out the room, Dre""
[Gun shots]

[Hook]
You gon' be part of my body bag ritual
Hop out, hammer out to get at you
You gon' be part of my body bag ritual
.45 lettin' off some shit at you
You gon' be put in a body bag
You won't get a chance to fire back

[Verse 3]
The mollies had a shorty ass trippin' strippin' in my kitchen
Push my thumb in her ass while I was strokin' her kitten
I be in my own zone, still clutchin' the chrome
Talk state of the art, you will see 'nine to foe
My passport need pages, I'm fuckin' round' out in London
Jetlag from jets, wrist lit baguettes
Trippin' in my charm, look bitch, I'm a don
So shit go how I say it go, fuck if I'm right or wrong
My paper long, bomb kush in the bong
It feels like I'm dreamin' cause a nigga on
I'm so far from a hammy down, I'm out in Miami now
My bitch no  speak no ingles, she fresh off the boat
She give me neck, what you expect? I got connects for the dope
I'm no joke, blow 30k on the coke, stuff ten in the coat
Nigga, front, I'll have a hand full of dreadlocks
Bitch, I hit your ass with a headshot

[Hook]
You gon' be part of my body bag ritual
Hop out, hammer out to get at you
You gon' be part of my body bag ritual
.45 lettin' off some shit at you
You gon' be put in a body bag
You won't get a chance to fire back",50 Cent,Body Bags,
"[Intro] News report
Reporter:
Police search for clues on the Q 111 bus where two people were shot, one fatally
Witness 1:
You heard like a few shots ring out and uh, you know by living in the neighborhood familiar with those sounds. We knew it was gunshots, so automatically you know we started taking cover because we didn't know or establish where they were coming from
Reporter:
Police say it all started in South Jamaica about two and a half miles away From the shooting on the bus at Jamaica station
Witness 2:
I was trying to get away from the area, after the first shot, it was very traumatizing to me like I've seen this happen a lot of times and didn't want to be involved. I Didn't want to be that person that get a stray bullet or nothing like that
Reporter:
Police Arrested a 34 year old man, they believe he is responsible for both shooting Incidents. They also recovered a handgun. He was arrested not far from here near Jamaica station in Jamaica, Queens. Zach Fink Ny1

50 cent:
It's the big 10, its been 10 years since 50 cent is the future
I'm tired as a motherfucker
What you want me to be I've tried to see

[Verse 1]
Yeah bitch I got my second wind
You could pretend I ain't the shit
I'm guilty, I'm guilty
Yeah I'm filthy fucking rich
I'm strapped your honor
New mac, my armor
Point blank, catch in my bulletproof persona
New version of Dahmer
Pussy eating Piranha
My tongue touch your flesh
Your bitches say I'm the best
The crackers say I'm racial
Wait a cotton-picking minute
Now I'm racial
Cause I done put cotton-picking in it
Put a knot on your fucking head
Yeah that'll happen first
I'll put a dot on your fucking head
You'll end up in a hearse
They say I play mind games
Warrior mind frame
These bitch niggas always forget to say my name
Go ahead, I want you to
You fraud, I'm on to you
I'm so strategic you wouldn't believe it
And they know, everytime I come around
Pit stop and they tend to quiet down
Cause they know about me

[Chorus]
My nine got an extended clip on it
My tech got all kind of shit on it
M beam hollow tips rubber grip on it
Night vision through the sight when I grip on it
My nine got an extended clip on it
My tech got all kind of shit on it
My pound got a body on it body on it
My man put a body on it body on it

[Verse 2]
I read a blog
They said I ain't got it
I still got it
Oh lord!
Look whose gonna meet the edge of my sword
I'm taking off now bitch
All aboard
If you want to ride fuck it let's ride
It seems like principle living's starting to fade
Even is a gangsta's life, niggas is snakes
No loyalty, rats ratting on members of the game
Funny they were family before the pigs came

[Chorus]
My nine got an extended clip on it
My tech got all kind of shit on it
M beam hollow tips rubber grip on it
Night vision through the sight when I grip on it
My nine got an extended clip on it
My tech got all kind of shit on it
My pound got a body on it body on it
My man put a body on it body on it

[Outro]
Yeah, this right here one marks the decade of hot shit
If a nigga say I fell off all I want you to do is ask him when
What they gonna say, what the Curtis album?
Okay so number one's not good enough
I gave you Ayo Technology that was number one
I get money, that wasn't hot
So tell me when I fell off
Yeah, when I gave you motherfuckers what you asked for
With before I self destruct
You looked at me and was like
We cool fif'
You know why?
Cause I won too much in front of you niggas
Thats why
It's alright go out take a break come back
So hot you can't deny it
Its your boy 50
This one right here is for the haters for real
I want you to eat a dick
Don't suck a dick, eat a dick
Chew it. haha",50 Cent,Body On It,
"[Intro: Jamie Foxx & 50 Cent]
La la la… Yeah!
La la la la la la la la… Uh huh
Ooh I’d lie for you baby
Ooh I’d die for you baby
I like the way that feel

[Pre-Verse: 50 Cent]
I’ll build you, but if ever I fall down
And I need you to pick me up
Promise me, you’ll be around
Hold me down, I’ll build you up

[Verse 1: 50 Cent]
Listen, if you let me, I’ll be the reason you shine
It’s the secret, I want the world to know that you’re mine
But on some real shit, communications could be better
So I’m writing this song instead of a love letter
They gon’ play it on the radio a hundred times a day
I figure when you hear it you gon’ stop and think of me
I wanna get to know you, and be the reason you smile
Girl you know where I’m from, you know how I get down
When times get tough, tell me that I’m special
Not rap, I mean me, that I’m special
You know they say diamonds are a girl’s best friend
Precious stones, could you put me before them?
If so, I’ll see to it they always around
Nothing but the best, now how does that sound?
If I drop a jewel when we talk you can keep it
Girl you on my mind all the time, that’s a secret

[Chorus: Jamie Foxx]
Baby, I build you up
Girl, if I know for sure I have you by my side
I’d build you up
Girl, I need to know for sure you’re mine
I need to know for sure
Girl, if I know for sure I have you by my side
I’d build you up
Girl, I need to know for sure you’re mine

[Verse 2: 50 Cent]
I thinkin’ ’bout you thinkin’ that you feel the same way
Or is it just my imagination that get runnin’ away?
If you ready to ride, girl, c’mon, let’s roll
G-5-5 fly, ma, let’s go
It’s hard to measure the pleasure of havin’ you in my presence
Your smile makes me smile, I’ll show you my style
You can shop a little bit, I’ll pick out some shit
One pair at a time ’til your shoe game sick
Now who knows what the future holds we’ll be together probably
For better or worse, like Whitney and Bobby
If you wanna play house, we can play house then
But wait, why pretend when you can move in?
Before I be your buddy in bed let me be your best friend
Girl, it’s more than lust, I want your trust
You keep it real with me, I keep it real with you
Cause I know with you by my side there’s nothing I can’t do, yeah

[Chorus: Jamie Foxx]
Baby…
Girl, if I know for sure I have you by my side
I’d build you up
Girl, I need to know for sure you’re mine
Build you up, baby, when you’re down
Girl, if I know for sure I have you by my side
Cuz your smile, like a frown, yes I will
I’d build you up
Girl, I need to know for sure you’re mine
I’m gon’ build you up baby

[Outro]
La la la, la la la la la la la la
La la la, la la la la la la la la
La la la, la la la la la la la la
La la la, la la la la la la la la",50 Cent,Build You Up,Jamie Foxx
