lyrics,artist,song_title,featuring
"[Missy]
Uhhhh
Ahhhh!

Have you ever been in the mind of a virgin?
It gets hot and curious (And ooaaa)
Well let me take you there
Are you ready, boy?
Come on baby, strap up, cause it might get serious (uh ooaaa!)
Now there will be some heat and some friction
Don't get alarmed cause I'll put ice just to chill the night (I'm just being polite)
And I want to see if you're into it
Intimate kisses and huggings so sentiment (ohhhhh!)
With you I might wanna spend my life

[Chorus 1]
You make the freak come up out me
Dats what I'm talkin' bout
Go 'head like it's my birthday
Dat-dats what I'm talking bout
You make me say oooaa! 'til I can't speak
Dats what I'm talkin' bout
Baby dat-dats what I'm talking bout
Dat-dats what I'm talkin' bout

You don't know just what you do, yea
Dats what I'm talkin' bout
When I'm rocking, slow dance with you
Dat-dats what I'm talking bout
Cause you put chills on my arm when we kiss, yea
Dats what I'm talkin' bout
Baby that-that's what I'm talking bout
Dat-dats what I'm talking bout..
ALRIGHT!

[R. Kelly]
Now all I wanna do is, baby
Is make your dove cry and make your body scream like
(AAHHHHH!)
Bet your bottam dollar
Can make you believe that you can fly (Yea)
Well, one hit of this sex weed
Guaranteed to get you high
Like a mutha for ya (No, baby)
You won't even know what day it is
Cause after I come from downtown
Girl I'ma wanna go another round, yea
Until you tell me R Kells please stop
Put it like this
It's like fresh up out the kitchen
The way I got your oven so hot, mama
I'ma hit from the back, and the front, then the side, then bounce it up
And down like this
And baby, everyone gonna say you're a pimp
Cause I'ma have ya walking with a limp

[Chorus 2]
You make the freak come up out me
Dats what I'm talkin' bout
Go 'head like it's my birthday
Dat-dats what I'm talking bout
You make me say oooaa! 'til I can't speak
Dats what I'm talkin' bout
Baby dat-dats what I'm talking bout
Dat-dats what I'm talking bout

You don't know just what you do, yea
Dats what I'm talkin' bout
When I'm rocking, slow dance with you
Dat-dats what I'm talking bout
Cause you put chills on my arm when we kiss, yea
Dats what I'm talkin' bout
Baby dat-dats what I'm talking bout
Dat-dats what I'm talking bout

[BRIDGE: Missy]
Sex me, like me
Kiss me, hold me
Touch me, feel me
Do me baby, yea

Cause..
Sex me, like me
Kiss me, hold me
Touch me, feel me
Do me baby, yea
(R. Kelly: This is the greatest bridge I ever heard)

ALRIGHT!

Yea, Fo shizzle my nizzle
You sho nuff the dizzle
And that's on the rizzle, ooooo
Boy, you feel me sizzle (Boy you feel me sizzle)
So sweet helped me do almost anything

[Chorus 2] w/ad-libs

[MUSIC FADES]",Missy Elliott,Dats What I’m Talkin’ Bout,R. Kelly
"[Intro: Missy Elliott]
Gimme that funk, um
Funk, um
Yo gimme that funk
Sho' nuff that funk

[Verse 1: Redman]
Yo, yo, beware of the dogs, off the chain (woof! woof!)
Fuck your whips at the club we piss in the parkin lanes
Blow it up ten frames so you see it wide
If your broad ain't fuckin she don't need to ride (beat it!)
She can crawl in the trunk with her knees inside
By the spare, she hungry? I'll feed her fries
Cause I'm a dog nigga (roof!), shot-call nigga
My shotgun talk with a lecture hall scripture
Applaud, bitch, shake that ass
I getcha, drunk and high and duct tape that ass fast
Then leave you on your daddy front lawn (ding-dong!)
With your hair all fucked up, with one pump on (ooh!)
Get stomped on, I take the money and run (run, run)
I'm a dog, shit I fuck right in front of your son (get out!)
If you ain't got Missy and Meth
Want me to spit the hot shit for you? Nigga, write your check

[Verse 2: Missy Elliott]
When you come home from work
I'm gon' make you do more work
Pour some wine in the cup, sip-sippin' on sizzurp
Uhh, now we gon' make love to an end, yeah
Slide, wanna take a ride
When you with me, oh so right, tell them boys, not tonight
Say you chillin' with your bitch and this is one y'don't wanna miss
Uhh, 'cause this love right here is on fire (fire)
Slide (ohh), wanna take a ride

[Hook: Missy Elliott]
(I love)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks
(I love, yeah)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks

[Verse 3: Missy Elliott]
You on the block layin' low, from the cops layin' low
When you done, let me know
'Cause my love make you be like, ""Whoa"" (whoa, ugh)
Ohh, ohh, 'cause I got yo' mind in the trenches
Slide, let's take a ride
Baby, come give me some, hey woadie, ain't no other one
Can shine on my life and make me wanna stay the night
Mmm, mmm, 'cause you put butterflies on my stomach
Slide, baby, won't you slide

[Hook: Missy Elliott]
(I love)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks
(I love)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks

[Verse 4: Method Man]
Yo, yo, I wanna gangsta boogie with my gangsta bitch
Love it when the pussy talk back, thank the dick
All my dogs (woof) playin the wall, get at these broads
You ain't got no ass at all, we ain't fuckin wit y'all
I'm not your smooth lovin, see me at the Casbah thuggin
Hands where your Stove Top be stuffin
Never catch Tical hand-cuffin, I'm in your party puffin
Smellin' like that Wu-Tang production
Cousin tried to tell me pussy come a dime a dozen (ugh)
And when it come around I'll beat it down like percussion
Missy come and get me, I'm 'bout to call Doc
We can all meet up at Peanut's, I heard it was the spot
Somebody roll the weed up, push the car lighter
Kick your feet up, Saturday night, who got the fever?
Brought the flavor of Indonesia, puff-puff-give-type procedures
And this joint bumpin out your speakers

[Hook: Missy Elliott]
(I love)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks
(I love)
I love it boy when you play this song
Dead wrong, you know this record be turnin' me on
(Turnin' me on)
You keep me growlin' like a dog in heat
Hey woadie, put it down, make me sleep for weeks

[Outro: Missy Elliott]
I'm gonna take you high to the top
And let your body not reject me babe
I'm gonna make you really love me
I'm gonna make you scream don't stop
But you must first respect his lady
You must respect this lady",Missy Elliott,Dog in Heat,Method Man & Redman
"[Intro]
VA, yeah, New York, Atlanta, DC
LA, New Jersey, Philly, say what, say what

[Verse 1]
You never know a good thing 'til I'm gone
And you'll be spending many, many nights home alone
You won't be seeing me around your way, no no
And if you don't get it together, baby, I can't stay

[Chorus]
Don't be comin' in my face tryna tell me you love me
You shoulda thought once or twice, sacrifice and make it right
It's the thing that you do, make me not love you
So just wait and you'll see, get no other love like me

[Verse 2]
You never know I'm for real until I leave, uh huh
And when I pack up my clothes, don't be calling me
You won't be seeing me anymore, no no
'Cause when I'm long, long gone, I won't be back in this door

[Chorus]
Don't be comin' in my face tryna tell me you love me
You shoulda thought once or twice, sacrifice and make it right
It's the thing that you do, make me not love you
So just wait and you'll see, get no other love like me

[Verse 3]
To my east side people to my west side
To all my bitches who sat home crying
Over these niggas and over these fellas
Shake em off like Jello, uh-huh
To my east side people to my west side
To all my bitches who sat home crying
Over these niggas and over these fellas
Shake em off like Jello, uh-huh

[Chorus]
Don't be comin' in my face tryna tell me you love me
You shoulda thought once or twice, sacrifice and make it right
It's the thing that you do, make me not love you
So just wait and you'll see, get no other love like me

[Verse 4]
I used to stick closer to your side then a beeper
'Til you smoked that cheaper reefer
Now you loony as fita, shut up
Don't say a word, yep, I got the word
Yeah, I heard it from a little bird
Now I'm out the door about 44
You don't know?
Get your bags and your things take the door
Don't take this shit no more
When you leave, you can leave out the back door

[Outro]
Fucker, stupid niggas
Always think they can play somebody
Y'all know who y'all are
Tryna run about 3, 4, 5 women at one time
Then you wanna come back all in our faces
And tellin' me how much you love me and all that bullshit
Whatever man, fuck you
Alright, I'm out",Missy Elliott,Don’t Be Commin’ (In My Face),
"[Beenie Man]
Zaga, Zaganaga, You hear she moans? Boom!

[Missy]
Aye yo Monica, won't you help me and Timb change dis shit up again, yea, hit'em

[Monica]
Ooh you turn me on, so boy don't lie
I will never share you with no other bitches, so don't try
You all I want, like when Prince made doves cry
And all I'm sayin to you is dont be cruel

[Hook-Missy]
Yo baby pop, yea you, come and give me a kiss
Betta make it fast, or else I'm gonna get pissed
Don't you hear the music pumpin' hard, like I wish you would
Now push it (awww), push it, push it real good

[Monica]
Don't get me wrong, that's just me
I just want you to be all you can be like in the army
Don't try to play me boy cuz I'm nobody's fool
And all I'm sayin' to you is don't be cruel

[Hook]

[Missy Talkin]
Now, now, now wait a minute ya'll
This is for all the fly sexy people
So when I say get out on the floor
Go to the floor, dance I said

[Bridge-Beenie Man]
Gala
(Yea)
Run to me one and only bed
(Yea)
Run man, run get ya rag
(Yea)
Girls if ya holla give me head
Call 9-1-1 cuz one more dead now
(Yea)
Run to me one and only bed
(Yea)
Run man, run get ya rag
(Yea)
[?] every last said
Call 9-1-1 cuz one more dead now

[Beenie Man]
Drop dem shings and let's get busy girl
Hold on tight and don't get dizzy girl
Sorry for ya dizzy, got me on I be fizzy or a kizzy
Just woke up in my bedroom wizzy
While ya on break let yo kitty air
Like magic song at 3rd, like a pier
Girl you bout to explode ya frontier
Cuz I got got my doctorate as, a poonany engineer
See ya kno ya can olly-wa
Early heard I came here wit cha
Don't be mockin,ya not ordering me chalk
You got to learn a lesson, not a walk in the park, yo
Let's show'em how to punk dem out
Max'em out like mercurtic kwa
I'm talkin bout let me date me a frog
Burn you a [?]

[Bridge-Beenie Man]
Gala
(Yea)
Run to me one and only bed
(Yea)
Run man, run get ya rag
(Yea)
Girls if ya holla give me head
Call 9-1-1 cuz one more dead now
(Yea)
Run to me one and only bed
(Yea)
Run man, run get ya rag
(Yea)
[?] every last said
Call 9-1-1 cuz one more dead now

[Hook]

[Fade Into Toyz skit]",Missy Elliott,Don’t Be Cruel,"Monica, Beenie Man"
"[Intro: Missy Elliott]
Hello baby
This is a Missy Elliott exclusive (Uh)

[Verse 1: Missy Elliott]
He just wanna get me hot
He just tryna get my twat
He wanna taste of my goodies
He say it taste like butterscotch
Boy you cannot get me locked
You tryna get me you get blocked
Unless you tryna marry me
My ring must be big as a rock
I open up my candy shop, my panties drop
You see what I got, ya
I got the strawberries and berries, them chocolates nice
All in the box
You better stop, 'cause I am the cream of the crop
Baby you know what I got
I'm top notch

[Chorus: Sum1]
I keep rubbin' 'til your body start to tweak, ahh
When you push up on it, put that thang on me boy
What's popping, baby? Can you put me to sleep, yeah
Every time you see me, do me dirty, yeah
I'll be back, I talk that, I want that shit bad
I can't wait 'til midnight, baby come see me
I-I-I-I-I-I-I, oh, I-I-I-I-I-I-I

[Verse 2: Missy Elliott]
If I am your girl or your chick
Don't treat me like I'm just a bitch
Boy you don't try to play stick
'Cause Missy not chasin' your ****
Boy you don't wanna get hit, you's a trip 'round your boys
You be flippin' that script
Tell me why you be frontin', you know you so pussy-whipped
I am the best that it get, when I kiss on ya lips and I'm throwin' these ****
All on your face, let you taste on this cake
When I shake it I might let you lick
Licky-lick the kitty-kit, let you hit it real quick
I'm fit like a brick
I'm hot as one can get
This shit is so lit

[Chorus: Sum1]
I keep rubbin' 'til your body start to tweak, ahh
When you push up on it, put that thang on me boy
What's popping, baby? Can you put me to sleep, yeah
Every time you see me, do me dirty, yeah
I'll be back, I talk that, I want that shit bad
I can't wait 'til midnight, baby come see me
I-I-I-I-I-I-I, oh, I-I-I-I-I-I-I

[Verse 3: Sum1]
Softly, tell me would you stay baby
You know I give you more than she
I know just where you wanna be, yeah
Hair-do wild, make-up on your favorite pillow, baby
Louder than the TV, knockin' boots
We rockin' to, probably music playin'
I wish you could see what I see, baby
Comin' for you, boy, don't you say a thing

[Verse 4: Missy Elliott]
Baby why you so thirst? (Thirst)
Boy you just a big flirt (Flirt)
You know I got a main
No, this ***** not yours (Yours)
You just tryna pop the churrs
You get kicked to the curb (Curb)
I know want this big old donk
But you must wife this chick first
I'm lookin' for a romance (Woo), we could hold hands (Woo)
Handstand, do a lap dance (Woo)
Yeah I want a black man that eat it up like Pac-Man
Boy you stop playin' (Woo), stop playin'
This be the jam, Miss don't really give a damn

[Outro: Missy Elliott, Sum1]
I don't give a damn, I don't give a damn
I don't-I don't-I don't give a damn, I don't give a damn (Woo)
I don't give a damn, I don't give a damn
I don't-I don't-I don't give a damn, I don't give a damn (Woo)
Ahh-ahh-ahh, yeah-yeah-yeah-yeah
Oh, with you babe, yeah-yeah-yeah-yeah-yeah",Missy Elliott,DripDemeanor,Sum1
"[Intro: Missy Elliott]
Yeah
A little slow jam

[Verse 1: Missy Elliott]
Kiss me, hold me
The weatherman says it's gonna be
Cold tonight
Whatever man
Whatever whatever whatever whatever
Whatever man, you wanna do
I'll be the pilot
Don't miss your flight

[Chorus: Missy Elliott]
I'm stewardess of the plane
Feel the turbulence and maintain
Please refrain stay in your seats
Until we reach the gate
I'm stewardess of the plane
Feel the turbulence and maintain
Please refrain stay in your seats

[Verse 2: Ginuwine & Missy Elliott]
Take me higher
Let's just go for a little
Joy Ride
Whatever man
Whatever whatever whatever whatever
Let's stay
Buckled up
And let's make love
Across the friendly skies

[Chorus: Missy Elliott]
I'm passenger of this plane
I feel the turbulence I maintain
I will refrain Stay in my seat
Till I reach the gate
I'm passenger of this plane
I feel the turbulence I maintain
I will refrain
I'm stayin' my seat

[Bridge : Ginuwine (& Missy Elliott)]
I want you (I want you)
Baby, I want you (Baby, you know I want)
I really really wanna (Fuck) you
Sho nuff wanna (Fuck) you
I want you
Yes I do (I want you)
Baby, baby, I want you
(I know you know what I want)
I really really wanna (Fuck) you
I really wanna (Fuck) you
Sho nuff wanna (Fuck) you
Sho nuff wanna

[Verse 3: Ginuwine (& Missy Eliott)]
Is there anything that you want?
Is there anything that you need?
Call on me (Ginuwine)
Call on me (Ginuwine)
Is there anything that you want
Is there anything that you crave
Call on me (Ginuwine)
'Cause I'm a passenger of your plane
Yeah

[Outro: Electronic Voice]
Missy fly with me
Missy fly with me, fly with me
Missy drive with me
Missy drive with me, drive with me",Missy Elliott,Friendly Skies,Ginuwine
"[Intro: Missy]
This is a Misdemeanor exclusive
If your radio is experiencing any kind of difficulties
Turn the volume up
Yes, turn the volume up
Yes, turn the volume up
This is an exclusive (Turn the volume up)

[Verse 1: Missy]
It's very necessary, on the contrary
No you do not scare me, is you drinkin' Bloody Mary?
But shit, you betta hurry, before I have to bury
My attitude is bitchy, cuz my period is heavy
I used to drive a Chevy, put twenties on that Bevy
My nigga was the shit, but then that stupid nigga left me
And now I'm lovin' Larry, but Larry go with Terri
And Terri is a freak, but it's his baby she will carry
The life he live's a fairy, cartoon like ""Tom and Jerry""
My flow is legendary and your style is temporary
Yeah, you need to worry, like Jason, it gets scary
The words that I spit don't fit in that category
Is my vision blurry? My speech is very slurry
Me without Tim is like Jamaicans with no curry
And yes, it's necessary, so hurry, nigga, hurry
Cuz when this album drops, you whack MC's will all get burried

[Hook]
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)

[Verse 2: Missy]
Your style's very crummy, that's why you have no money
You always looking bummy, I don't care if you don't love me
Don't try to come before me, unless you are a dummy
Repeat, you'll lose your teeth and I would hate to call you gummy
Rainy or sunny, battle no way, honey
This not a game of Hide-and-Seek, go call ya mummy
It's about get so ugly, and I'mma keep y'all runnin'
Hiding from me, cuz you know you are weak
You ain't sayin' nothin', I keep it jumpin' jumpin'
In your Kenwoods, I'm bumpin' sumthin' in ya trunk'n
You can say I'm buggin', cuz when I come out bustin'
That's why y'all be discussin' who I like and who I'm fuckin'

[Hook]
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)

[Break: Timbaland]
C'mon, c'mon
C'mon, c'mon
C'mon, c'mon
Fickidy, uh, uh, uh
C'mon, c'mon
C'mon, c'mon

[Verse 3: Ms. Jade]
I had a little homie named Paul Revere
Smokes blunt after blunt, guzzled 40's of beer
Used to swear up and down every first of the year
He was gon' quit smokin', but he never did
Watch y'all huskey, it's about that time
Gettin' ready for the club 'round quarter to nine
Couple bottles of hypnotic in the back of the ride
Might spit like a girl, but I hit like a guy
Me and Missy ballin' up the avenue
Funky fresh dressed to impress, we mackin' dudes
Music biz only reason I ain't jackin fools
You know bullshit walk and stackin' rules
Niggas keep drawin', the streets keep callin'
Drink til' I'm nice and uh, uh-uh, on'n
I'm bad luck, y'all mad cuz y'all suck
Please do not try to fuck with young duck
Please do not try to fuck with young duck

[Hook]
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)
Funky fresh dressed to impress ready to party
Funky fresh dressed to impress (Turn the volume up)",Missy Elliott,Funky Fresh Dressed,Ms. Jade
"[Intro]
Uhh
Uh huh
Uhh
Uh huh

[Verse 1: Nicole Wray]
Close your eyes
Visualize
Space and I verbalize
You chastise, but can't stop my enterprise
Put your rhymes in a line
Put your raps in a stack
I'll break you and your singer like Jinga
I mean um,  I spit like knee
On you this tight thing
Space nine inferno
One verbs be frightening
And for the sword fights tonight
My entourage is in camouflage
Remove your mask
Let down your visage, but don't slip up
'Cause when I was in my ship
That's when I get ripped up
The whole world
Fuck it
G-S-E committee
Got your panties shitty
Click you sick
Callosso with itty bitty
Space and Missy
Sip my style till your pissy
Virgina bitch galactic

[Chorus: Missy Elliott]
I be writing, writing, writing rhymes everyday
(Writing rhymes everyday)
Don't you say no more you don't wanna battle
(You don't wanna battle)
Said I'm writing rhymes, writing rhymes everyday
Don't you say no more you don't want to battle

[Verse 2: Missy Elliott]
Mama, Daddy, you ain't, ready
Act like you know me
Fly, as friends be
Sizzling, I'm chilling
Man, you twisting
You sissy, you dis me
You wish we was fucking tight
Auntie, Papa, Smoke la la
Hallah, fala, don't bother to swalla
This bottle of Rémy, got plenty
Of weed
So give me, give me, give me, give me, give me, please
See's, no one, fly like these
Bees from over seas, we speak Chinese
Please, little one, please
You know my rhymes get tight
When I smoke all night

[Chorus: Missy Elliott]
I be writing, writing, writing rhymes everyday
(Writing rhymes everyday)
Don't you say no more you don't wanna battle
(You don't wanna battle)
Said I'm writing rhymes, writing rhymes everyday
(Writing rhymes everyday)
Don't you say no more you don't want to battle

[Verse 3: Space Nine]
We high tech like Timbo's
Slap faces of dirty hoes
N-Y-M-B-A
Dirty combo when we play
Swirl like the milky way
Deep like my black hole
I oppose, to expose
Chemical gases up your nose
Fade away like ozone
Quazars, moves and shit
Hey yo Missy, where da clip?
I think I need a hit
Shitty bees up in da place
Wanna be down with whoever
Be all up in his face but ain't even on the level
I pull your wig back
Let of steam like nasty pools
That heat be to hot
Melt down, now up in pot
Count down, 3-2-1, lift off
Now over-tize, Venus we circlize
And mars we tantalize
Comatose like Hale-Bopp
Smoking trees non stop
Then I send a televise from satellite on Nightline
Yeah, wouldn't you like to get away
To the moon
We shine like stars
Lock down like metal bars

[Chorus: Missy Elliott]
I be writing, writing, writing rhymes everyday
(Writing rhymes everyday)
Don't you say no more you don't wanna battle
(You don't wanna battle)
Said I'm writing rhymes, writing rhymes everyday
(Everyday, yeah yeah)
Don't you say no more you don't want to battle

[Bridge: Missy Elliott]
Ay yo, I'm kinda scared to do this
'Cause Jimmy tryna scare me saying
I'mma give away my publishing
But um, it don't matter
'Cause I write my own shit, do my own shit
Sing my own shit
Shit be a hit
Shit be a hit

[Outro: Missy Elliott]
My style is a one-in-a-million
I flow on and on and on
My rhymes give you a really good feeling
All day long
(Rewind)
My style is a one-in-a-million
I flow on and on and on
My rhymes give you a really good feeling
All day long
Lemme listen?",Missy Elliott,Gettaway,"Nicole Wray, Space Nine"
"[Intro]
Kore kara minna de mechakucha odotte
Sawago sawago!
Headbanger, hit me, hit me, hit me, hit me...
Yeah, gimme some new shit
Gimme some new shit
Gimme some new shit
Gimme some new shit

[Verse 1]
Missy be puttin' it down, I'm the hottest 'round
I told y'all motherfuckers, y'all can't stop me now
Listen to me now, I'm lastin' twenty rounds
And if you want me (nigga) then come on, get me now
Is you with me now? Then biggie, biggie bounce
I know you dig the way I sw-sw-switch my style
Holla
People sing around
Now people gather 'round, now people jump around

[Hook]
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on

[Verse 2]
Who’s that bitch? People you know
Me and Timbaland been hot since twenty years ago
What tha dilly yo? Now what tha drilly yo?
If you wanna battle me then (nigga) let me know
Holla
Got to feel it, son
Lemme throw you some (maut mujhko)
People, here I come, now sweat me when I'm done
We got the radio shook like we got a gun

[Hook]
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on

[Verse 3]
Quiet! (Shhh) Hush your mouth, silence when I spit it out
(Hah-choo!) In your face, open your mouth, give you a taste
Holla
Ain't no stoppin' me, copy written so don't copy me
Y'all do it sloppily and y'all can't come close to me
I know you feel me now, I know you hear me loud
I scream it loud and proud, Missy gon' blow it down
People gon' play me now, in and outta town
'Cause I'm the best around with this crazy style

[Hook]
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on, go, get your freak on
Go, get your freak on
Go, getcha getcha getcha getcha getcha freak on

[Outro]
Ichi, ni, san, ji",Missy Elliott,Get Ur Freak On,
"[MISSY:]
REMIX! with Nelly Furtado...
Come in and I landed [repeated in the background]

[MISSY:]
NELLY FURTADO!
Come in and I landed [repeated in the background]

[NELLY:]
She's a freak and I'm a chief head banger with the top down low on the flow cause your so fresh (fresh!) like b-boys with vests like runners carve chests
Hehehehe
I run like the breeze to catch this life but sometimes get a need 'til I bleed!
There's truth, I go, there's a rhyme, I will tell it, a story, I'll defend it
Missy come in and I landed! Hell where did she come from?
This international goddess sun so get your hands up like this hun
Until the party's just begun! So come over to my house and that's where this song's from a less for the laugh from west coast breeze Portuguese diva! And Missy's the woman who always be cooking, says something for Neltado who come dip her vibin' from DC to T.Dot and all around the world come giddy up giddy up back back up to my girl!

[MISSY:]
Get ur freak on [repeated]
[Nelly:] Get [scatted] Get ur freak on!

[MISSY:]
Who's that bitch?

[Nelly:]
Meep meep! Nelly Nelly Nelly Furtado all in your stereo
I'm pumping louder please don't tell me you don't like the flow
You cry to me to put this down so let me step it -- YO!

[MISSY:]
It's a original flow, people better lay low, stick you up like velcro
Cause me and Nelly say SO!

[Nelly:]
I'm doin how we do -- some strange loose in your crew
Because my fire springs your head round right MISSY!

[MISSY:]
Get ur freak on! [repeated]
[Nelly:]
Get [scatted] get ur freak on! Get [scatted] ahhhh!

[MISSY:]
They wan dance
Everybody getting freak-deaky wan dance
Grab your partners tear 'em by the ass and wan dance
Wine your body swiftly to the beat dem wan dance!
Dem wan dance, dem wan dance!
Everybody crank in the club - dem wan dance!
Everybody hot and on the block - dem wan dance!
Everybody gettin freak-deaky wan dance, dem wan dance!

[Nelly:]
Yeah

[MISSY:]
Get ur freak on! [repeated]
[Nelly:]
Get [scatted] get ur freak on! Get [scatted] ahhhh! (repeated in the background)

[Missy:]
REMIX... with Nelly Furtado… Ne-Ne-Nelly Furtado, hehehe, AII, uh uh uh uh… some new shit

[Nelly:]
Doji do doji do doji dedingdingding...",Missy Elliott,Get Your Freak On,Nelly Furtado
"[Intro: People in background chatting]
Yo, yo yo move out of the way
We got Missy Elliott coming through
Girl that is Missy Elliott she lost a lot of weight
Girl I heard she eats one cracker a day
Oh well I heard the bitch was married to Tim and started fucking with Trina
I heard the bitch got hit with three zebras and a monkey
I can't stand the bitch no way

[Verse 1: Missy Elliott]
When I walk up in the piece
I ain't gotta even speak
I'm a bad mamajama
Goddammit motherfucker you ain't gotta like me
How you stuntin' these hoes
Need to talk what you know
And stop talking bout who I'm sticking and licking
Just mad it ain't yours
I know ya'll po' ya'll broke
Ya'll job just hanging up clothes
Step to me get burnt like toast
Muthafuckas, adios amigos
Halves halves wholes wholes
I don't brag I mostly boast
From the VA to the LA coast
Izzy kizzy lizzy goh

[Chorus]
Millze cillzan sillzome plilzay dilzzouble dilzutch!
Hilzzoo?
My gizzirl!
Brillzing her izzin!
Izzo kizzay!
Izzall rizzight...
Izzo kizzay!
Izzall rizzight! Nizzow wizzee wilzzo-izzo-zee!

[Verse 2: Missy Elliott]
When I pull up in my whip
Bitches wanna talk shit
I'm driving I'm glad and I'm styling
In these muthafuckas ask, did you see it?
I'm gripping these curbs
Skrrt Did ya heard?
I love em, my feathers, my furs
I fly like a bird
Chicken heads on the prowl
Who you trying fuck now?
Now you ain't getting loud
Better calm down 'for I smack your ass down
I need my drums bass high
Has to be my snare, strings, horns, yes
I need my Tim sound
Right, left
Izzy kizzy looky here

[Chorus]
Millze cillzan sillzome plilzay dilzzouble dilzutch!
Hilzzoo?
My gizzirl!
Brillzing her izzin!
Izzo kizzay!
Izzall rizzight...
Izzo kizzay!
Izzall rizzight! Nizzow wizzee wilzzo-izzo-zee!

[Bridge: Missy]
I don't go out my house shorty
You just waiting to see
Who gon' roll up in the club and then report that next week
Just wanna see who I am fucking boy
Sniffing some coke
I know by the time I finish this line Imma hear this on the radio

[Verse 3: Ludacris]
Yeah, uh huh, okay
Once upon a time in College Park
Where they live life fast and they scared of dark
There was a little nigga by the name of Chris
Nobody paid him any mind
No one gave a shit
Knowing he could rap
No one lifted hands
So he went about his business and devised a plan
Made a CD and then he hit the block
50 thousand sold
Seven dollars a pop
Hold the phone
Three years later
Stepped out the swamp
With ten and a half gators
Now all around the world on the microphone
He leave the booth smelling like Burberry cologne
Still riding chrome
Got bitches in the kitchen
Never home alone
And he's on the grind
Please let me know if he's on your mind
And respect you'll give me
Ludacris I live loud just like Timmy
Fuck, have to clear these rumors
I got a headache and it's not a tumor
Get up on my lap and get my head sucked tight
Sprayed so I never let the bed bugs bite
Hard to the core
Core to the rotten
Jump down, turn around, pick a bale of cotton
Yahh

[Chorus]
Millze cillzan sillzome plilzay dilzzouble dilzutch!
Hilzzoo?
My gizzirl!
Brillzing her izzin!
Izzo kizzay!
Izzall rizzight...
Izzo kizzay!
Izzall rizzight! Nizzow wizzee wilzzo-izzo-zee!

[People in the background chatting]
Yo, straight up Missy killed that shit tonight for real
I know I know, I don't even care about her being preganant by Michael Jackson
You know what we should do
We should go get her album when it comes out
There she go, there she go, there she
Heeeey Misssy

[Missy]
Hi Missy?
What's up fools?
You think I ain't knowin y'all broke, Milli Vanilli
J.J. Fad wannabes ain't over here gossiping bout me?
Yo how bout you buff these Pumas for 20 cents
So your lights won't get cut off
You soggy breasts, cow stomachs
Yo take those baby GAP shirts off, too
You just mad cuz Payless ran outa plastic pumps for the after party
Yo by the way, go get my album
Damn!

[Chorus/Outro]
Millze cillzan sillzome plilzay dilzzouble dilzutch!
Hilzzoo?
My gizzirl!
Brillzing her izzin!--(Echos)",Missy Elliott,Gossip Folks,Ludacris
