lyrics,artist,song_title,featuring
"[Chorus:]
Listen to me, hear me now
Listen to me, hear me
Listen to me, hear me now
Listen to me, hear me

People in Jersey, dem listening to me
The people uptown, dem listening to me
And people back in Brooklyn, dem listening to me
And people in Jamaica, dem listening to me

[Verse 1:]
Well it's a party over here, a party over there
In every nook and cranny, it's a party everywhere
And that you should have known
When I walked through the door
I'm told I got the flavor, I'm told I got the flow
Before you even try to diss me
Let's get something clear
There ain't no fear between you and me or the atmosphere
Hail to the queen and the sire
I'm lighting fires
Your style is wack as two flat tires
It will only take a second
For me to just wreck it
Smoother than my body buck naked
I don't have to prove shhh...
Just keep doin' hits
And niggas be all on my two tits
And even if you think it's odd
I'm telling you, after every single rhyme, I thank God
For giving me the power to make your heads nod
Tony Dofat style, gotta keep 'em going wild
Listen to me now

[Chorus]

People in L.A., dem listening to me
The people in the Bay, dem listening to me
The people in D.C., dem listening to me
The people in Miami, dem listening to me
Our people in Chicago, dem listening to me
Our people in Detroit, dem listening to me
The people down in Houston listening to me
And everybody, dem listening to me

[Verse 2:]
What a beautiful day and I'm riding down the highway
On my way to the studio, gotta go cause I slept late
I just came back from cool ass Cali
Where Mandy was bumpin' MC Ren's in the alley
Driving so fast that no one could catch me
While I'm knocking ""Gangsta Bitch"" by Apache
This is the mood for making the hit hip-hop song
You should have known it was on
The places I've been, the people I've seen
And everywhere I go, it's “Give it to 'em, Queen!”
Cause hip-hop is for real, I'm dealing with the truth
Cause all over the world, it's aggravated youth
So every time I grab the mic, you know that I could rock it
So I can have some fun and put some money in my pocket
You can always know the time, just recognize the sign
Cain't nobody put a padlock on your mind
Listen to me now

[Chorus]

The people in London, dem listening to me
The people in Atlanta, dem listening to me
The people in Japan, dem listening to me
The people in Seattle, dem listening to me
The people in Germany, dem listening to me
Our people in Rochester listening to me
Our people in Virginia, dem listening to me
And everybody, dem listening to me

[Vamp:]
Lover of the people living in the city
On and on, on and on
Lover of the people living in the city
On and on, on and on

You're rollin' with the vibe (vibe)
You get into the vibe (vibe)
You're rollin' with the vibe (vibe)
Just get into the vibe (vibe)
You gotta feel the vibe (vibe)
Just get into the vibe (vibe)
You're rollin' with the vibe (vibe)
Just get into the vibe (vibe)

[Verse 3:]
Take a trip on back into the third verse
Of the originator of the concept of ladies first
You came along and tried to freak mine
To the contrary, cause I'm not your ordinary piece of feline
See I know the book because I read it twice
If I bite the hook, then I'mma pay the price
Mama taught me Black was beautiful when I was young
And told me all about where babies really came from
So you can hit the door with the theory
That all Black women are hoes, hear me?

[Chorus]

East Orange, listening to me
The people down in (?) dem listening to me
The people inna Trinidad listening to me (Yeah!)
The people in Boston are listening to me
People in Bermuda listening to me
North Carolina is listening to me
(It's a Queen Latifah, Flavor Unit thing in '93!)
The people in-- --are listening
(My girl 99 in the house)
The people in-- --are listening
(Hip-hop is worldwide! So I'm OUT!)

[Vamp]",Queen Latifah,Listen 2 Me,
"[Queen Latifah]
Possy, Dovey! (Yes mama?) Time to get up!

Hello, I'm Queen Latifah, how ya doing?
I hope that you're with this, I hope that you're willing
I want to introduce you to a cut called
""Mama Gave Birth to the Soul Children""

[Dove]
Well here comes the goy (Goy?)
The truth to the goy
You know the one, that ate up like boy
Stepping with a step, keeping with a kept
Making an appearance with a notty-head set
Lunatics you lose cause the Plug 2's singing
Peace to the negative, nah, you make the weigh-in
Weigh-in, weigh-in, way out of order
If you know you're better, you'd better that you caught a
Waving mine a peace sign higher than a kite
If you're feeling sick, it's alright it's fever night
Don't do ""Do see do"" and dig in no potholes
Cause if you do we calling in March Patrol
It's no different from the verbal last heard
Cayumbo is the ruler that's bond to the word
He's moving more than three feet, jocking with the knee deep
Dove is going to leave you with a tweet tweet tweet

[Posdnuos]
Next on the menu, we continue with the pasta
Dipped in chocolate, served with lotsa
Twizzlers and honey, yum yum yummy
Lyrics I'm flaunting is good for the tummy
Tiptoing in I proceed to the floors
Selling much records like a pimp mover
Excuse me mommy, Pos wins
Cause I'm the A to the Plug W-O-N
Brother freak it live for this tribe
Now let's ride down the highway of vibes
Pushing that we start cause the soul says please
Cutting back with the raps and we don't get cheese
Ducks and we sit need to get ????
Cause preacher is the key to the casualty
Polaroid flicks are back and you know
That the soul is moving on up like the Jeffersons show

Go mommy! (Repeat 16x)

[Queen Latifah]
I'm back, a black queen upon the scene
With a knack for funky tracks, know what I mean?
Prince Paul produces this and it's a fly one
It has a beat that weigh, he's one of my sons
It's a family affair and then we're out of here
There is no doubt here, cause this is our year
So flex to a Queen Latifah/De La Soul sound
(Go ahead mama get down)
It was inevitable that this joint venture would be incredible
We never put ourselves on any pedestal
But the rhyme is so good it's practically edible (Say what?)
So check the sounds of Mama Zulu
As I relay the story untold
And if you're wondering why I got kids so big
They weren't born from the body, they were born from the soul
Go mommy
Go mommy
(De La Soul gives shoutouts til fade)",Queen Latifah,Mama Gave Birth to the Soul Children,De La Soul
"My baby, she may not look
Like one of those bunnies out of the Playboy book
Well, I'm sorry bout that, Mr. Williams
But she's got something
Johnny, much greater than gold
Well, now what's that?
I'm crazy 'bout that girl
She's got so much soul

She's got the kind of loving, kissin' and a-huggin'
Sure is mellow, glad that I'm her fellow
And I know that she knocks me off my feet
Have mercy on me!
'Cause she knocks me off my feet
Can you dig it?

There is no girl in the whole world
That can love me like you do - ow!
Tell 'em bout it, Watson

My baby now, when she walks by
All the fellows go, and I know why
Have mercy, just look at her walk
It's simply because that girl, she walks so fine
And if she ever leave me, I will lose my mind

Because she's got the kind of lovin'
Kissin' and a-huggin'
Sure is mellow, glad that I'm her fellow

And I know that she knocks me off my feet
Have mercy on me!
'Cause she knocks me off my feet
I'd better tell 'em one more thing

There is no girl in the whole world
That can love me like you do
Ow, tell 'em bout it, Mr. Williams

Now everybody in my neighborhood
An' that's what's grooving me
Will testify that my girl, she looks so good
Well, let me tell you something else right here
She looks so fine, she give eyesight to the blind
Help 'em to make 'em see
And if she ever leave me, I will lose my mind

Because she's got the kind of lovin'
Kissin' and a-huggin'
Sure is mellow, glad that I'm her fellow
And I know that she knocks me off my feet
Have mercy on me!
'Cause she knocks me off my feet
Can you dig it?

There is no girl in the whole world
That can love me like you do
Mercy, mercy, mercy!",Queen Latifah,"Mercy, Mercy, Mercy",
"[Chorus:]
Gotta get up when the mood is right
I'm ready to let you love me all night
Gotta get up when the mood is right
I'm ready to let you love me all night

When I met you, the first thing I thought was, “Sexy!”
I didn't judge, no
Figured I'd wait and see
We had convos 'til the break of dawn and
I intrigued you, you fascinated me
You told me all about the freak in you
Figured I was seeking you
And I couldn't wait to get a peek at you
But I'm the type that thinks that sex is best
When you're in love with more than the physical specimen
So I waited for your heart to get in touch with mine
And waited longer just to make sure it was genuine
And now I see you're on the real tip
Baby, I can feel it every time you hold me with a tight grip
It's true, it's all about you
You got too much love for me to ever need two
I'm ready to let you love me all night now
Come on, baby, right now

[Chorus]

All I ever wanted was a strong brother like you
That's why I hold on to your love
Cause you're the earth and I stay down to it
Just like this beat, I expound to it
I live a very hectic life, but I'm glad you understand
Cause when it starts to stressin' me
You see it comin' and forgive my moods and my attitudes
Cause you know how the pressure be
Then you massage my body
Every single inch of me to relieve the stress in me
You've got a way of getting next to me
You've got me offering the rest of me

[Chorus]

Baby I know that I can do it right
All night, all night, all night
'Til the break of morning light
Alright

Many thought they was gettin' kitten fast in the past
Make me purr and then jet in a blur
I don't think so, cause I don't think ""ho""
They didn't get laid, cause I don't get played
But baby, baby, baby
I got so much love in me
And it's for Y-O-U for eternity
Now that's how my mama said it's supposed to be
Affairs, flings, and those type of things come along
But I'm putting on a ring for my king
Cause you bring it strong
So let's be on our merry way
I'll give you love without a limit like Mary J
It's true, it's all about you
You got too much love for me to ever need two
I'm ready to let you love me all night now
Come on, baby, right now",Queen Latifah,Mood Is Right,
"(Guy) There I go, there I go, there I go
There I go...
Pretty baby, you are the soul who snaps my control
Such a funny thing but every time you're near me
I never can behave
You give me a smile and then I'm wrapped up in your magic
There's music all around me, crazy music
Music that keeps calling me so very close to you
Turns me your slave
Come and do with me any little thing you want to
Anything baby, just let me get next to you
Am I insane or do I really see heaven in your eyes?
Bright as stars that shine up above you in the clear blue skies
How I worry about you
Just can't live my life without you
Baby come here, don't have no fear
Oh, is there a wonder why
I'm really feeling in the mood for love?
So tell me why stop to think
About this weather, my dear?
This little dream might fade away
There I go talking out of my head again, oh baby
Won't you come and put our two hearts together?
That would make me strong and brave
Oh when we are one, I'm not afraid, I'm not afraid
If there's a cloud up above us

Go on and let it rain
I'm sure our love together will endure a hurricane
Oh my baby
Won't you please let me love you
And give a relief from this awful misery?

(Girl/ Backup Singer) What is all this talk about loving me, my sweet?
I am not afraid, not anymore, not like before
Can't you understand me?
Now baby, please pull yourself together, do it soon
My soul's on fire, come on and take me
I'll be what you make me, my darling, my sweet

(Guy) Oh baby, you make me feel so good
Let me take you by the hand
Come let us visit out there
In that new promised land
Maybe there we can find
A good place to use a loving state of mind
I'm so tired of being without
And never knowing what love's about...
James Moody, you can come on in man
And you can blow now if you want to

(Guy & Girl/ Guy & Backup Singer/ Both) We're through",Queen Latifah,Moody’s Mood For Love,
"[Hook] (4x)
Name callin' hasn't fallen into what I'm runnin'
I wouldn't dis another sista unless she had it comin'

[Verse 1]
Hold my Heineken, 'Pache, I'm 'bout to catch a charge
Bitches that think they hard get snuffed, FUCK the bodygaurd
They need to shut the FUCK up, or step to me
All they can do is be mad at me, bitch, don't threaten me
Niggas don't know I'm nice with these, you pay the price with these
Come by this Pisces, your life cease
You couldn't see me if you looked at my life like Mary
Your style is cheesy, how you gon' beef? You dairy
Better be wary, cuz if it's necessary
Be shoot the joint, I'll leave you somethin' for the tooth fairy
And all you rappers sellin' more sex than skill, chill
I'll rip your style, all the while keep my sex appeal
Don't get it twisted yo, I never really favored you
And I was raised by my niggas from the Flavor U
So fuck giving props where they ain't due
Fuck you and that nigga
Who wrote the rhyme for you too
I got hot, when you play my spot you get laid like rugs
And you'll never be the woman that your father was
Stop flirtin' with my last nerve and head south
Next bitch say somethin' worse, goin' in your mouth

[Hook] (2x)

[Verse 2]
Another bitch after my crown but I don't hate her
Cuz she couldn't come up if she was gettin' FUCKED in the elevator
What, you thought I wouldn't check your chin?
Though I was your FUCKIN' friend?
See you and speak, tonight all that SHIT ends
Don't act extra, where you from?
High post on low income and then some
Ready to leave your gums numb
Listenin' to you is like wack sex
A premature ejactulation
A quickie, that gets me stressed
You're doin' it but it don't thrill me, BITCH, you know you feel me
Don't get scared now, time to face the real me
I'm ready to break my foot off in your anal
Ready to bring you some pain, yo
Comin' up with that playdough
Style you stole, tried to mix it up and make it blimp
Sound like Lauryn, with a dash of Lil' Kim
We know bootleg, Korean, coughin', schemin' ho
I know it's bootleg cuz they misspelled Moschino
What's worse? Your press-ons, hair or gear?
I should buy your contract
Put your ass on hold for another year
You picked the wrong one, so bring your click
Now we can handle this like ladies
Or get into some ol' otha SHIT!

[Hook] (2x)

[Nikki D]
Makes ya feel like rappers be on some bandwagon shit
But I gets boogie, quick fix with lyrics, from toastin' too many spirits
FUCK all these cheesy bum bitches fakin' these riches
NIGGAS representin' for these real live NIGGAS, '96
What the deal? Chicks pimpin' they sex appeal
How you feel? (stupid!)
Got the still now, dead up in your grill
Bout to go up in your raw, so you industry whore
Never saw the lights before, now you model and floss
Overload your hold on piece, when I rock shit like this
You can't flip, cuz jiggaboos be gettin' twisted (what?)
All that high shit that you be smokin' got you buggin'
Think that you could step to my crew?
We be nut smugglin'!
Turnin' rough niggas and the bitch is like ""what?""",Queen Latifah,Name Callin’,Nikki D
"[Verse 1]

Coming from the bitty bitty bottom of the basement
The first [?]
They want to make it to the top too quickly
So I take [?] all the time

Take a look at the flow of the future
If you can't shake to it, then it don’t suit ya
Break off, back off, beef off, bust off
That is the worst, [?]

Bad this, bad that, who's bad enough?
For those who are bad, then batter up
I acquainted this rap with my index
So, baby, come on with a rag and some Windex

I'm stepping the step tryna meet me there
I’m avoiding all political fanfare
If you down take a pounding from ya fist-a
For the sound of the nature of a sista

[Verse 2]

Who's a king, who's a queen, who's tryna bang?
I see myself as a queen but it ain't for rank
This for all, not one, not for income
But for knowing who and where we descend from

I kick off with a choke, I come crazy new
They call me Mama Zulu but I won't baby you
I'm not the type to look for a man with cash
But the only thing you get if you're broke’s a [?]

I dip, then switch, what floor is this?
I go higher than a fire, try to diss
This is a little of my [?]
Rippin tracks, whippin [?]

Right on flow, a few floors ago
I see suites instead of concrete, so
If you down take a pounding from ya fist-a
For the sound of the nature of a sista

[Verse 3]

Here’s a knick-knack, sit back, hold ya hat
Here's a big rap, ya got close now get back
I got an army bustin through the enemy’s wall
My thoughts on the situation was ""fuck em all""

Salt and pepper said it was time to grow
So me and Spin did em in, now time to go
Yo yo grabbed him, he said ""hey, diddle diddle""
While I [?] out of the middle

Sisters in action, strong, real, still complete
I say ""what up"" cause you can't come or compete
The La, the Ti Fah booms like a speaker
I hold more soul than a sneaker

Don't ask if I'm fast, I come swift, sis
Cause I’m passing an ass if you with this
If you down take a pounding from ya fist-a
For the sound of the nature of a sista

Sista",Queen Latifah,Nature of a Sista,
"[Chorus:]
You ain't got no work for me (no work)
Or any Flavor Unit MC (no work)
You ain't got no work for me (no work)
You ain't got no work for the queen (no work)

[Verse 1:]
Don't try to get fly, y'all
We're blackin' up eye balls
I run with a rough set
So don't get me upset
I gas you so hard, I leave you fartin'
You're soft as a buttercup, stupid ass
So why you startin'
You're memorizing every damn lyric that I write
You're all up in my mouth every time I grab the mic
You need to learn a lesson from a female headbanger
Stop ridin' on my bra, you freakin' strap hanger
Until we play Techs, but I always stay free
I made a resolution for you, 1993
It's all about the Flavor Unit and my family
Cause I would die for all them
And they would die for me
Leary about this intelligent female
All catch hell
An explanation of the Queen Latifah
Spelled well
So blow up and know me
Don't even contemplate a theory about jerkin' me

[Chorus]

[Chant]
Play me like a child, but you know I'm grown
See waterworks, so take your broke ass home

[Verse 2:]
That was the way it started out back in the day
A little singin' joint with the hard core phrase
[?] I wouldn't diss another sister 'less she had it coming
And even then, I would take it to her face
My presence is stunning
Cunning as a venus fly trap
Cause, word up, I fight back
And damn right, it's like that
So step back
I'm not the type of girl
You can run through and drop
I'm not the type of girl
To be running to the cops
I know about everything
That goes on on my block
And right beside my bed
I keep a Luger and a Glock
They're for the protection of
A Flavor Unit queen
Me not gon' let ya go
Until me hear ya scream
I look in your eyes
When I speak to your punk ass
I ought to put my feet to you

[REPEAT Chorus]

[Verse 3:]
Now, this wicked curse hurts
Spank your girls and boys, I'm annoyed
You gots no work, so I lurk to keep you unemployed
I'm a part of a tribe with a vibe
I scribe with nine lives
You're kicked inside outside
I used to ride the path
Across the tracks in your mouth
Until I jumped the turnstyle
And the conductor threw me out
You feelin' kinda horny?
Call a clinic on that grout
You's a dingy, dirty bitch
So I gotta Shout it out
I had it up to here, plus there
Cause I'll be here plus there
[?] [?] everywhere
Nigga-niggas say the hood ain't changed
I get my niggies with the hoodies
Far from goody, but they're bad instead
We're ready for the worst things first
Anything you thought, I thought twice
Thought through, and thought first
The queen picks the verse off a shirt
You hurt when I smirk
Cause you know first

[Chorus:]
You ain't got no work for the queen (no work)
You ain't got no work for me (no work)
You ain't got no work for the queen (no work)
I said you ain't got no work for me (no work)

You ain't got no work for the queen (no work)
Nor any Flavor Unit MCs (no work)
I said you ain't got no work for me (no work)
I said you ain't got no work for me (no work)",Queen Latifah,No Work,
"Get funky with it

[ VERSE 1 ]
I told you before: you burn when you play with fire
So take off your hats, matter of fact hail the new Sire
You're hungry as hell, so i'm cookin up the chowder
It's laced with ingredients, gon' come on like gunpowder
Pom-pom! lick a shot, then I got to order
I'm runnin for the border for causin disorder
Pom-pom! lick a shot, got on my defenses
I'm runnin for the fences, of course I'm relentless
The particular name of this queen is Latifah
I've often been classified as a feminine teacher
Collectively capture the heart of a nation
Love my culture and show appreciation
You're lookin for the black influ'?
I do want too give it to you
What are you mad?
Give me some of what you had!
You can huff-huff, puff-puff and bluff-bluff
But I got nuff of the ruff stuff

(Ruff and tuff)
(And all that stuff)

[ VERSE 2 ]
Now nuff of the ruff stuff, that's what I do, and I do it well
The proof is in the puddin, I show and prove, not show and tell
Talk tales, you get caught up in a crossfire
Buckshot must be what you want and desire
I write concepts, I don't be frontin or be buggin
I solely write the rhymes for the beats that you be lovin
It's a love thang, the Queen doin her thang
If I was a liquid, you would drink me like Tanq'
You think I'm kickin things that I myself don't even heed?
I rap not for the love of music, but for greed?
""Latifah's booty, yo, she could never succeed""
Shiiit...
You watch me do it and boom it, the Flavor Unit will snap necks
You a-fi listen a likkle, you fi go buy the cassette
You're starvin, cause you ain't had enough
That's right, nuff of the ruff stuff

(Ruff and tuff)
(And all that stuff)

[ VERSE 3 ]
You talk about flavor...
I got enough flavor to make a grapefruit sweet
Get old ladies jumpin out of their seats
Change a peach to a pear to a plum with a little sun 'n rays
I got flavor for days
Now I'm the type that the fellas call a honey, and
]From me you know you get a worth for your money, and
This is no meaningless attack, I gave you a chance
Matter of fact, yo, I ordered them to 'dance
For me', they tried to turn me 'inside out'
They felt the 'wrath of my madness', I let them 'come into my house'
It's called 'latifah's law', for the criminal to curse
And all the gentlemen know its rule: 'ladies first'
Not the typical female that tends to
Fall vitim to the 'evil that men do'
Small puff, I call your bluff
I'm not mad, I just had enuff of the ruff stuff

(Ruff and tuff)
(And all that stuff)

Everybody know Latifah love positivity
Now positivity erase negativity
Mi comin inna di dance ???
Me rollin with the Flavor Unit posse
As a black woman mi want equality
Equality, and di freedom to be me
Mi have a mother Rita, only call her Mommy
Likkle brother and sister, Angelo and Kelly
A brother in them laws, but mi call him Winki
Lost mi daddy and ??? family
??? black ??? black country
Believe in one God, one tribe, one destiny
Cease!",Queen Latifah,Nuff’ of the Ruff’ Stuff’,
"Go 'head and do it
Refugees, go 'head and do it (paper)
Go 'head and do it
Refugees, go 'head and do it (paper)
Go 'head and do it
Refugees, go 'head and do it (paper)
Go 'head and do it
Refugees, go 'head and do it (paper)
Go 'head and do it
Refugees, go 'head and do it (paper)

[VERSE 1:]
Ooh, I bet you're wondering how I knew
That you've been trying to infiltrate my crew
It ain't no hiding from the Flava U
Don't get it confused, you ain't untouchable
(Go 'head and do it)
Now I've been trying to keep my cool like a queen
(Ooh, cool like a queen)
Bout to bring the Newark girl out of me
(Ooh, Newark outta me)

[Chorus]
Don't you know I heard you trying to take my...
While I shine, y'all live them fake lives
Don't you know I heard you trying to take my...
While I shine, y'all live them fake ass lives
All around me
(Haters try to play La, but
They know that they can't take her paper)

[VERSE 2:]
Everybody talking see
Spreading them lies about my friends and me
They say that we're tighter than friends supposed to get
That's because I haven't let you chill with me yet
You make it hard for a girl to roll
(Ooh, girl to roll)
But make it easy so my pockets stay swole
(ooh, pockets stay swole)

[Chorus]

[Pras]
That's right, yeah
Check it, check it, what
Check it, check it
Come on, come on
Yo, yo
Where my fellas at? Where my fellas at?
Where my ladies at? Where my ladies at?

[VERSE 3:]
As I look back on my life (check it)
To get where I am, I had to sacrifice
You slander my name in your magazine
This business gets hard trying to stay the queen
You're checking for me, you need to check yourself
(Ooh, check yourself)
And be someone, not someone else
(Ooh, someone else)

[Chorus]

(Flavor Unit, Refugee Camp All Stars)
Heard- Heard-
Heard you tryin' to take my (paper)
Heard- Heard-
Heard you tryin' to take my (paper)
(Why they wanna stick me for my…)",Queen Latifah,Paper,Pras
"[Hook: La Fem Markita]
Parlay? Hardly. Get money all day
Slip? You fall prey, go out the hard way
Receive a caution, fuck the flossing
Slip and be costing
Strictly big bossing to get the fortune
Parlay? Hardly. Get money all day
Slip? You fall prey, go out the hard way
Receive a caution, fuck the flossing
Slip and be costing
Strictly big bossing to get the fortune

[Verse 1: Queen Latifah]
You not ready to test the La
Faking the funk
Confess or die
Not physically, but lyrically
Come on, give it your best try
The flow's coming
Don't get caught up in it
Talking about straps and gats
When the only tools you had had water in it
Wait a minute, I'm about to spark shit
If you smoking 20 blunts a day
Chances are you smoking garbage
A whore bitch? No me, no never
Too clever, too feminine
I'm on the winnin-in
Selector rewind and come again
Then let it drop again, don't stop again
Rappers is petty
Latifah coming for her props again
No matter where in the US you reside
Lyrically I commit justifiable homicide
I represent the felines
The kind that used to like to tree climb
And been respected since I start to speak mine
Parlay? Hardly. Get money all day
Sleep? You fall prey
Go out the hard way

[Hook]

[Verse 2: La Fem Markita]
Beyond lights and cameras
Behind the glamours
Ghetto scramblers with broken rammers
Cock the hammers
Fuck the flash and stashin' Benjamin grands and Jacksons
Money's the passion
Greeds the lust for satisfaction
Cash flow like Castro
Fast dough don't last though
Would you'd have let the mass know?
Feds don't let that ass go
[?] on your trail since uncover surveillance
Ya man in jail tense
He's one of two assailants
Peeps the lesson
Use the 'xpression
Times are stressing
No depression, minds advanced like The Jetsons
No dirt where you be at
Think before you react
It's the famous [?] that's
Quick to bring the heat back
Made moves wrong? Fortune's gone, you're singing sad songs
Still reminiscing about the days you was on
Parlay? Hardly. Get money all day
Slip? You fall prey
Go out the hard way

[Hook]

La Fem Markita & Latifah
Givin' you what you need
What it be about?
Heineken to the head
Yin to the yang

[Verse 3: Queen Latifah & La Fem Markita]
We vacation in places where the nation's language is French
Ride the whip to Merrill Lynch
While others ride the bench
We come through in the clench
You never see us flinch
Your cheese come in increments
Mine come 'til I'm drenched
Slim bars from the femme squad
Chick meaner than M-Ra
Wanna spar? We can go par
5'2"", leave your chin scarred
No complication
Mine and conquer nations
Deep concentration
Realize the comp you're facing
Ay yo, hand over this
Gettin' money hand over fist
No time to parlay
Hunting them hundreds that's crisp
Producers that's A-list
Lyrics that lace this to
Make sure these hits never miss
When we play this
Fem Markita, Queen Latifah, the double feature
A track done by each for thoughts to reach ya
Parlay? Hardly. Get money all day
Slip? You fall prey
Go out the hard way

[Hook] (2x)",Queen Latifah,Parlay,Markita
"People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people

Listen, money crimes and mood swings
Situations where certain people will do things
Like hop on bandwagon, get on the food chain
Soon as you get yo swag that's when yo crew change

But we all equal and people are just people
Leave it in God's hands 'cause the devil is lethal
You get what you earn also you live and you learn
To expect nothing in return

Do what you do from the heart then move on
'Cause in the eyes of the ungrateful, you can do wrong
That's when the negative energy gets too strong
The sunshine leaves, in comes the true storm

Sometimes make you wanna do harm
But you fall back 'cause you too calm
To get all rowdy and evil 'cause you realize
At the end of the day they just people

People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people

The bad ones discourage, the good ones motivate
The weak shall perish, the haters going show they hate
As long as you know what you dealing with, you can close the gate
Never let them in yo world till you know they straight

'Cause then again they just people
Life's just a one stop deal, there's no sequel
Fake ones are so transparent and so see through
Love ones can be so humble when they need you

Some got they hands out even after you feed 'em
But they ain't never around when you need 'em
That's when yo thoughts get evil
But then you realize they just people

People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people

Ayo, I got a lot more living to do before I leave here
'Cause I'm blessed and I'm thankful and I'm happy to be here
In good health with good wealth, you could always use help
But all you really got is yo good self

Still what I go through, it hurts when people that know you
Let you down and don't hold you
But yo mistakes will teach you
'Cause then you realize they just people

Ohh people, ohh people, ohh, ohh
Ohh people, ohh people, ohh, ohh
Don't you worry about a thing they just people

People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people

People gonna let you down
Don't expect for them to be around
They're just people",Queen Latifah,People,Mary J. Blige
"And ooh yeah-yeah-yeah
Ooh yeah

You make me laugh
'Cause your eyes they light the night
They look right through me, la la la la
You bashful boy
You're hiding something sweet
Please give it to me yeah, to me

Oh-oh, talk to me some more
You don't have to go
You're the Poetry Man
You make things all rhyme, yeah-yeah

And ooh yeah-yeah-yeah
Ooh yeah

You are a genie
And all I ask for is your smile
Each time I rub a lamp, la la la la
When I am with you
I have a giggling teen-age crush
Then I'm a-a sultry vamp, yeah, a sultry vamp

Woah-oh, talk to me some more
You don't have to go
'Cause you're the Poetry Man
You make things all right, yeah-yeah

And ooh yeah-yeah-yeah
Ooh yeah

Saxophone solo

Talk to me some more
You don't have to go
You're the Poetry Man
And you make things all right

And ooh yeah-yeah-yeah
Ooh yeah

So once again
It's time to say so long
And so recall the law of life, la la la la
You're goin' home now
Oh, home's that place somewhere you go each day
To see your wife, yeah-yeah-yeah, to see your wife

Woah-oh, talk to me some more
You know that you don't have to go
You're the Poetry Man
You make things all rhyme, yeah

Woah-oh, talk to me some more
You know that you don't have to go
You're the Poetry Man
You make things all right",Queen Latifah,Poetry Man,
"[Verse 1: Ursula]
I admit that, in the past, I've been a nasty
They weren't kidding when they called me, well, ""a witch""
But you'll find that nowadays I've mended all my ways
Repented, seen the light, and made a switch
True? Yes

And I fortunately know a little magic
It's a talent that I always have possessed
And here lately, please don't laugh
I use it on behalf of the miserable, lonely, and depressed
""Pathetic""

[Chorus]
Poor unfortunate souls in pain, in need
This one longing to be thinner
This  one wants to get the girl
And do I help them? Yes, indeed
Those poor unfortunate souls
So sad, so true
They come flocking to my cauldron
Crying, ""Spells, Ursula, please!""
And I help them!
Yes, I do

[Post-Chorus]
Now, it's happened once or twice
Someone couldn't pay the price
And I'm afraid I had to rake them 'cross the coals
Yes, I've had the odd complaint
But on the whole I've been a saint
To those poor unfortunate souls

[Ursula]
Now, here's the deal: If you dare
There's a potion I’ll prepare
Just consume and you’ll be human
Three whole days up above

By the end of day 3
Listen up this is key
Just convince Mr. Prince
And get a kiss of true love

[Ariel]
If I do?

[Ursula]
Lucky you
You stay human through and through
You can go, wed your beau
And be totally divine

[Ariel]
And if not?

[Ursula]
Then guess what, girl?
You’ll turn back into a Mer-Girl
Same as you once were, girl
But that tail will be mine!
Don't be shy, dear
What will it be?
You want the guy, dear?
Leave it to me

[Ariel]
But what about my father?
And my family?

[Ursula]
Hmm...
Sorry, dear
There's no way to spin it
Life's full of tough choices, innit?
One last thing, silly me
Did I mention there's a fee?
Nothing choice, just your voice
No more talking, singing, zip

[Ariel]
Not a word?

[Ursula]
Not a note
Not a whisper from your throat

[Ariel]
But--

[Ursula]
Show some spine, you'll be fine
Honey, here's a little tip:
You'll have your looks!
Your pretty face!
And don't underestimate the importance of body language, ha!

[Verse 3]
The men up there don't like a lot of blabber
They think a girl who gossips is a bore
Yes, on land it's much preferred
For ladies not to say a word
And after all, dear, what is idle babble for?

[Chorus]
Come on, you poor unfortunate soul
Go ahead, make your choice!
I'm a very busy woman
And I haven't got all day
It won't cost much
Just your voice!
You poor unfortunate soul
It's sad, but true
If you want to cross a bridge, my sweet
You've got to pay the toll
Take a gulp and take a breath
And go ahead and sign the scroll!
Flotsam, Jetsam, now I've got her, boys!
The boss is on a roll!
Those poor unfortunate souls
Beluga, sevruga
Come winds of the Caspian Sea
Larengix glaucitis
Et max laryngitis
La voce to me
Now... sing

[Ariel]
Aa-aa-aah, a-aa-aah

[Ursula]
Keep singing!

[Ariel]
Aa-aa-aah, a-aa-aah",Queen Latifah,Poor Unfortunate Souls,
