lyrics,artist,song_title,featuring
"Oh I don't know
And it makes me scared
Because I'm falling in love
And I don't know if you feel the same

I'm taking this time to write you this letter
Cause what we got is good but want to make it better
Yo boo, I'm digging you, you got all of the equipment
Now I'm ready for a commitment

I'm not trying to rush things
Not looking for an engagement ring
But the queen needs a king
And I choose you, cause what we got is in tune
Since you promised me the moon I hope to see it soon
(see it soon)

I want make this official man, I miss you
I feign for your touch and your kiss too
Listen I hope I'm not being to blunt
Don't wanna scare you away, it's a game I want to play but

Oh I don't know
And it makes me scared
Because I'm falling in love
And I don't know if you feel the same

(hey)
Oh I don't know
(I don't know)
And it makes me scared
(so scared)
Because I'm falling in love
(falling in love)
And I don't know if you feel the same
(falling in love, hey)

I know you love it when I call you big poppa
My thoughts are pure
I heard you left your last cause she was insecure
I'm not tryin' to compare myself but
I got health and wealth
And now you dealing w/ the top shelf
My orgasmic thoughts need support
Thinking of positions you taught
While I stare at the gifts you bought

The things you do for me make you my number one
When you're around I have a lot of fun
Check me now
Like the time we went to six flags
Boostin', tearin' off tags
And sticking souvenirs into our bags
Slipped up, almost got caught then tried again
You're more than a lover you my best friend

Do you remember the first time I let cha get it
I was nervous you were too but wouldn't admit it
You were the best I had that's why I want all of you
Now tell them hookers to stop calling you
I'm dead up I want to wear your name
So I pray and ask god to make you feel the same

(hey)
Oh I don't know
(don't know)
And it makes me scared
(It makes me so scared)
Because I'm falling in love
(I'm falling in love again again)
And I don't know if you feel the same
(baby baby baby baby)

(hey)
Oh I don't know
(I don't know)
And it makes me scared
(makes me scared)
Because I'm falling in love
(falling in love again)
And I don't know if you feel the same
(baby baby, oh oh oh yeah)

Is there a place to ease my mind
(place to ease my mind)
(think about you all the time, yeah)
Show me a sign and wish that you would offer me a sign
Relax my mind

Let me close by saying stop delaying our fate
Let go your fear I'm here come hold your soul make
I want more but I don't want push
It's never to late so be straight
Don't beat around the bush

I'm all woman if you don't feel like I feel that's fine
Let's stay friends but I want you to be mine now check it
But I'll take what I can take it can't get no plainer
With love sincerely yours your boo dana

Oh p.s. guess who's back around
My ex he called me said he bought a house up town
But I told him that my love for you was too strong
Write back and don't make me wait to long

Oh I don't know
Oh I don't know
(I don't know)
And it makes me scared
(makes me so scared)
Because I'm falling in love
(falling in love)
And I don't know if you feel the same
(I want to know, wanna know)

(Just me and my queen
Do you know what I mean
Hey hey hey
Falling in love
Tell me if it's good enough for you)",Queen Latifah,I Don’t Know,SisQó
"[MISS MAYBELLE]
There's a light in the darkness
Though the night is black as my skin
There's a light burning bright, showing me the way
But I know where I've been

[MISS MAYBELLE]
There's a cry in the distance
It's a voice that comes from deep within
There's a cry asking why, I pray the answer's up ahead, yeah
'Cause I know where I've been

[MISS MAYBELLE]
There's a road we've been travelin'
Lost so many on the way
But the riches will be plenty
Worth the price, the price we had to pay

[MISS MAYBELLE]
There's a dream in the future
There's a struggle that we have yet to win
And there's pride in my heart 'cause I know where I'm going
Yes I do!
And I know where I've been, yeah

[MISS MAYBELLE & ENSEMBLE]
There's a road (There's a road)
We must travel (We must travel)
There's a promise (There is a promise)
We must make (That we must make)
But the riches (Oh, but the riches)
Will be plenty (The riches will be plenty)
Worth the risk (Worth the risk)
And chances that we take (and the chances that we take)
There's a dream
Yeah yeah yeah
In the future
There's a struggle
That we have yet to win
Use that pride
In our hearts
To lift us up
Until tomorrow
Cause just to sit still
Would be a sin

[ENSEMBLE]
I know it, I know it
I know where i'm going

[MISS MAYBELLE]
Lord knows I know
Where i've been

[Miss Maybelle & ENSEMBLE]
Oh! When we win
I'll give thanks to my god 'cause I know where I've been",Queen Latifah,I Know Where I’ve Been,Nikki Blonsky
"What you mean, wanna know how I feel about you, baby?
Be poetic about it, alright

I love the east, I love the west
And north and south, they're both the best
But I'll only go there as a guest
'Cause I love being here with you

I love the sea, I love the shore
I love the rocks but what is more?
With you they'd never be a bore
'Cause I love being here with you

Singin' in the shower, laughin' by the hour
Life is such a breezy game
Love all kinds of weather, as long we're together
I love to hear you say my name

I like good wine and fine cuisine
And candle light, I like the scene
But baby, if you know what I mean
'Cause I love being here with you
I love being here with you

I like a dance by Fred Astaire
And Brando's eyes, Yul Brynner's hair
But I think to tell you's only fair
That I love being here with you

And Cary Grant, oh do-dah-day
His utter charm takes me away
But don't get me wrong, how do you say
I love being here with you

Oh, Basie's band's a-swingin', I like Ella singin'
'Cause there's something else, you know
They know how to say it, they know how to play it
They wind it up and let it go

I love the thrill of New York shows
I'd love to Durante's nose
But I'd like to say before I close, yeah, yeah
I just love, baby I love, well, I love being here with you",Queen Latifah,I Love Being Here with You,
"I'm not in love
So don't forget it
Its just a silly phase im going through
And just because
I call you up
Don't get me wrong
Don't think you got it made
I'm not in love
No no no
Its because

I like to see you
But then again
That doesn't mean
You mean that much to me
So if i call you
Don't make a fuss
Don't go and tell your friends
About the two of us
I'm not in love
Oh no no
It's because

Oh oh oh
You wait a long time for me
Oooo ooo you wait a long time yeah

I keep your picture
Right there on the wall
It hides a nasty stain thats been lying there

So don't you ask me to give it back
I know you know it don't mean on thing to me

I ain't in love
No no no no
It's because

Oh oh oh
You wait a long time for me
Oooo ooo you wait a long time yeah

I'm not in love
No i'm not in love
No no no
I ain't in love
No no no no
It's because

Oooooh
You wait a long time for me
Darlin ooo
You wait a long time for me

I ain't in love, i ain't in love no no no
I ain't in love, i ain't in love, i ain't in love
I ain't thinkin bout you baby
I dont miss you like crazy
I ain't in love i ain't in love i ain't in love
Keep waiting, keep waiting",Queen Latifah,I’m Not In Love,
"[Intro]
Uh huh, well the name is Latifah, you hear me coming through
The speaker. Hit it Mark, 45 King

[Verse 1]
I am a bill, yes I'm only a bill when
It's time to ill I get ill and time to chill
I chill, my homeboy said this was the D.A.I.S.Y. age
I take it as meaning you have to get crazy paid
You hope I'm from your borough, because I'm thorough
You want me to be down with you, to be seen walking around with you
Go to the store and buy a brew and rock a rhyme or two
So you can bite it, you taste it, you like it
You think I'm sleeping on you? Please, don't even try it
The name is Latifah, the scene, it is mine
The 45 King keeps the beat and the time while I
Rock to the rhythm and keep it blowing out
So don't try to turn me inside out

[Chorus]
Latifah is the name you love
Flying through rhymes like a dove
Slapping suckers with a glove
Challenge me and you will burn
Yes in the fire you will burn

[Verse 2]
It's so so simply done
When I find that I have to run
Lyrics to music by the King of Swing, The 45 King
The words we bring I write, and sing
Cause I am Latifah, the Queen of course
Don't try to get yours off, because the cause is lost
Mark conducts the beat, I watch it hit them
Won't you chill? I don't need another victim
To add to the list of aggravation
Subtracting suckers like a math computation
We are not teaching pupils and subjects with no scruples
This is a King and Queen creation
So hello hello hello and how ya doing?
Forget the small talk now, it's time for me to ruin
Those who don't believe in what I'm saying
When I put up the wall of words ain't no way into my Queendom
Controlled by me, the heir to the throne is the Ruler Lord Ramsey
The Ruler Lord, to him there is no equal
He grabs it and starts bombing people
Don't listen to me to figure me out
Because you can't turn my mind inside out

[Chorus]
Latifah is the name you love
Flying through rhymes like a dove
Slapping suckers with a glove
Challenge me and you will burn
Yes in the fire you will burn

[Verse 3]
Rhyming's not a question of one superiority
But rather how you delegate the use of your authority
I know who you are, and I know who you are to me
But I came here just to party
If it's a show you want, the show it live
And if it's trouble you seek, I have arrived
When Mark requests my approval, I nod
And after each and every single rhyme I thank God
Altough a taste of my body would soothe you
I give you just my voice and watch the rhythm move you
The method of my lyrics makes the funky people feel it
And Lord have mercy on those that try to steal it
Latifah is a name meaning ""delicate and sensitive""
But I have no problem formulating sentences
To break you down to the ground
I won't use violence, the color of this is brown
And I am down, but never ever down and out
So don't try to turn me inside out

[Chorus]
Latifah is the name you love
Flying through rhymes like a dove
Slapping suckers with a glove
Challenge me and you will burn
Yes in the fire you will burn

[Outro]
Jah know? Cause ah...
Music, 45 King, music Latifah the Queen
Music, domination to bring the world
Irie, say in the fire you will burn (Repeats to fade)",Queen Latifah,Inside Out,
"(Queen Latifah)
Yo what's up this is Queen Latifah in the house
Definetely representin Jersey on the love love
Coolin' out in Cali; shootin' Living Single
But damn I miss home

[Hook 4X]
I can't.. forget New Jersey

(Verse 1: Queen Latifah)
When I think of home I think of a place where there's love over-flowin'
And all my family and peeps I knew when I was growin
Mommy and daddy made me proud to an Owens
Taught me to keep goin'
Straight up but never knowin'
I would become Her eminence and royal highness
The Queen Latifah; no doubt; one of New Jersey's finest
So, set if off
Get 'em up on my own
Cause Jersey's what I think about when I think of home
Don't let no one get close to you except the chosen few
Stick with the ones who meant the most to you
When you were broke and blue, that's how fam do
That's how you stay true around these snakes
That freakin' smile when they hate you
I'm quick to take the ride down for in-town (?)
(Just another day living on a down)
My experience legit, my rhymes is on hit
It's mad truth to the rumor we the shit; I can't forget

[Hook]

(Verse 2: Queen Latifah)
I used to work at Burger King but after takin orders
I used to take the path to Latin Quarters across the waters
When I learned to do the Wop, yo, I couldn't stop
I brought it back around the way to show the people on my block
Teacher, teacher, tell me how you do it
It looks so simple like that there is nothin to it
So, we meet at Irvington High halls and after school I'd run
To the Willowbrook mall boostin' with Sulamon
I had a talent for getting 'em for gear
Petty thief, small time crook of the year
But I chilled cause I had bigger dreams than to steal
And Ramsey came for me and Apache to put our voices on a reel
And I could hear myself on the radio
""45 King Special Red Alert Show""
Cause that's what life was all about to me
R-E-P Flavor Unit, representin' Jersey

[Hook]

(Verse 3: Queen Latifah)
I think about my mom and my brothers when I'm on swoll
Shakim, when I'm on swoll
My baby sister, when I'm on swoll
Hoffstead, when I'm on swoll
Ill-Town, when I on swoll
Jill-Town, J.C, when I'm all swoll
Irvington, Newark and so on, when I'm all swoll
Recognize the home of my soul
We got Naughty
And uh we got Nicky
We got Redman, the Artifacts and Whitney
Bon Jovi them my bogeys
Bruce Springsteen, and Das EFX
Shaquille O'Neal, oh he'll catch wreck
Tisha Campbell, Jerry Lewis, Tony Bennett
Back spin, or spin it
Thursday, Peppermint I'm in it
Shadow's, I knows no foes in the spot
Cause them peeps is my peeps and my back is got
Nuf' respect to your burough, your block
You're black; I love to see us move as a flock
Unstrapped, against each other
No body armor
Nobody harms a hair on a head, everything's calmer
And we cool, the ghetto stars and fools
We paid the dues
We made the blues
So come on with the come on
Get down with the get down
I'm down with my hometown sound

[Hook]",Queen Latifah,Jersey,
"[Spoken Intro:]
We gon take this one over to 275 Halsted
384 Stuyvesant
We gon take it over to 155 Morgan
144 Harrison

[Chorus:]
Just another day, living in the hood
Just another day around the way
Feelin good today, feelin lovely-yay
Just another day, living in the hood
Just another day around the way
Feelin good today
I hear the (gunshot), but I'm here to stay

[Verse 1]
Well it's a beautiful day in the neighborhood, a beautiful day in the neighborhood
Can't go wrong, I feel strong and the flavor's good
I'm with whatever comes my way, hip-hop hooray
Latifah's on vacation, I'm just plain old Dana today
I strap out, step out in every direction
Glock, TECs, jimmy hats, in case I need protection
So I Land Cruise, pump sounds, play out wanna be’s
A kid in a M3's getting jacked right in front of me
So I play the TEC close, my finger's on the trigger
Don't wanna get wet, so they steps 'cause mine's is slightly bigger
But better yet I'm a threat, so you better walk
Or get sketched out in chalk, 'cause I don't wanna talk
I stay true blue, I'm hoping it's you too
I got the fever for the flavor of a Woo Woo
So it's back to the block, time to play
It's just another day around the way, hey

[Chorus]

[Verse 2:]
Time to chill, hit the hill uptown, let's peep the sights
Shoot some pool, act a fool, 'cause it's on tonight
I'm doing the knowledge, it's not easy, easy
Watching a cop cuff a kid for selling a clip to a DT
But it's home, so I flex, get pressures off my chest
Slip in a tape, now which hood should I hit next?
Stomach ache, head to Steak-N-Take for a bean pie
Get a Final Call from the brother in the bow tie
I'm where little kids dream and fiend for fun
Lots of laughter moms, no pops playing with her son
I passed by a girl's wake, they say she died at seven
Hit by a stray, but I pray that there's a hood in heaven
Fake brothers claim there's no shame in their game
You know my name, show me a real nigga with a brain
So it's back to the block, time to play
It's just another day around the way, hey

[Chorus]

[Verse 3:]
You know I gotta give props, I can't stop, without y'all, I'll be nothin
No wreckin', no checks, and no rhymin', no cuttin'
No stages, front pages, no phones, no beepers
No reason to put Queen in front of the name Latifah
I come with the real life perspective and rule
'Cause me and my peoples from around the way remain cool
So it's back to the block, time to play
It's just another day, around the way, around the muthafuckin' way",Queen Latifah,Just Another Day...,
"Ah yeah
Uh huh
Come on
Keep it going
Keep your head to the sky
We can all make it if we try

[Verse 1]
To all my peoples
Ghetto to ghetto
I feel your pain
Trapped in the game
Doing your best to maintain
Another day
Another dollar to make
Accumulating crumbs til you get a meal on your plate
Keep strivin' get more
I know what it's like
Life's hard to the core
I done seen cats killed over 50 cents
Women sellin their bodies because they gotta pay rent
I lost my brother but he's still in my heart
I know he watchin' over me
He the light when I'm in the dark
So I keep my head to the sky
I know we can all make it if we try
Live your life, yo

[Chorus]
Oh, For always and forever (to my peeps in the field)
All my people's get my love
You gotta
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try

[Verse 2]
I know you wanna live life in the finest way
All you think about is your payday
Walkin' through the hood wit cha head up
Tryin' to make a come up cause you fed up
You wanna go from Ole E to Don P
Plannin' out how your future's gon' be
I believe in you kid, You did the bid
Now you back on the streets
So You playin' for keeps
And you makin' ends meets
Gotta do what you gotta do
Ain't nobody gon' give shit to you
Keep ya Hustle
True Ballers ain't got time for frontin'
Stack Yo Grip
It Ain't Nothin'
Get Somethin'

[Chorus]
Ooh, For always and forever
(to my peeps takin them hard knocks, you know what you gotta do)
All my people's get my love
You gotta
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try


[Verse 3]
I was in your shoes before
On the streets gettin tossed
Way before
Living Single and Set it Off
But God came across my life
And molded me
Into the queen that I was supposed to be
And my moms stayed close to me
Through the rough times, through the tough times
When I used to bust rhymes
On the streets in New Jerz
I live for hip hop
I'm in it for life
It Don't Stop
Keep your heart on your dreams
And make them come true
Control your destiny
It's all about you
You can make it through
So Don't Stop, Kid
That's my Word
I'll See you at the top, Kid

[Chorus]
Oh, For always and forever
(to my peeps walkin' with pain, you know what you gotta do)
All my people's get my love
You gotta
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try
Keep your head to the sky
We can all make it if we try
Oh, For always and forever
Oh, For always and forever
Oh, For always and forever
Oh, For always and forever
All my people's get my love
Oh, oh, oh, oh, oh",Queen Latifah,Keep Your Head To the Sky (Japan Bonus Track),
"[Queen Latifah]
The ladies will kick it, the rhyme that is wicked
Those that don't know how to be pros get evicted
A woman can bear you, break you, take you
Now it's time to rhyme, can you relate to
A sister dope enough to make you holler and scream

[Monie Love]
Ayo, let me take it from here, Queen...
Excuse me but I think I'm about do
To get into precisely what I am about to do
I'm conversating to the folks that have no whatsoever clue
So listen very carefully as I break it down for you
Merrily merrily merrily merrily hyper happy overjoyed
Pleased with all the beats and rhymes my sisters have employed
Slick and smooth throwing down the sound totally a yes
Let me state the position: Ladies first, yes? (Yes)

(Yeah, there's going to be some changes in here)

[Monie Love]
Believe me when I say being a woman is great, you see
I know all the fellas out there will agree with me
Not for being one but for being with one
Because when it's time for loving it's the woman that gets some
Strong, stepping, strutting, moving on
Rhyming, cutting, and not forgetting
We are the ones that give birth
To the new generation of prophets because it's Ladies First

[Queen Latifah]
I break into a lyrical freestyle
Grab the mic, look into the crowd and see smiles
Cause they see a woman standing up on her own two
Sloppy slouching is something I won't do
Some think that we can't flow (can't flow)
Stereotypes, they got to go (got to go)
I'm a mess around and flip the scene into reverse
(With what?) With a little touch of ""Ladies First""

Who said the ladies couldn't make it, you must be blind
If you don't believe, well here, listen to this rhyme
Ladies first, there's no time to rehearse
I'm divine and my mind expands throughout the universe
A female rapper with the message to send the
Queen Latifah is a perfect specimen

[Monie Love]
My sister, can I get some?

[Queen Latifah]
Sure, Monie Love, grab the mic and get dumb

[Monie Lovie]
Yo, praise me not for simply being what I am
Born in L-O-N-D-O-N and sound American
You dig exactly where I'm coming from
You want righteous rhyming, I'mma give you some
To enable you to aid yourself and get paid
And the material that has no meaning I wish to slay
Pay me every bit of your attention
Like mother, like daughter, I would also like to mention
I wish for you to bring me to, bring me to the rhythm
Of which is now systematically given
Desperately stressing I'm the daughter of a sister
Who's the mother of a brother who's the brother of another
Plus one more; all four
Have a job to do, we doing it
Respect due, to the mother who's the root of it
And next up is me, the M-O-N-I-E L-O-V-E
And I'm first cause I'm a L-A-D-I-E

[Queen Latifah]
Contact and in fact, the style, it gets harder
Cooling on the scene with my European partner
Laying down track after track, waiting for the climax
When I get there, that's when I tax
The next man, or the next woman
It doesn't make a difference, keep the competition coming
And I'll recite the chapter in verse
The title of this recital is ""Ladies First""

Step out into the night
Queens of civilization are on the mic
The scene is right, the crowd is hype
I expel the wack and those who bite
Why, cause I'm that type
Swaying with beats 45 King style
He wants me to sing but I swing, so meanwhile
A footnote for the opposite sex
Monie ripped the mic, I rocked it next
Plex, you never catch me at my worst
You get the drift? It's Ladies First",Queen Latifah,Ladies First,Monie Love
"[Intro]
The Queen is hyped up
The Queen is hyped up
The Queen is hyped up
The Queen is hyped up
Ay yo Manda
What's up La?
Yo, people have been trying to get fierce on me
I think it's time I tell them about themselves
Yo, just give it to them Safari Style

Well, well, well
It's the L A the T I the F A H, you'll see why
Q U double E N. Is the reason I must be myself
What else? Well fame hasn't got me
Souped up selling out, sloppy or poppy
There so much to live for, therefore
Here's more from a woman
All women keep the rumors to yourself
The over blown home grown not known
Fools who never shown proof let alone own
A lot of props or a hip hip pop chart
Notch on your clock is my spot
Now who got the Mott’s?
Why you little played out
Aa-choo!
I'm allergic to wack crews
The La, the ti, the fah
The queen is up
Throwing salt that you never seen before
How dare those who talk we can't have them
Some make me wanna go out with the bat and a magnum
But a wise, civilized and growing higher
Judgments from the Queen punishment is the fire
I'M here to make these fools out of liars
You must learn step and respect the sire, face the fire
Latifah had it up to here the frauds felling fear, fear
The sound is playing like a Q-tip digging your ear ear
Mama Zula stands for positivity, knowledge and grace
I never run my piece Damn! I'll take it to your face
Open why you hoping none stutter stop 'em
Maybe choke (choke)
Because it's very hard to breathe while La got you in a yolk
I'll cut your throat, I'll cut it short
No one ever getting near
Latifah's had it up to here

[Chprus]
Give it to 'em Queen, yeah, yeah, yeah
Give it to 'em Queen (I got it)
Give it to 'em Queen, yeah, yeah, yeah
Give it to 'em Queen (I got it)
Give it to 'em Queen, yeah, yeah, yeah
Give it to 'em Queen (I got it)
Give it to em Queen, yeah, yeah, yeah
The Queen L A T I F A H in command

Some of these commercial entertainers
Are commercially a pain to my mind and my behind
Try to dis Dana, bumping me off
Because the Queen has reached a certain plateau
All I do is boo and say ""Is that so?""
Talk is cheap and if talk got any cheaper
They'd be selling Nike tongues instead of sneakers
Kay sa rah sa rah, blazay blah, etcetera
This is a scene from the Queen La, La
Lovely and lyrically loose, but lady like
Im too slick to slip up or get tricked by the shady type
Chomps y'all talk and still wonder how loose I got
When Im in town I give the boosters booster shots
Breaks breaks, face face, never never, waste waste
Your mind on a rhyme
That will get thrown in your fronting face
I'll cut your throat, I'll cut it short
No one ever getting near
Latifah's had it up to here

[Chorus]

Royal and loyal
Face the fire boy
You wouldn't get the time of the day
So make way, hey, silence I say
Lay low and have a cold one
Cause the whipping I'm dishing is an old one
I through some soul into my morning bowl then I rolled
I took your gold and stopped your singled
Cause it never ever sold
Matter of fact it never even got the time to sprout
So you could never give me body or come in my house
The flavor unit is doing it back again this year
How many flavors of the flavor can you love to hear
Feel the force of my holocaust I'm staring at ya
Put in a bid on who will fall I'm sure to match ya
Snatch ya stature
Your broken looks more like a fracture
Catch that rapper
Latifah will be back to crush ya
Go buy a heart
Cause from the start I told ya no one getting near
Latifah's had it up to here

[Chprus]

Give it to 'em Queen, who got it?
Give it to 'em Queen Latifah
Give it to 'em Queen, who got it?
Give it to 'em Queen, the flavor unit

Give it to 'em Queen, I got it
Give it to 'em Queen, Latifah
Give it to 'em Queen, DJ A D
Give it to 'em Queen, ease off
Give it to 'em Queen

[Outro]

L A, L A T I F A H in command
Give it to 'em Queen
L A T I F A H in command
Give it to 'em Queen
L A T I F A H in command
Give it to 'em Queen
L A T I F A H in command
L A T I F A H in command",Queen Latifah,Latifah’s Had It Up 2 Here,
"Alright listen, I'm back again cause that's what you required of
Me steady rhyming, and I'm so sick and tired of
Being forced to put suckers in their place
You make me mad enough to punch you in the face
But I'm not buying, so never sound like I don't bone to pick with you
Show and prove that you can stand on your own two
I speak the poetry, dissing those who keep on quoting me
Try to play me, cease it, you don't know me
So don't smile in my face, behind my back take a line or two
I'm not an idiot, so who you think you lying to?
Queen Latifah's here to lay the law down
So speed it up or shake it around because it's a showdown
The 45 King is arising, suprising, hypnotising star, he's up to par
So I hope you've prepared yourself for what you're in for
This is Latifah's Law

BMW's and gold rope chains don't impress me
Or get you closer to the point you can undress me
Get skeezed, you nose will bleed, that's how they live life
Prepare to feel the wrath of the giver of all life
Fire and desire make you go a little higher
When I grab the wire of the mic
And get hype, I'm sorry your sound died
Cause I roll like the homicide squad
You must be broke and, hoping that I'm soft but I'm dope and
Left you in the litter to consider coping with
Life, it's trife yeah, but these things happen
You need to make it better, stop trying to be the mack again
Get a grip on the African way
Cause there's a sucker born every day
Crime's the way for you to see what the Queen saw
And this is Latifah's law

Now DJ Mark made up a beat that he can bring you
And I of course supply the rhyme that you can swing to
The Flavor Unit keeps all, and keeps a way to band
And slides keep the hardcore fall, cause I'm heavy-handed
Whip out a .45 caliber pen and begin
A funky message from beginning to end
Peace be to Africa, can't forget my other land
Won't fulfill my heart unless I speak about the motherland
You say you're living right, but we know it's nonsense
In case you forgot, just check your conscience
At showtime, I blow lines, you don't get yours, I get mine
Your showtimes, you behind, the Queen Latifah divine
Rule number one: don't step across the line that I drew
Number two: don't take credit for something that you didn't do
Number three: check your heart, every man has a call
It's time for me to go, but I'll be back, y'all",Queen Latifah,Latifah’s Law,
"[Intro]
Yeah!
Uh!
(you know better)
Yo! this is kinda Hot!
I'm a bust it down like this

[Next]
That girl know that she's so hot
That she can blow ya spot
(Every time. Bust it)
That girl know that she's so chic!
(So many queens out there. there's only one Latifah Baby)
You gotta let her live!

[verse 1]
I'm a shine forever
And I won't stop bringing you the blaze
I'mma take hip-hop to the grave
Lah make em' bounce
You can pound this in your ride
Anything I touch can't be denied as the hot shit
Can't front on the queen cause I got hits
And I never lost it
Got a wild crew that I floss with
Flavor-U's who I get tossed with
This is for the cats and the chicks gettin' wild tonight
If ya style is tight, say ""A'ight""
Get yo serilla
Cop yo whips and put yo grip high
Wave yo dividends high in the sky, Rock on
Can't stop now, Don't Quit
Party on, Do That, Throw Them Hips
Broke Dudes to ballers, They all wanna Freak Lah
Cause I'm a dime that'll bring it to ya raw

[Next/Chous]
That girl know that she's so hot
That she can blow ya spot
That girl know that she's so chic!
You gotta let her live!

[verse 2]
Q-U double E N, Lah
How many cats wanna roll with a star?
Tell me who you are
If your game is sharp
Then you might have a chance in my heart
But you gotta be through
Like all the thugs in my borough
Can't produce cream if your game is sterile
Get the Deniro, I'mma get mine
Life style diggy haters never get time to shine
Sexy for life, Stay on top, Shake what I got
Refuse to drop, keep what I got
And I make A lot
And I stand at the number one Spot! WATCH!
Can't lose cause I win too much
Try to take mine? Look at what I clutch, what
Imma party til I can't no mo'
And I still maintain the flow, You know

[Next/Bridge]
You know you love Lah
And you want Lah
And your mind and soul and body needs her
Tell us that you love her and you want her
And I need to do do all that I got to do to be in her world

[Next/Chorus]
That girl know that she's so hot
(Alright)
That she can blow ya spot
(Lah, you blow my mind. it's alright)
That girl know that she's so chic!
(Lah, you know, you know)
You gotta let her live!
(Uh, U-N-I-Be-Fly)


[Verse 3]
Who the Black Queen Keeping it live?
With my head to sky
Keep stackin' til I die
Ladies throw your hands up, we can stay true
We can be ballers and players too
Show em' how we do

[Next/Bridge and Chorus]
That girl know that she's so hot
(She's so Blind. She can blow my spot)
That she can blow ya spot
That girl know that she's so chic!
(She can set it off)
You gotta let her live!

That girl know that she's so hot
(oh, whoa whoa)
That she can blow ya spot
(hey, yo)
That girl know that she's so chic!
(la-la-la)
You gotta let her live!
(I gotta let you live, OH!)

That girl know that she's so hot
(I want your flavor)
That she can blow ya spot
(I see you. Lah, lah, lah)
That girl know that she's so chic!
(you know you....)
You gotta let her live!",Queen Latifah,Let Her Live (France and Japan Bonus Track),Next
"[Chorus 1:]
My body wants you (Life)
My body needs you (Life)
And if there was a way
I could keep you forever
Then I would have you
(Life)

[Chorus 2:]
Life is what you make it
No matter low the cake get
Or how high the stakes get
You got to take it
Some be on some snake shit
Others’ futures is vacant
[Oh jay glit?]
Those the thoughts that I wake with

[Chorus 1]

[Verse 1:]
I wanna rock off the dome
Rock written poem
Rock in cars, clubs, and homes
‘Til everything I’m spitting is known
‘Til I’m written in stone
Got rhymes running through my head
While I’m sitting alone
The Queen with glimpses of thrones
My imagination takes me to other places
In God’s creation
Sometimes I switch to jazz stations
To try to help my patience
Tested with stress from this crazy life I live
Nevertheless, keep my attitude positive
My prerogative is always to have a pot to piss in
If I get shitted on by the biz
Watching this statuesque check holder
Drop to this as you rest in your Rover
The Remy and Amaretto
Got me high like falsetto
Sexy in stilettos
Trooping through the ghetto
Let me head go with my feet
Can’t peddle ‘til my bread grow
Too much in me to ever settle

[Chorus 1] (2x)

[Chorus 2] (2x)

[Verse 2:]
Now I know a true thug
That got hit with five slugs
From other thugs
And God’s angels gave him mad love
True to the game on the real
And I don’t doubt it
How many players you know
Got hit five times and
Lived to talk about it
I even start to think you was immortal
‘Til you caught that shit in Vegas
Guess your body just couldn’t take it
God had to take him
Doctors couldn’t save him
And to my other brother
Murder was the case that they gave him
I know innocent was your plea
And since you got it
Give God the credit
Stay strong and don’t let it
Get you down
‘Cause if you need me I’ll be around
It’s true
You got angels watching over you
East to west
Nevermind who’s the best
To all my peeps
In peace may you rest
Somebody told me keep your head up
Don’t speed your death up
Don’t give your days up
You got to stay up

[Chorus 1] (2x)
[Chorus 2] (2x)

[Verse 3:]
You once was the Notorious and dangerous
Now you ain’t no more with us
It angers us
Another boy killed
Another voice stilled
Will never see the sun rise
Got caught up in the night’s chill
How do they explain to us
The loss we feel
Everybody packing steel
These ways is ill
No exemption
Whether you broke
Clocking grills
Or whether you topping bills
Or making mills
Pac was enough
But they had to take yours
You gone
The shit hurt
Ain’t no reason to fake for
Your wife shedding tears
And your crew
They ache for you
But you got seeds
And we got to make sure
They don’t inherit a world
That’s wicked by nature
Leave it to the Lord
To even up the score
Streets already raw
Full of player haters
Fake for sure
Taking yours
Making the stakes get raw

[Chorus 2] (2x)

[Chorus 1]

Just another day
In the neighborhood
Just another day around the way

(Life)

[Chorus 1]",Queen Latifah,Life,Markita
