lyrics,artist,featuring
"[Intro: Foxy Brown & Boonk Gang]
Whole lotta gang shit
Beatzz
Oh, uh, ugh, ayo, Chun, uh, ayo, Chun
We back on that Coco shit, nigga, number one, uh
Whole lotta gang shit
Haha, every bitch bloodclaat, girl
Oh, ayo, uh, Brooklyn!
Kick for my stomach, let's go!

[Chorus: Nicki Minaj]
Yo, llevame a la coco, yeah a la a coco
Ellos quieren coco, y yo tampoco
Never trust a broke hoe, don’t fuck with po-po
Numero uno, me llama Yoko
Pull up in them thing things and let them things fling
Niggas know my name ring, and it go ""ding-ding""
If I get a inkling, the thing'll sing-sing
Ain't talkin’ 'bout the singer, the thing'll sting-sting

[Verse 1: Nicki Minaj]
Ayo, if I'm in the Gurkha, then they in the back of it
If I tell 'em eat food, then they make a snack of it
If they take your cocaine, then they making crack of it
If they yap your gold chain, then they make a plaque of it
No, we never lack on it, run up with the MAC on it
Put a couple racks on it, they gon' put the whack on it
She got the Nicki bundles, word to Stack on it
That's word to Brooknam, that's word to Bucktown
That’s word to Harlem World, shout out to uptown
You know I shine on ’em, I spray sheen on 'em
That’s word to Southside, Jamaica, Queens on 'em
I'm mad Queens on 'em, runn mad schemes on ’em
I never scale back, the triple beams on 'em
My ice gleams on 'em, Wu-Tang creams on 'em
I pull up on the block bumpin' Biggie ""Dreams"" on 'em (Woop)
Hunnit degrees on 'em, but I freeze on 'em
A light breeze on 'em, I might breeze on 'em
Might do it like it's Christmas and light trees on 'em
I see the copycats bitin' my steez on 'em

[Chorus: Nicki Minaj]
Yo, llevame a la coco, yeah a la a coco
Ellos quieren coco, y yo tampoco
Never trust a broke hoe, don't fuck with po-po
Numero uno, me llama Yoko
Pull up in them thing things and let them things fling
Niggas know my name ring, and it go ""ding-ding""
If I get a inkling, the thing'll sing-sing
Ain't talkin' 'bout the singer, the thing'll sting-sting

[Verse 2: Foxy Brown & Nicki Minaj]
Gimme some bloodclaat, gunshot
Brooklyn, where the fuck we at? Flatbush, Bed-Stuy
That's my word to Big, I'ma murder them rasclaats
All black Chloe straps, gally I'ma skully to the back
Fuck my ratchet at? Come make me dutty that
Puss dem I chat 'bout, back like I never left
Man down when I come 'round, all y'all bitches bow down
King Fox, King Kong, back on my Chun-Li, nigga
Valentino bling thong, all y'all bitches duck me, fuck
Nick, come fuck it up, bad gyal a back it up
Coco 'pon my foot dem, C's pon my likkle pretty red bow
See dem buss one for baby, see dem, chugh!
Pussy whine chime, ay, ay, ay, ay
The bloodclaat this, the Moet let me die
Them bitches in them bum-ass Louis thigh highs
I'm on my clip, blue jeep, Van Herpen day-days (Woah)
Gun slingers, let me see y'all gun fingers
Y'all bitches dick riders
Little Nicki's, little Inga's, woah!

[Chorus: Nicki Minaj]
Yo, llevame a la coco, yeah a la a coco
Ellos quieren coco, y yo tampoco
Never trust a broke hoe, don't fuck with po-po
Numero uno, me llama Yoko
Pull up in them thing things and let them things fling
Niggas know my name ring, and it go ""ding-ding""
If I get a inkling, the thing'll sing-sing
Ain't talkin' 'bout the singer, the thing'll sting-sting

[Verse 3: Nicki Minaj & Foxy Brown]
Foxy plus one, it's me, young Chun
And we ah-guh fuck up the place and done
So tell 'em run, come and bring a lump sum
Ayo Fox, they don't make us or break us, word to young guns
Put your hands up
Illest to ever do it, tell' em Fe recognize
Unuh Kartel, dem fi free up Vybz?
They call me Ms. Bitch, but I don't miss, bitch
Got real shooters, better D up, guys
Who me? I'm physically fine
Who she? Inside we know she dyin'
Bitch ain't see Billboard in 2017
Had to drop Queen on 'em like a guillotine
All these jealous bitches on the jelly team
Keepin' it a hundred, that's a jelly bean
Uh, uh-uh, uh-uh, uh-uh (Mhm, mhm, ayy, ayy)
Uh, uh-uh, uh-uh, uh-uh (Ihh, ihh, ayy, ayy)",Nicki Minaj,Foxy Brown
"[Verse 1]
Uh, uh
Bitches ain't serious, man, these bitches delirious
All these bitches inferiors, I just pimp my interiors
I just pick up and go; might pick up a ho
Might give conversation, if you kick up the dough
Never mind my money; never mind my stats
Every bitch wanna be me, you can find 'em in Saks
Pink Friday, two milli; ""Super Bass,"" triple plat
When you see me on Ellen, just admit that I'm winnin'
Do a show for Versace, they request me by name
And if they don't get Nicki, it just won't be the same
When I'm sittin' with Anna, I'm really sittin' with Anna
Ain't a metaphor punchline, I'm really sittin' with Anna
Front row at Oscar de la Renta posture
Ain't a bitch that could do it, not even my imposter
Put these bitches on lock out, where the fuck is your roster?
I pull up in that new new marinara and pasta

[Hook]
Shake my head, yo, I'm mad, ain't a bitch in my zone
In the middle of nowhere, I just feel so alone
Got the certification, 'cause it come with the stone
But, this ice is so cold, it should come on a cone
It should come on a cone, it should come on a cone
Yeah, my ice is so cold, it should come on a cone
It should come on a cone, it should come on a cone
'Cause my ice is so cold, it should come on a cone

[Verse 2]
7-Up went and gave my commercial to Cee-Lo
But don't tell them I said it, let's keep it on the D-low
If you need you a look, just put me on your song
But you know it'll cost about six figures long
But you bitches ain't got it, where the fuck is your budgets?
Flyin' spurs for hers, mean I'm fuckin' above it
And I just got the ghost, and I'm calling it Casper
But this shit is so cold, it belong in Alaska
Why the fuck am I styling? I competes with myself
When you went against Nicki, you depleted your wealth
And I'm not masturbatin', but I'm feelin' myself
Paparazzis is waiting, 'cause them pictures will sell
Now don't you feel a-stupid, yeah, that's egg on your face
If you wasn't so ugly, I'd put my dick in your face

[Interlude]
Dick in your face
Put my dick in your face, yeah!

[Hook]
Shake my head, yo, I'm mad, ain't a bitch in my zone
In the middle of nowhere, I just feel so alone
Got the certification, 'cause it come with the stone
But this ice is so cold, it should come on a cone
It should come on a cone, it should come on a cone
Yeah, my ice is so cold, it should come on a cone
It should come on a cone, it should come on a cone
'Cause my ice is so cold, it should come on a cone

[Outro]
Ooh, dick in your face
Ooh, dick in your face
Ooh, dick in your face
Put my dick in your face
Put my dick in your face, yeah, yeah!
Yeah, yeah
Yeah, yeah
Yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah
Yeah!",Nicki Minaj,
"[Verse 1]
Come, come see what I've been up to
Come, come see about me
I know you had a lot of work to do
Ooh, you got used to things without me, baby
Yeah, you got used to every thing I never did
You got sick of being sick of all my flaws
You got over all the pain I ever caused
And I didn't mean it, no, but-

[Pre-Chorus]
They say it's all what you make it
Maybe it's all in the making
Love's always love, you can't fake it
So please don't try to deny me of that, no
You know my heart couldn't take it
Maybe it's all in the making
Love's always love, you can't fake it
See, baby, ooh you know I need you to-

[Chorus]
Come, come see about me
Come, come see about me
Know it can't always be about me
Just come, come see about me
Come, come see about me
I'm doing good, boy, I'm up where we belong at
You know I'm still trying to find where we went wrong at
So come, come see about me
Come, come see about me
Come, come, come see about me
It won't hurt just to see what we could be
So come see about me, yeah

[Verse 2]
Want you to see how much I changed up
Ooh, I just hope I'm not too late
I know you're hesitant about it, but-
I got a lot I wanna say to you
Hate that I could never measure up
Hate that I could never be the one you needed
'Cause now I'm the one who needs you, but, baby-

[Pre-Chorus]
They say it's all what you make it
Maybe it's all in the making
Love's always love, you can’t fake it
So please don't try to deny me of that, no
You know my heart couldn't take it
Maybe it's all in the making
Love's always love, you can't fake it
See, baby, ooh you know I need you to-

[Chorus]
Come, come see about me
Come, come see about me
Know it can't always be about me
Just come, come see about me (Right here)
Come, come see about me (Right here)
I'm doing good, boy, I'm up where we belong at
You know I'm still trying to find where we went wrong at
So come, come see about me
Come, come see about me
Come, come, come see about me
It won't hurt just to see what we could be
So come see about me, yeah

[Bridge]
About me, about me, about me, about me
About me, about me, about me, about me
About me, about me, about me, about me
About me, about me. about me, about me

[Chorus]
Come, come see about me
Come, come see about me
Know it can't always be about me
Just come, come see about me
Come, come see about me
I'm doing good, boy, I'm up where we belong at
You know I'm still trying to find where we went wrong at
So come, come see about me
Come, come see about me
Come, come, come see about me
It won't hurt just to see what we could be
So come see about me, yeah",Nicki Minaj,
"[Intro: Cuchi Shop Customer, Cuchi Shop Employee, and Nicki Minaj]
Welcome to Star Box
Yeah shorty, I'm trying to get me some thick thighs and some chinky eyes
I need a real good box
Oh ok
A real good box
Okay, hey, yo Nick!
Yo?
Yeah, shorty out here want want, uhm, a number three
Oh, alright tell him to come around to my window, I got him, it's nothin'
Oh alright
And yo, you know the slogan right?
Yeah, I know how it go
Pussy by any means

[Hook]
First I take their order at the Cuchi Shop
Then I send 'em a girl that can make her coochie pop
And then I smuggle all my money through the coochie spot
(Up in the Phantom, have you wishing you had 'em, I'm the madam)
And there ain't no returns at the Cuchi Shop
We don't wanna hear ""it burns"" at the Cuchi Shop
Just listen and you'll learn at the Cuchi Shop
Up in the Phantom, have you wishing you had 'em, I'm the madam

[Verse 1]
What you need thick thighs and some chinky eyes
Super size all your sides like your biggie fries
For a better price you can get some better pie
Strawberry, apple, cherry, even lemon lime
What you want them B cups or them C cups?
For your ice cream, chocolate or butter P cups
French vanilla threesomes that come in D cups
They eat each other but otherwise they don't eat much
I'm bout that fast money, money ain't got no patience
But if them boys come, run like you on probation
Listen up, I'm a send ya to the location
Write it down, take a picture, make a notation

[Hook]
First I take their order at the Cuchi Shop
Then I send 'em a girl that can make her coochie pop
And then I smuggle all my money through the coochie spot
(Up in the Phantom, have you wishing you had 'em, I'm the madam)
And there ain't no returns at the Cuchi Shop
We don't wanna hear ""it burns"" at the Cuchi Shop
Just listen and you'll learn at the Cuchi Shop
Up in the Phantom, have you wishing you had 'em, I'm the madam

[Verse 2]
Relax lil' nigga, cut the bull (cut it out)
We tax niggas, no deductible (get it out)
So what it is, what it ain't, nigga state ya name
You know we got them umbrellas if you make it rain
So what you want them good girls or them bad ones?
I got them girls make ya wish you never had none
Cause you'll be spending beaucoup in my spot, shorty
This nigga acting brand new like he just bought it
Up and away like Mighty Mice
You can say I am the rap game Heidi Fleiss
Cause my flow crazy, Hussein like Sadam
You getting it, I got 'em, I'm the rap bitch madam, I'm the madam

[Hook]
First I take their order at the Cuchi Shop
Then I send 'em a girl that can make her coochie pop
And then I smuggle all my money through the coochie spot
(Up in the Phantom, have you wishing you had 'em, I'm the madam)
And there ain't no returns at the Cuchi Shop
We don't wanna hear ""it burns"" at the Cuchi Shop
Just listen and you'll learn at the Cuchi Shop
Up in the Phantom, have you wishing you had 'em, I'm the madam",Nicki Minaj,
"Yo, why these bitches in the game gettin' serious for?
I was just playin' when I said you looked liked Curious George
I mean, I was in the SL, ice on the bezel
I ain't mad at you lil' mama, you a sketel
I'm a winner, you that thing that start with a ""S.L.""
Rhyme with a cruiser, end with a r-ra
Yup, you're a loser, I am a super star-ah
F.A.B.O., I do it, like Toccara
Cause ya'll some dylon hoes
Tryna fuck up my band, I fuck with Nylon holes
I got the pumps and the bumps,the pumps in the trunk
In case I gotta spazz, and blast you mudda cunt
I had to laugh at that one
Bitch get outta line, I'mma slap the fat one
I'm such a maniac
Where Wayne at? I'm tryna get some, brainiac
I gets down, like when niggas is shootin'
Mami, I style wild, like when niggas is lootin'
Hoes is mad, cause these hoes is losin'
They do a lot of walkin', I do alot of cruisin'
Put the top in the back of trunk
Take off a shoe, slap a bitch with the back of the pump
I ain't never had a problem giving bitches the business
Pop bitches in the eye, like I finished my spinach
I'm a New York broad, spend chips in the village
Hopped out the yellow cab, oops, the yellow Jaguar
Girls don't like me, guess it's the swagger
Don't talk to me 'bout, chicks got skills
She's alright, but she's not real
Listen big homie, I'm that deal
I say I body bitches, mean that bitch got killed
Riding the baseline, like I'm 'Quil O'Neal

[Hook] (x2)
Now how many bitches do it take to knock me down
You know bitches gon' hate
But I don't give a fuck who you bodied on tape
I'm into movin' weight mami in and out of state
Let's get it now",Nicki Minaj,
"[Verse 1]
You be yellin' boom-boom when you really pum-pum
See, my flow hotter than noon in June, June
If Biggie was alive, he'd sign me
I'm the New Edition, like Bobby and Ronnie
Just give me the beat and a bottle of Dasani
And I don't need Clyde, I'm a boss; fuck a Bonnie, ya dig?
Religious like the preachers, I came to warn you
Listen bitches, I'm the teacher, go sit in the corner
How many times I gotta spit 'til they know that I'm the bitch?
I'm flyer than a maggot, I'm on some shit
First they love you, then they switch
Yeah, they switch like faggots
That is why I keep the llamas in Gabanna's fabrics (I'm the shit)
Should be in Pampers, like Markie Biz's
Give anybody the business, like her's and his'es
Cause my flow tighter than them virgin bitches
You know them asalamalakum, them Persian bitches?
And if you miss me, I'm swervin' sixes
Goddamn, ain't even pregnant, but I'm birthin' bitches
Cause I got flavor, like that girl Deelishis
Stop actin' like you a killer, with all them girly disses, bitches
I ain't Johnny, but my, my, my-y-y
She want it with me, tell her affi bloodclaat try-y-y
You ain't thorough, I'm the truth, you a li-i-ie
My whole borough yellin' out boom, bye by-y-ye
Cause when I seen her, she was shakin' in her boots (Word?)
When Nicki came through, she was throwin' up the deuce
Slapped her, then I asked her what's my name, she said N-I-C
The President of the NYC, you dead wrong",Nicki Minaj,
"[Verse 1]
Maybe you died 'cause everybody ask me, ""Where you at?""
I tried to channel you in hopes that I could stare you back
But it's like every intersection we just missed each other
You got your fans waitin', tell me you ain't six feet under
And tell me that you comin' back and you just took a break
Maybe I blamed you for everything, that was my mistake
In hindsight, I loved your rawness and I loved your edge
'Cause it was you who talked me down from jumping off the ledge
Your earings bamboo, your long nails too
Your BMW everytime you came through
You was the braveheart, you stole Wayne heart
You never switched it up, you played the same part
But I needed to grow, and I needed to know
Were there some things inside of me, that I needed to show
So I just deaded you, left you in all black
But dear old Nicki, please call back

[Chorus]
You told me, you'd come when I needed you
And you said it so sweetly, I believed you
But I'm standing here calling, I can't see you
But I am holdin' you, holdin' you, holdin' you
To that

[Verse 2]
Yo, did I chase the glitz and glamour, money, fame, and power?
'Cause if so, that will forever go down my lamest hour
I shoulda kept you with me, gettin' at them nameless cowards
They was no match for you, couldn't defeat your prowess
I had to make them changes, I hoped you understood
You see for every bad, I did a ton of good
But you was underground, and I was mainstream
I live the life now, that we would daydream
My only wish is, you come enjoy it with me
Get on them conference calls, go meet the lawyers with me
The money came, yeah, tripled and quadrupled it
But I still miss us, when we was just on some stupid shit
And it's still fuck the media
They ridiculed you, never believed in ya
They just deaded you, left you in all black
But dear old Nicki, please call back

[Chorus]
You told me, you'd come when I needed you
And you said it so sweetly, I believed you
But I'm standing here calling, I can't see you
But I am holdin' you, holdin' you, holdin' you
To that

[Outro]
And yes, I'm holdin' you, holdin' you, holdin' you
And yes, I'm holdin' you, holdin' you, holdin' you
And yes, I'm holdin' you, holdin' you, holdin' you
To that
And yes, I'm holdin' you, holdin' you, holdin' you
And yes, I'm holdin' you, holdin' you, holdin' you
And yes, I'm holdin' you, holdin' you, holdin' you
To that",Nicki Minaj,
"[Chorus: Nicki Minaj]
Shitted on 'em, man, I just shitted on 'em
Shitted on 'em, put yo' number two's in the air if you did it on 'em
Shitted on 'em, man, I just shitted on 'em
Shitted on 'em, put yo' number two's in the air if you did it on 'em

[Verse 1: Nicki Minaj]
All these bitches is my sons (my sons)
And I'mma go and get some bibs for 'em
A couple formulas, little pretty lids on 'em
If I had a dick, I would pull it out and piss on 'em (psss)
L-l-l-l-l-l-l-l-l-let me shake it off
I just signed a couple deals, I might break you off
And we ain't making up, I don't need a mediator
Just let them bums blow steam, - r-r-radiator

[Chorus: Nicki Minaj & Safaree]
(That was a earthquake, bitch!)
Shitted on 'em
(You felt the ground shake, right?)
Man, I just shitted on 'em
(You bitches ain't fucking with her!)
Shitted on 'em
(You must've -- Aaaah!)
P-p-p-put yo' number two's in the air if you did it on 'em
(You must've lost your fucking mind)
Shitted on 'em
(You must've bumped your fucking head!)
Man, I just shitted on 'em
(You crazy, stupid, ugly, monkey-looking bitches!)
Shitted on 'em, put yo' number two's in the air if you did it on 'em
(Aaaah!)

[Verse 2: Nicki Minaj]
Yo, this stone is flawless, F-F-F1
I keep shooters up top in the F1
A lot of bad bitches beggin' me to eff one
But I'mma eat them rap bitches when the chef come
Th-th-th-th-th-th-th-th-throw some fresh one's
More talent in my mu'fuckin' left thumb
She ain't a Nicki fan, then the bitch deaf, dumb
You ain't my son, you my mu'fuckin' step-son

[Chorus: Nicki Minaj & Safaree]
(I don't know what layaway look like)
Shitted on 'em
(Bitch, I can't even spell welfare)
Man, I just shitted on 'em
(You got me mistaken with your mother, ho)
Shitted on 'em
(You bitches at the bottom of the totem pole)
Put yo' number two's in the air if you did it on 'em
(We at the top bitch - She flopped!)
Shitted on 'em
(Louis Vuitton everything, bitch!)
Man, I just shitted on 'em
(Gucci - we don't fuck with it, it's too cheap, motherfucker!)
Shitted on 'em, put yo' number two's in the air if you did it on 'em
(You bitches - Ahhhh Man!)

[Verse 3: Nicki Minaj]
All these bitches is my sons (sons)
And I ain't talking 'bout Phoenix
Bitch, I get money so I do's what I pleases
I live where the muthafuckin pools and the trees is
Broke bitches so crusty (disgust me)
G-g-g-gave the bitch a ride, got the Continental dusty
Trust me, I keep a couple hundred in the duff-b
Couple wet wipes case a bum try to touch me (ew!)
I'm-I'm-I'm-I'm-I'm the terminator
Bitch talk slick, I'mma have to terminate her
These little nappy headed hoes need a perminator
Y-y-you my seed, I spray you with the germinator (sh-sh-sh-sh-sh)
M-m-m-m-m-m-m-move back, bugs
Matter fact, you know, the queen could use a back rub (ah!)
If you could turn back time - Cher
You used to be here, now you gone - Nair

[Chorus: Nicki Minaj & Safaree]
(You nappy-headed son of a bitches!)
Shitted on 'em
(I'ma start throwing Just for Me Perm at your heads!)
Man, I just shitted on 'em
(I'ma get the kid version)
Shitted on 'em
(The Kid one, cause you're a bunch of kids)
Put yo' number two's in the air if you did it on 'em
(Bunch of nappy-headed hoes running around)
Shitted on 'em
(Just for Me)
Man, I just shitted on 'em
(You know it, yeah ho, you know)
Shitted on 'em, put yo' number two's in the air if you did it on 'em
(Just for Me Perm, in your head, when we see you! -- OW!)",Nicki Minaj,
"[Intro]
Okay. Okay. Nicki Minaj. Dirty Money. I don't think ya'll understand what I'm about to do, I'm 'bout to master these bitches, man. Chea! Chin checker

[Verse 1]
I used to dilly dally, now I dilly to Cali
Used to push a pink Denali, now it's Chevy Impalis
I used to be broker than them niggas in alleys
Now I get my work it out like Biggity-Bally
I used to go hard, used to cock the brim
Used to take the dollar car, used to shop at Vim
Now I take it real easy, the hood believe me
I don't mean Cover Girl when I say ""easy breezy.""
Jiminy Cricket, let the master in
When it come to bad bitches, I'm the last of kin
I'm bringing S-E-X-Y B-A-C-K
If Nicki ain't the best, suck a D-I-C-K
I'm Young Nicholas, my style ridiculous
I heard your money funny, and mommy, I'm ticklish
I gotta laugh. I gotta laugh at it
I always got crack, I guess I'm a crack addict

[Interlude]
I don't know man. I think these bitches is real scared right now, like. Damn. I got these bitches shaking in they boots, man. Dirty money. Ayo, Pre'. Bring the next verse in, my nigga. Chea! Chea! Chea! One time

[Verse 2]
I used to make a dollar stretch like a Pilate
Now I gotta play the potty in Giuseppe Zanotti
Gotta push the Maserati, candy paint on the body
Making money off the hobby, taking flicks in the lobby
Look, I'm in the future, I'm ahead of my time
And you can't duplicate it, I'm a one-of-a-kind
They think I'm making fun of them, when I be like: ""Na-Na-Na-Na!""
That's the track, little mama. Look: ""Na-Na-Na-Na!""
Do what I do it, like I do it for the T.V
Bitches must be blind, cause these bitches can't see me
Do it all for GP, tell 'em to suck a pee-pee
Monday, LA, Tuesday, I'm in DC
Get a ticket, or you only get a snippet
If you write your lyrics,  little mama, I can dig it
I show you how to do it, what I do is really magic
Abracadab' tricks are for kids, silly rabbit

[Outro]
Yes sir. If I ain't the one, who is, nigga? I mean damn, I don't mean to toot my own goddamn horn, but toot-toot, nigga! Fuck! I'm that bitch. Nicki Minaj. Dirty Money. Yes sir. Uh-huh. Uh-huh",Nicki Minaj,
"[Intro: Jadakiss]
Ay yo yo yo, ay yo WHAT!
Motherfucking you know who it is, ya mean? Ya boy, the motherfuckin' everything
I'm everything (hahahahaaa)
But we neither here nor there this is for ma motherfuckin' biatch!
Nicki Minaj, Sucka Free, I love you baby, you know I'm lookin for you, you be dodging me, ya mean, you be in Miami layin' songs and all dat but uhm it's all good
Ya'll Niggas make sure ya'll ch-check this shit out right here, Sucka Free, Nicki Minaj
Spittin' that shit for y'all niggas and bitches, ya dig?
Stop hidding from me too, Sucka Free, Muthafucka WHAT!

[Talking: Nicki Minaj]
Remix
Ayo Kiss
Look, I mean you know my aka ""sit on your favorite rapper face"" and shit, you know like, I mean you know
The question today is who's my favorite rapper like everybody wanna know, naw mean?
Hahaha, guess what? You're my favorite rapper

[Verse: Nicki Minaj]
Listen, I'ma spit on it then I'm gon' sit on it
You could fuck my girls too, daddy I'ma condone it
I'ma put my lips on ya lips, who's fatter?
Nigga, you could ask Michael Jack who's badder
You can lick it from the front and you can lick it from the back
When I jiggle my ass you can do your little laugh (hahaha)
You so funny Kiss, I wanted to fuck you since you worked with that yummy bitch
Anyway, I got a tight little honey dip
That's why these niggas get tight when honey dip
Niggas know my pussy taste like mango tango
So they put a couple karats in my ankle bangles
When my legs go back you can hear them jangle
Once you pop you can't stop like a can of Pringles
Let me grab the mic while I spit ya song, six seconds Jadakiss your on...
Uh-uh on, uh-uh-uh on
Uh-uh-uh-uh-uh-uh-uh on

[Hook: Nicki Minaj]
Doin' it and doin' it and doin' it well
I represent Queens, he was raised down in Yonkers
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, he was raised down in Yonkers",Nicki Minaj,Jadakiss
"[Intro]
As I sit back relax crack jokes for a minute
I think about the up-and-comers that could probably get it

[Verse 1: Nicki Minaj]
I might go to jail for fuckin with Hell Rell
If he get ill and pull on my ponytails
I heard Maino life is like a movie
Set up the cameras, fuck him in the jacuzzi
Freekey Zeke, that should be easy
He just came home, I know he wanna bone
But what about JR Writer, I'mma skill him
And when I r-r-ride him, I'mma grill him
The nigga Pap, he might, could fuck me
But I ain't tryna be drip-drippin' a Gino Green
Tell Stacks to bring the black card up
But if I fuck him would he would he yell squad up!
Tell Rich Boy to send me a pink toy
Throw some d's on it & im might breathe on it
And when Im Philly I gotta Fuck Gillie
Snatch his big max & slap a bitch silly

[Hook]
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'

[Verse 2: Nicki Minaj]
Put it in half way, Red Cafe
Put the pussy on his freckles, haha that tickles
Uncle Murda could bring the handcuffs
Why is that, I gotta watch out gotta get a rough neck
As for Gravy he might could beat
You know them fat niggas love to eat
And when I want a Nicki Minaj who could it be
It's them Young Gunnaz, Chris and Lil' Neef
""Nicki what about Fendi? He made you pop""
Tell him to kick rocks, or give me some top
I'm on my way to Jer', to break Ransom off
Quench his thirst, when my pants come off
Murda Mook & Miles gone have to battle
Scoop whoever win and, tell him to sca-dattle
Run up on Mims, he could give me backshots
This is why, this is why, this why I'm hot

[Hook]
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'
Dreams of fuckin' a rap rap dude
I'm just playin, but I'm sayin'",Nicki Minaj,
"Look, it's ya girl Nicki Maraj
My nigga Ru Spits
Getcha... G's up

[Hook]
Where my niggas that's getting they G’s up
In the back and you rolling your trees up
Where my bitches that's getting they freeze up
And getting they tease up, just tell em to ease up
Where my niggas that's getting they G’s up
In the back and you rolling your trees up
Where my bitches that's getting they freeze up
And getting they tease up, just tell em to ease up

[Verse 1: Nicki  Minaj]
See I don’t know what they take me for
And I don’t know what they hate me for
I gets cake fo-sho
And I don’t know how to take it slow
I’m the type to get right, stay in the limelight
These broke niggas always re-ing up
Niggas see me in the beam now he speeding up
I’m like ""Duke holler at me! When ya G’s is up""
Oh, that’s the Kanye piece? Throw your Jesus up
When I say I’m bout my guac, I don’t mean amole
Feel like I’m being watched, I don’t mean a rollie
I’m half past seven o' clock, all by my lonely
Spits got the dessie on cock, don't run up on me, blocka
Bitches getting mad, cause they know they can’t, stop her
Nickname should be TV, the way they, watch her
Run with a, shotter
Gotta be at least six feet to break me off, proper

[Hook]

[Verse 2: Nicki Minaj]
See, I don’t know what they take me for
And I don’t know what they hate me for
I gets cake fo-sho
And I don’t know how to take it slow
I’m the type to get right, stay in the limelight
I’m at the bar getting Rémy on rocks
I’m coming for these rap bitches if they ready or not
You know the girl, I already was hot
You tell 'em fuck a new bitch, I want a veteran spot
Look, it’s Nicki M. in the place so stay back
I stay around the white like I’m Pat Sajak
Plus I had my A-game up since 8-track
I’m Diddy with the flow, “Take that, take that”
My flow say ca-ching and my pockets say cheese
I ain’t got a bag but my wrist say freeze
Dick em, trick em, I know how to pick em
Beeeeert! Stick em, ha-ha-ha, stick 'em

[Bridge]
If you wanna me sweat me
Then baby let me
Tell you, I’m not like them other girls you've been with
Cause I know you think I’m sexy
You wanna sex me
Rolling with Ru Spits
We make hits
Where my chips, bitch?

[Verse 3: Ru Spits (Nicki Minaj)]
I don’t know what you chasing dog
Cause I ain't got patience for (nope, nope)
All these dudes that be hating ya’ll
Cause money we be taking more, getting cake for sure
Only think about making more
Grey Azzure, mink drag, let it scrape the floor
Don’t be mad when I take your broad
Rock stone, can’t trace the flaw
So I guess in a way, you could say I was made to ball
Act out and the K applaud
Me and Nicki gon’ pay the cost
You wanna play the boss, you gon' learn how to take a loss
Of course I’m back, kid still torch the track
I'm getting paper like Office Max
Branch house with the horse to match
Pink gems, and the cross attached, hit you then I toss the gat
So, G’s up, niggas get your B’s up
Chick act up, tell a hoe to ease up
In the back of the club, homie roll that weed up
If you wanna jump bad, a beat down’s the out come

[Hook]",Nicki Minaj,Ru Spits
