lyrics,artist,song_title,featuring
"MGK:
Let me take it back to Cleveland, where I love the peeps, yeah
Grind all night, sleep once in a leap year
Never had a beach chair, city of the hard knocks
Let one of us make it out the city, bet we all rock
Coming out the East Side, where they do not play much
Clouds always loomin, we dont see the suns rays much
Still I got the paper, gotta make sure the lights on
Its the mistake on the lake to you, but this is my home
Tatted it on my arm, bet I represent that
Homie Im from Cleveland, I will tell the President that
Hardest year, we been there. Made some of the greats here
Midwests best, this is MGKs year
Shouts out to St. Claire, Uptown, yes yall
Heading to the Flats, get it poppin off with Steph Floss
O state monster, this the home of King James
We are not the Empire, but this is where the kings play

Ashley Simpson:
In Cleveland, though we rep our city
Who likes separating the grime from the gritty
Wheres Slick Fitty? Well cause trouble in any city that we live in
When youre from Cleveland
Survivals a must on these streets, we hustle and dont sleep
Out here in Cleveland, Cleveland, Cleveland

Bravo:
Oh, Oh, OK, OK, now here we go, welcome to the Cleveland Show
But this ain't no cartoon, reality is all we know
Youre tuning into Bravo, yeah you hear me everywhere
But theres only one of me, let me make that very clear
Yeah Im from that Terminal, you can see the lake from here
Faith in my teams, we keep gettin closer every year
But we got the King though, so hopefully we overcome
Yes I have a dream, and I no I ain't the only one
Art Modell tried to steal my heart, but we brought it back
Thanks to Cleveland Clinic, now they call them kids the cardiac
Rock Hall, Science Center, Tower City, all of that
Warehouse District, Euclid Corridor, and all the Flats
You know that Im a Tribes fan, and I love Slymans
Crocker Parks a perfect place for me to spend some time in
Baby this is Cleveland, it is so much more to us
You can even go to Severance Hall to see an orchestra

Ashley Simpson:
In Cleveland, though we rep our city
Who likes separating the grime from the gritty
Wheres Slick Fitty? Well cause trouble in any city that we live in
When youre from Cleveland
Survivals a must on these streets, we hustle and dont sleep
Out here in Cleveland, Cleveland, Cleveland

Machine Gun Kelly:
Long nights, cold winters, it ain't nothin pretty
So much hate up in this itty-bitty city
If you can make it here, you can make it anywhere
Put your hands up in the air, everybody say Yeah! Yeah! Yeahhh!

Ashley Simpson:
In Cleveland, though we rep our city
Who likes separating the grime from the gritty
Wheres Slick Fitty? Well cause trouble in any city that we live in
When youre from Cleveland
Survivals a must on these streets, we hustle and dont sleep
Out here in Cleveland, Cleveland, Cleveland",Machine Gun Kelly,Cleveland State Of Mind,
"[Verse 1]
I ain't slept in months y'all
Eyes so red I can't see what's real
R-r-roll me up a blunt dog
Sorry but this is the way that I live
And if the world so big why can't I fit in?
Feels just like folks back in the sit in
Because I ain't goin' no where unless I eat and
I won't play the game cause everybody cheat but
I will pay the toll cause life ain't cheap
Keep Pac on the beat all eyes on me
See I on the streets not I
In-the-stry eye for an eye when it comes to the beef
Got a problem with me don't come to the C
216 to the 213 that's what I call 21 jump street
Never jump ship though that shit weak same crew
Same boat muhfuka' don't sink I'm sayin'

[Hook]
Long nights, contemplating
Stopping Satan from taking my life
Bright lights, dark places
Strange faces, this is my life
This is my life, this is my life
This is my life

[Interlude]
Let me tell you something you already know
The world ain't all sunshine and rainbows
It's a very mean and nasty place and i don't care how
Tough you are it will beat you to your knees and will
Keep you there permanently if you let it you, me or
Nobody will hit as hard as life but it ain't about how
Hard you hit it's about how hard you can get hit and
Keep moving forward how much you can take and keep
Moving forward that's how winners done (how winners done)
(how winners done) (how winners done)

[Hook]
Long nights, contemplating
Stopping Satan from taking my life
Bright lights, dark places
Strange faces, this is my life
This is my life, this is my life
This is my life

[Outro]
Now if you know what you're worth now go out and get what
You're worth but you got to be willing to take the hits
And not pointin' fingers sayin' you ain't where you want to be
Because of him or her or anybody cowards do that and that ain't
You, you're better than that (that that that that that that that)",Machine Gun Kelly,Conversations,
"[Intro: MGK]
I swear that I can feel 'em fucking with me
I swear that I can feel 'em fucking with me
Every night I feel 'em fucking with me

[Verse 1: MGK]
I wake up screaming in my sleep every fucking night
Open up my eyes to cold sweat, bloody clothes from my nose
Erhk - Nothing nice
Father, I've killed a man, but I had to do it
Only thing is he is me (Damn!) – how the fuck you couldn’t get me through this?
My skin is blue-ish, voices in my head saying
“Don't be stupid all you have is in that bag you better use it”
Cut it, snuff it, puff it, shoot it
Only one I trust now is myself, these motherfuckers Judas
Gun in my pillow 'cause all I feel is this paranoia
Holes in my wall from all them nights that I was feeling for him
The devil's here (gunshot)
But I'm still awake (gunshot)
Then I broke the mirror (Why?)
'Cause I seen his face
Even my bitch corrupted
I fucked her pussy till it's bloody took it out and then she sucked it, told me that she loved it (Bitch!)
Everything is black, I think I am deceased
I am a ghost without the bed sheets (Boo!)
X speak

[Verse 2: DMX]
If a beast's what I got to be, then so be it
Fuck it, if I got to live it, then y'all gon' see it
Eat it, shit it, live it - it’s in my blood
That’s why I get down like bud, from the dirt to the mud
You fucked up thinking shit was sweet, but shit in the street
Make you split the heat, to the back of his head, make you spit teeth
Leave his loved ones in grief
And I don’t wanna have to be the one to tell you shit deep
But man, shit’s deep

[Hook: MGK & (DMX)]
I swear that I can feel 'em fucking with me
Every night I feel 'em fucking with me
Please God tell these demons stop fucking with me
Every God damn night I feel 'em fucking with me
(Why?) Please God

[Verse 3: DMX]
The street's still the same
Ain’t right, if a nigga can’t still feel the pain
But still kill the game, still keep real and aim
I get down one way, we could keep it that one way or take it to gun play
Let a nigga know, if we going to walk this dog
If we ain't gon' talk at all
Make a nigga have to, talk with the 4, that’s the only language you know
There you go, pop pop pop, now, there you go
And I hate that I can see snakes clearly
They don’t even try to hide, it’s like they be trying to get near me
Most of y'all don’t hear me, it’s like I’m talking to myself
These niggas so dumb, got me feeling like I’m talking for my health
Ain't like I’m talking for the wealth, 'cause there ain't no money in the truth
Shit, I'll live this shit for real, y'all make it up in the booth
Till a nigga lose his tooth over some shit he didn't plan on
Wasn’t prepare for, really couldn't stand on

[Verse 4: MGK]
Fuck it, turn the cam on, tie his feet and his hands up and watch him
I’ll be back up with that heat to get his tan on
Now that’s for fucking with me (gunshot)
And that’s for my dog
This because where you going you not gonna need that arm
The street’s is talking, ""Uh oh, there they come""
Thirsty for that blood (Redrum, redrum)
Do you know how it feels to be so mad you would kill?
Or to be so trapped when you scream your throat cuts like jagged pills?
And whenever you close your eyes everything inside you dies
And all the high’s, crimes, and lies come alive, muthafucka

[Hook: MGK]
I swear that I can feel 'em fucking with me
Every night I feel 'em fucking with me
Please God tell these demons stop fucking with me
Every God damn night I feel 'em fucking with me
(Why?) Please God",Machine Gun Kelly,D3mons,DMX
"[Chorus]
The dark side of the moon looks like an only child who can't fit into place
The dark side of the moon looks like a single mother bruises on her face
The dark side of the moon looks like somebody’s sister yelling out ""rape""
The dark side of the moon is eminent because you can’t escape fate
Yeah, the dark side of the moon

[Verse 1]
Tommy was young 
Tommy had everything you could want as an adolescent except for having fun
Tommy was young
Susceptible to all the repercussions of being a drunk fathers only son
Tommy was dumb
Get your ass in that room till I come back you piece of shit
But dad would never come..
Tommy was dumb
Students would laugh at him and attack him after their classes until Tommy would run
Tommy was numb
Too many years of feeling degraded now hatred is the only feeling that comes
Tommy was numb
Fuck this
Ran into his high school 
Tommy's got a gun

[Chorus]
The dark side of the moon looks like an only child who can't fit into place
The dark side of the moon looks like a single mother bruises on her face
The dark side of the moon looks like somebody’s sister yelling out ""rape""
The dark side of the moon is eminent because you can’t escape fate
Yeah, the dark side of the moon

[Guitar solo]

[Verse 2]
Hailey's in love
But Hailey's in 7th grade entertaining and dating a 21 year old scrub
Hailey's in love
Bailing on class to give him some action in the back of his daddy’s old truck
Now Hailey threw up
A couple weeks after their interaction, guess her man didn’t use no glove
Hailey knew but
Couldn’t bear it to watch the parents she loved and cherished see their little girl knocked up
Hailey's school bus 
Got the word about what happened now even the faculty is whispering that she’s a slut
Hailey's in love
But Hailey's more afraid of being hated now her and her baby brainless in the tub, damn ",Machine Gun Kelly,Darkside of the Moon,
"[Chorus: Naomi Wild]
I got death in my pocket and nothing but time
All these bones in the closet, in the back of my mind
I just leave 'em there, I don’t even care, no
Holding up a flare, I could use a prayer, oh
I got death in my pocket, but I feel so alive

[Interlude: Machine Gun Kelly]
Don't know why, but it feels like my world is crashing down
I just bought a brand...
Fuck, how much darkness does it take to get this flashy?

[Verse 1: Machine Gun Kelly]
Don't know why, but it feels like my world is crashing down
I just bought a brand new car, I wanna crash it now
How much darkness did it take to get this flashy now?
I lose a piece of my soul when the camera flashes
So I’m just asking every fan who's questioning my passion
Thinking I'm caught up in fashion or that I forgot my past
To understand that I'm just a dropout, I don't have the answers
I became a dad so young, I ain't know how to use them Pampers
Baby mama's food stamps kept my stomach full
I had to make a plan 'cause now my family needed me to make it rapping
Me and Slim back at that address, 128th, we trapping
Writing lyrics down on napkins
Room so small, we shared a mattress
Look what happened

[Chorus: Naomi Wild & Machine Gun Kelly]
I got death in my pocket and nothing but time
All these bones in the closet, in the back of my mind
I just leave ’em there, I don’t even care, no
Holding up a flare, I could use a prayer, oh
I got death in my pocket, but I feel so alive

[Verse 2: Machine Gun Kelly]
Don't know how I get so high, but I’m not passing out
I guess the drugs are  in my blood, hope I don't pass it down
Hope I'm alive to see my baby get her cap and gown
'Cause doctors told my dad he won’t be here a year from now
Yeah, my first reaction was to punching the wall until it's cracking
Both my knuckles shattered, don't ask what the fuck's the matter
I've been battling the fact I lost my closest to cancer
The only thing she asked was for me and him to get closer
But I hung up too fast, went to sleep in and then she passed
You've been silent seven years, it took that to get us back
We all needed second chances, I've been bottling the sadness
I guess I'm just happy that we finally got to bury shit before the casket

[Chorus: Naomi Wild & Machine Gun Kelly]
I got death in my pocket and nothing but time
All these bones in the closet, in the back of my mind
I just leave 'em there, I don't even care, no
Holding up a flare, I could use a prayer, oh
I got death in my pocket, but I feel so alive

[Verse 3: Machine Gun Kelly]
I think I'm ready to die tonight
It's fucked up 'cause I ain't lived half my life
I saw the devil and passed him like
""You tryna fuck up my afterlife""
But I don't even care, you can keep me there, yeah
Holding up a flare, I needed a prayer, yeah
I got death in my pocket
But I feel so alive",Machine Gun Kelly,Death in My Pocket,
"[Intro: IIO]
I never knew a love
A love that could be sweeter
No matter what my mind says
Your music gives me feelin

[Verse 1: Machine Gun Kelly]
(Damn) can anybody give me a sound
The sky’s too quiet, somebody show me the ground
Coz I’m blinded by the clouds
Precipitations too heavy I won’t bow (down)
Back to the lab, crowds remove my crown, flood my town
Seas of free people drowning
If I see black cats then I take grey hounds
(Damn) where ever my eye brows frown
I never knew that love until I started to count
Shining with the stars in the spacious lounge
But I Divorce the ball so I'm on the rebound
Shame a woman’s best friend is a man first child
Coz my weakness for a smile, just reinstated my vows
Matrimony got us walking up the aisle
Me and my guidance agree
In love with the lifestyles

[Hook: IIO & Machine Gun Kelly ]
(I never knew a love)
I never knew a love like this
Power enamblin me, to flourish in my sins
(A love that could be sweeter)
Sweeter then a females lips
Kiss like the diamonds that smile on my wrist
(No matter what my mind says)
Even when my mind says this
My heart keeps pumpin, oh they the hot shit
(Your music gives me feelin')
Pain is for the masses captured
People bring me down, materials uplift

[Verse 2: Machine Gun Kelly]
(life) what a vacation
Even on my ego trips, no rooms vacant
And tenants giving 10 inches of the hatred
Still not want One foot in my greatness
My statement, I am .prodigy, prophecy
Neo to the matrix, hip hops savior
Outer space patron, married to the game, only stars I’m datin
My love is unconditional but only to the franklins
Councilin don’t ever prevent marriage separation
You can plea my life’s equation
My love couldn’t amount to the songs you gave me
When I wanted out it was you that saved me
Flaunted you for clout now I’m Patrick Swayze
Was a street rat, now an apes and baby
Seen a couple places now for you I’m crazy

[Hook: IIO & Machine Gun Kelly]",Machine Gun Kelly,Divine Comedy,
"[Intro]
Dopeman
Dopeman
Fuck the police
JP Did This One

[Verse 1]
I just hung up wit the dope man
He just pulled up in the O van
Piece in my pocket click clack
Bitch I don't trust nobody, get back
My tempo is slurred
Twist that hash wit my herb
Mix that soda and syrup
Holdin' my strap like The Purge
Undercovers is the undercovers
Run motherfucker run motherfucker
My homie Tone threw his 45 on the ground
Both got lost and they never get found
Cut through the park stay low, stay low
Hear the pitbulls bark, there they go
I should've went to class this month
But I said fuck that I'm ghost, so
I just rolled up on the dope man
Ay, young gunna, OKAY

[Bridge]
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man

[Hook]
I got my slang from the dope man
I always wanna hang wit the dope man
I learned this game from the dope man
Everybody give it up for the dope man
I got my slang from the dope man
I always wanna hang wit the dope man
I learned this game from the dope man
Everybody give it up for the dope man

[Verse 2]
I just got a scale by the way
Shout out Patty Cake by the way
Told me never put a whole gram in a dime
Give 'em point seven and them fools be fine
But how you gon' sell by the way
You ain't got a clientele by the way
I'ma hit Tri-C wit a couple packs
And if the motherfuckers sellin I'ma double back
Phone ringin more than the operator
And the dealers who deliver gettin all the paper
I spend Sunday trapping on Union
Serving my people like Communion
Can I front 'em a ten? (No)
I am not a friend (No)
Give me money, take this (dope)
Can I get an amen?
Kells!

Okay

[Bridge]
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man
I just pulled up on the dope man, dope man

[Hook]
I got my slang from the dope man
I always wanna hang wit the dope man
I learned this game from the dope man
Everybody give it up for the dope man
I got my slang from the dope man
I always wanna hang wit the dope man
I learned this game from the dope man
Everybody give it up for the dope man

[Outro]
We gotta make some money
It can help us out with a better car
Man fuck his son
You gotta better idea?
It's gonna be somethin' ya'know
We can get a job at Mcdonald's
Man we can't get no bitches smellin' like french fries
We can get fat bitches

Dopeman
Dopeman
Dopeman
Dopeman
Dopeman
Dopeman
Dopeman
Dopeman",Machine Gun Kelly,Dopeman,
"[Intro]
City of Cleveland man, it's wild man
You know a lot of dudes that get money and it's violence
You know what I'm saying?
I'm part of that product I got 17 and half I've been down for two
Don't call me tase, my name's paper chase, you can call me that
Cause you know I'm known to do my thang in the city of Cleveland
Do a little homework on the hood you know what I'm talkin about

[Verse 1]
Eddie Cane, Eddie Cane
Five Heart Beats left
My homie off of Eddie Road
He thinks he’s a damn chef
Everybody schemed out
Don’t nobody wanna work
I was with him last week
Now I got his name on my damn shirt, (R.I.P.)
Everybody pourin’ liquor
My partner out he beat a case
Took a piss on the fed building
Told them motherfuckers free Chase!
Them boys in the rear view
So now I’m going 25
If they catch my homie in the shot gun, ridin’ with a shot gun
They gon’ give him twenty-five
I’m tryna be responsible
I know they heard I got a deal
They shot the dice game up for five dollars
What they fuck you think they doin’ for a couple mill?
I gotta keep my eyes open
But this weed got me feelin’ heavy
Just like the pistol in my pants
Hate to have it but these mufuckas petty

(In my hood)
All my mufuckas ready
I be rollin’ presidential like Teddy
I might hit the strip club and break a fuckin’ levy
In honor of every hustler that’s locked up in a celly
Fuck it, I might buy the Q Arena for a week and sell it out
Fuck it, I might buy a kilo for the hood and fix the drought
Fuck it, I’ma hold the city on my back when y’all don’t
Come to Cleveland I can get you what you want

(In my hood)
Rappers aren't doin’ shows
Man half them mufuckas hoes (true)
If you got a problem call me
In the land I am big bro
Young man, but I’m standin’ at 6’4”
And SixFo, that’s my man from the east coast
Midwest muthafuckas known to hold dope
85 state side, ATL knows

(In my hood)
It’s clucks at the bus stop
Our billboards got mugshots
Top ten most wanted
And streets where them houses look haunted, (bando)
I told my youngin, “you can make it if you want it”
He looked at me and asked if I saw it coming
I told him that all them summers I was in the basement
I knew I was gonna make it and you couldn’t tell me nothing
(In my hood)",Machine Gun Kelly,Eddie Cane,
"[Intro: Tech N9ne]
I'm humble because I know what it feels like to be at the bottom and have nobody
No fans, no nothing, nobody believing in you
Now look at me...
I was down on the ground with nobody
Some in my town said my sound was a hobby
Now that I'm crowned they're astounded and oddly
They try and come around, now I'm somebody

[Verse 1: Tech N9ne]
Middle finger in the air with a hope and a prayer, I started this
Never had no money then my daughter hit
That was a get-up-and-hustle-nigga starter kit
Hard to spit, bars to get, at stars when it's, not marketed
You're far from it, dark and your partner quit
Really barking, you wishing for the spark to get a heart in your art a bit
But they doubted me 'cause I'm nothing like them, never knew how to be
Stylistically foul, and he's proud to be wild and he's
Thinking now is time to get the crowd shouting
Now people found him, it's, ""Wow, peep his salary""
Way back when I was feeling defeated (Rrr)
When inspiration, motivation was needed (Rrr)
At the pace to be great, I've exceeded
All of your expectations, you fakers can eat it!
This my world, this my game
All the wicked shit is coming out of my brain
This is my girl, music is my dame
If you can get it I'm a keep it P.I., mane
Why not share the pie? Scared that I
Would get the people liking me and wouldn't dare to buy your shit
Try to told ya before that my flow sick
Milli' sold on the road with my whole clique
Everybody listenin' to Witness, Tech's whirlwind
In the club with MGK, thick sex twirling
Fought to the top, never did stop, now we got it, it's ""Fuck the world"" then
The haters in the past on my ass wanna come around like my ex-girlfriends

[Chorus: Machine Gun Kelly]
(Gone) Uhh, for the block I (Go) to that spot I (Go) to the top I (Go)
Screaming ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
And that's real, how I feel 24/7 in a city where the weak men die
Doing whatever we gotta do to survive
Head to the sky, middle finger up high
Scream ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""

[Verse 2: Twista]
Twista, I remember thinking I would rather die
Then go through what I was going through when I was struggling to survive
Full of ambition and I'm ready to ride
No tragedy over triumph and I am a Lion I gotta try
Full of drama, I was feeling like a failure
Fiending for the industry again, I was living in disgust
Doing odd jobs, everybody seeing me
Traveling to work, back and forth on the bus
Yeah, I was fucked up
But I got it together for y'all
Spit venomous lyrics cause I was ready to ball
Started Po Pimping on everybody
And certain mothafuckers that want to get in my circle I tell them naw
Cause I got to get money up in my anatomy, naturally
And I gotta be gradually happy to holla
At somebody when they speak and they might be on that bullshit
So sometimes it’s ""Fuck them"", I don’t even bother
And who knows what's next for three angels chasing dreams
Hailing from the Midwest, as we spread our wings
All of us striving to surf over the summit
Creating us a vision that would be stunning
When we come to Earth and your city and do a show
You would get to see everybody from miles come running
Yelling for Machine Gun Kelly
And Tech N9ne and Twista get it in, better bring something smelly
We could take it to another level, wherever you wanna go
Everybody put they hands up, I'm ready
Come on and get wild let loose
Celebrate the fact that you made it and let me see you get buck
You done been through some shit
But you did it cause you had the heart to throw the middle finger up, yeah

[Chorus: Machine Gun Kelly]
(Gone) Uhh, for the block I (Go) to that spot I (Go) to the top I (Go)
Screaming ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (fuck the world)
Screaming ""Mothafuck the world""
And that's real, how I feel 24/7 in a city where the weak men die
Doing whatever we gotta do to survive
Head to the sky, middle finger up high
Scream ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""

[Verse 3: Machine Gun Kelly]
From the back streets to the packed seats
On the block, running from the cops, like athletes
Ugh, whoever would've imagined Lace Up could've got me to the finish like track meets?
And when everybody’s hot, I'm past heat
And if I don't need the fuel, don't gas me (Yeah)
It's been a long time coming since 100 Words And Running
Mothafucker come catch me
And while these other rappers pen and pad it
I was 13, with a semi-automatic
Anything we ever wanted then you know we gotta have it
Don’t anybody ever snitch, get pinched, you forget like magic
Kids carry tools like go-go gadget (Blah)
Leaving high school to an open casket
Now another baby in the stomach of his baby's mother
Never gonna know his daddy, tragic
Why's the government gotta lie to get money? (Huh?)
Why's the federal reserve gotta take from me? (Why?)
Why should I be fighting for another country?
Have you seen my city mothafucka? We hungry! (Urghh)
Representing for the middle of the map even though me and mine are coming from the bottom (Waddup)
Why do all greats fall when it isn't autumn?
Where would Pac be at if nobody would've shot him?
You really think that Notorious B.I.G would believe these guys? (Nope)
All these internet thugs that the media finds?
You wanna talk about grind?
Look at me in the encyclopedia, what name is in it?
I bet you see mine, motherfucker that's Kells
Skinny boy, six foot three
Heart bigger than an SUV
Lord knows I been through hell and back
Ducking jail and crack
And still, I came out on T-O-P
So this is for the kid who never had a father figure to depend on
Spending every school day being sent home
Feeling like he doesn't know anybody
Because the only thing he ever had to him was some headphones
So he pick a song, and he turn 'em on
Every morning just to get him through the day
Looking for an escape and the kick in the bass
That's the story of MGK
Lace Up!

[Chorus: Machine Gun Kelly]
(Gone) Uhh, for the block I (Go) to that spot I (Go) to the top I (Go)
Screaming ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (fuck the world)
Screaming ""Mothafuck the world""
And that's real, how I feel 24/7 in a city where the weak men die
Doing whatever we gotta do to survive
Head to the sky, middle finger up high
Scream ""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""
""Fuck the world"" (Fuck the world)
Screaming ""Mothafuck the world""",Machine Gun Kelly,Edge of Destruction,"Tech N9ne, Twista"
"[Intro: Machine Gun Kelly]
Ronny J, please turn me up

[Verse 1: Machine Gun Kelly]
Tell all my competition that I love 'em
But I brought 'em back just to kill 'em again
Tell all the listeners that I said, ""Fuck 'em""
If they thought I'd never be breathing again
I keep some drink in the cup
In case anyone got some more beef, I can eat 'em again
I made a promise to beat their ass up
Like Adonis if I ever meet 'em again

[Pre-Chorus: Machine Gun Kelly]
Fuck your big bro, uh
We the ones that got it when the rent's low
I make it happen again, I'm back to rappin' again, 808 slappin' again
Light it and pass it again, know what I'm packin' again, I'm an assassin again

[Chorus: Machine Gun Kelly]
I shoot dice, yeah, gamble with my life, yeah
No invites, yeah, keep my circle tight, yeah
All my hoes, yeah, keep that sugar spice, yeah
For the bros, yeah, I do not think twice, yeah

[Verse 2: Machine Gun Kelly]
I got a combination to a safe in the back of the bank
That be storing my shit
Just had a conversation with a girl that I dated
Now she out here whoring and shit
I got a reputation to be going and showing up
4 in the morning and shit
I had an altercation down in Florida
I threw his face on the floor of the shit

[Pre-Chorus: Machine Gun Kelly]
Fuck a bitch, though, huh
Y'all ain't want us before we was rich, ho
I can't go back to this shit, I need a castle and shit, I'm on some Dracula shit
I used to have to heat up pans of water to shower
But y'all don't know half of this shit, no

[Chorus: Machine Gun Kelly]
I shoot dice, yeah, gamble with my life, yeah
No invites, yeah, keep my circle tight, yeah
All my hoes, yeah, keep that sugar spice, yeah
For the bros, yeah, I do not think twice, yeah

[Bridge: Machine Gun Kelly]
Diablo
Stop the debate if my name isn't mentioned
In this generation as one of the greatest
From lyrics to cadence
I changed the way rappers rock out on them stages
I saw people take it, and they were more famous
So I ain't get credit, I had to be patient
I know people hate me just by my appearance
You motherfuckers can't be serious, ayy

[Chorus: Machine Gun Kelly]
I shoot dice, yeah, gamble with my life, yeah
No invites, yeah, keep my circle tight, yeah
All my hoes, yeah, keep that sugar spice, yeah
For the bros, yeah, I do not think twice, yeah
I shoot dice, yeah, gamble with my life, yeah
No invites, yeah, keep my circle tight, yeah
All my hoes, yeah, keep that sugar spice, yeah
For the bros, yeah, I do not think twice, yeah

[Outro: Machine Gun Kelly & SlimXX]
Diablo (Diablo)
The last album was like a year and a half ago?
Yeah, 2016
Yeah, oh wow
'17
Oh, okay, yeah, yeah
You've had a whole lotta shit happen in between then
A whole lotta shit",Machine Gun Kelly,​el Diablo,
"[Intro: Machine Gun kelly]
Let's bring some reality to it
And the whole gang's in here
Yeah, bitch (bitch)

[Verse 1: Machine Gun kelly & Dubo]
Ok, EST for life (Whoop)
40 muthafuckin days, I hustled 40 nights (Let's get it!)
I got 40 deep behind me, ain't a muthafucker nice
40 Swishas, 40 bitches, went from mothafuckin rice

[Dubo]
Shut it down, EST we shut it down
All them bitches know what's up, EST we run it now
And if you think that I'm lying, better go ask somebody
I'm just one out of a million, 'Laced Up' tatted, riding shotty

[Hook: Machine Gun kelly & (Dubo)]
Ok, now all I know is this hustle
(All I want's that cream!)
If you ain't riding then fuck you
(All I got's my team, screaming)
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
Ok I do it all for my city
(All I know's these streets!)
Throw it up if you with me
And until I rest in peace I'm screaming
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""

[Verse 2: Machine Gun Kelly & Dubo]
Ok ok, I see they hide when we come 'round (When we come 'round)
Get the fuck down
I am from the city where they {*Bow*} Love that gun sound
I am from the city where they ride till the sun down
Where they die by this tattoo, I rep mine, so whats up now?

[Dubo]
It's that reckless generation, EST my nation
Muthafuck your time you taking, you know Cleveland my location
Straight shots with no chasing, fuck 'em all in they faces
They were sleeping on that shit I spit so I hock spit in their faces

[Machine Gun Kelly]
I can't take it, everybody better get in their places
Me and all of mine are looking like gorillas, we fitted in all black, you would think we racist
L-L-Light it up like its Vegas
Sh-Sh-Shutting down all that fake shit
And not a damn one of these haters show they faces
They like Craigslist

[Dubo]
Dubo!
(Must let it be known
If you pulling up in my city, you better holla ""Daddy, I'm home"")
Yeah, we hustle like no other
No love for no sucker, 19-double-X's forever

[Hook]
Ok, now all I know is this hustle
(All I want's that cream!)
If you ain't riding then fuck you
(All I got's my team, screaming)
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
Ok I do it all for my city
(All I know's these streets!)
Throw it up if you with me
And until I rest in peace I'm screaming
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""
""EST (What the fuck?)""

[Outro: DJ Xplosive]
These muthafuckas don't know what the fuck going on
It's ""EST 4 Life"", know what I'm saying?
We gon' ride together, get high together, and best believe we gon' die together
I go by the name of ""DJ Xplosive"", and I'm staying for this shit
Aye Kells, Dubo, Slim G fuck these hating ass niggas
Either they ride with us, or they hide from us
Let me know, put them L's up, lace the fuck up!",Machine Gun Kelly,EST 4 Life,"DJ Xplosive, Dub-o"
"[Hook]
I'm facing problems everyday
I can’t solve 'em everyday
They want the truth everyday
I’m being honest everyday
I wake up everyday
Smoke this blunt everyday
Go to work everyday
To make a buck everyday
This one for the boy who grew up
Trying to feed his family everyday
(Everyday, everyday, everyday)
This one for the girl who’s feeling lost
Because she's trying to find a way

[Verse 1]
This verse is for my 
People on the grind
Going to sleep at 2
Clocking in at 9
Trying to go to school
That's why you’re at the job
Ask me what to do
When you’re reaching for the stars
Jump!
Everybody scared of a little change
Thats why I’m always looking out for the little things
You should never be ashamed of a little fame
Even Bill Gates back then had a little name
I’m just saying
Y’all know what it's like when them lights go off in the condo
Need a break from the bullshit pronto
Spend your last check on a trip to Chicago
And see your favorite band on the stage again
In your favorite shirt that you made for them
They play the song and you sang with them
Because music heals the soul
And that moment's there so take it in
Before you’re back in that place again
In the uniform that you hate again
Man this freedom for the world

[Hook]
I'm facing problems everyday
I can’t solve 'em everyday
They want the truth everyday
I’m being honest everyday
I wake up everyday
Smoke this blunt everyday
Go to work everyday
To make a buck everyday
This one for the boy who grew up
Trying to feed his family everyday
(Everyday, everyday, everyday)
This one for the girl who’s feeling lost
Because she's trying to find a way
(find a way, find a way, find a way)

[Verse 2]
I can’t afford to go to jail
Moms' putting their houses up for bail
Court stressed me out
Thinking I need a better route
But all these hoes laugh when I’m ashy
And them boys rob if I’m flashy
And them older folks see my tattoos in their offices and low class me
Man I don’t know what I’m suppose to do
My family is not the Huxtables
I’m just trying to keep my life together
Without breaking all the rules
So I say like five prayers everyday
Until my sins wear away
Let that smoke in meditate
And just chill
Thinking about better days
No more late night belly aches
Use this food for thought everyday
So i will

[Hook]
This one for the boy who grew up
Trying to feed his family everyday
(Everyday, everyday, everyday)
This one for the girl who’s feeling lost
Because she's trying to find a way
(find a way, find a way, find a way)
I'm facing problems everyday
I can’t solve 'em everyday
They want the truth everyday
I’m being honest everyday
I wake up everyday
Smoke this blunt everyday
Go to work everyday
To make a buck everyday

[Interlude: Casie]
Daddy, you said you was gonna FaceTime me",Machine Gun Kelly,Everyday,
