lyrics,artist,song_title,featuring
"[Intro: Bunny Wailer]
Hear this three monkeys sitting under a coconut tree (really?)
Discussing things as they are said to be
Said one to the others, now listen you two
There’s a strange rumor that can’t be true
They say man was descended from our noble race
But the very idea is a big disgrace
No monkey ever deserted his wife
Or her baby, to ruin their lives
Yeah The monkeys drift is mine (that’s right)

[Chorus: Damian Marley]
Well educated fools they have ruined di world
And start make it hard for both di boys and di girls
Dem steal all di Africans diamonds and pearls
And start bank it up inna federal reserves
And then Rasta fuck it up and insight riot
Warn dem fi cool and we did warn dem fi quiet
Now dem hear the kick drum di snare and di hi hat
Load up dem belly with some copper shot diet

[Verse 1: Damian Marley]
Imagine after so much chanting and prayers
But a revolutionary situation requires
Mi fi come tear off unno face wid pliers
Surround dem ends wid all some burning tires
Round up dem friends and put dem pon trials
Until dem send di reparation dollars
Warning to all di political scholars political thieves and political liars
Political cocaine and gun suppliers
Di whole a dem a go down inna flames and fires
Well unno better fly out like some frequent fliers
Bound to feel the wrath of di real Bongonyahs
Hey don't fuck yourself next time you read out di budget
Di government case, ah poor people a judge it
Dem bring di guns but di youths dem ah bust it
Bun dem skeletons weh lock up inna closet
Wipe out dem species and all dem inhabits
With a warm series of pain and havoc
Nah clean no feces fi money prefer grab it
Dem mek mi resort to violence di race get lead up
Somebody nah live up
Somebody goin dead up BLOW!!
Whole ah di garment dem red up BLOW!!
Car and apartment get bled up
Didn't you get ample warning say poor people fed up
And still every morning
Dem try hold dem head up
Emperor Selassie calling
Youths dem fi dread up
Babylon is fallen
Gun nozzle bend up
Releasing di whole of di youth dem weh pen up

[Chorus: Damian Marley]
Well educated fools they have ruined di world
And start make it hard for both di boys and di girls
Dem steal all di Africans diamonds and pearls
And start bank it up inna federal reserves
And then Rasta fuck it up and insight riot
Warn dem fi cool and we did warn dem fi quiet
Now dem hear the kick drum di snare and di hi hat
Load up dem belly with some copper shot diet

[Verse 2: Bounty Killer]
Check it now
Junior Gong a junior bong
Done beat up Babylon and Vatican
Mi nuh come here fi praise up no pagan
Mi nuh come here fi big up no batty man
See dem a come, move, throw Satan
And forgot all about the good great one
Tell 'em say that dem lead
[?]
Injustice nah go last too long
See the weapon here inna me hand
Politician me ago buss it pon
Them hide the truth and kill we with [?]
Poor people across the world this is a special dedication
Africans and ? alike
Don’t lose unnu meditation
See them a come with racism
Nah support segregation
Nah go spot me in a fi dem clique and dem congregation
[?]
That’s why them ban me song
Them [?] thru me make a stand
Check di starifacation, Yo

[Chorus: Damian Marley]
Well educated fools they have ruined di world
And start make it hard for both di boys and di girls
Dem steal all di Africans diamonds and pearls
And start bank it up inna federal reserves
Well educated fools they have ruined di world
And start make it hard for both di boys and di girls
Dem steal all di Africans diamonds and pearls
And start bank it up inna federal reserves

[Post-Chorus: Damian Marley]
Well educated fools
Educated demons
And educated goons
Educated mules
Educated fools
Educated demons
And educated goons

[Verse 3: Bounty Killer]
Minutes after minutes I say hour after hour
All dem shady people dem nasty and sour
This is warlord style me as black noah
'Cause I represent black power
Well, almighty God inna da statue a tower
A long time me know some more did come to devour
They have me people dem and shout power and shower
And trick them with them rice and flour ya know
Me respect rastafarians, me respect church goers
Dem fi no say poor people, on a boat can’t no row a
Fire a flame me bring fi ya ya drug for ya
And that me want the whole of them fi know ya

[Verse 4: Treach]
Well I heard that man came from sands and other molecules
Way before bodies and barbecues
With a good side a bad side and still argue too
Before schemin and thievin and dreamin of gleamin and feenin
Even before Adam and Eve and even
Before it was about being the nicest or whose diamonds that are priceless
B.C. around Tutankhamun and Isis
On the continent of Africa
Pass out and tribes to create a character
Sold us shit on earth was magical
Then the strangers came from the boat with the ropes
Chains that felt strange, they called it the slave game
The game changed
They had shackled like assholes
The Bloodclot
So nowadays the way we prevent it is a thugs Glock
Seen them rape and kill our children and women
The villain the bill gonna sort the black man how to kill men
Let’s keep it real man
You can’t harm me or scar me
Respect for me History’s priority with the Marleys",Damian Marley,Educated Fools,"Bunny Wailer, Treach"
"Oh, no no, no
This is bad
This is real

Now I see them giving the woman abortion to kill another baby
Miscarriage and misfortune and premature crack baby
Strength of Rastafari I'm hoping someday maybe
They don't obey their parents maybe they will obey me
Future for the babies, hopes for the babies
Tomorrow for the babies, no sorrow for the babies
Babies having babies, raising our babies
All of these young ladies give them thanks and praises
How long can she take it?
Dreams are full of maybes Will she ever make it?
Hustles on a daily, in the club a shake it
Strip down 'til she naked, don't ever mistake it
Much too real to fake it, need it then she'll take it
She'll do it for the babies, a mother's love is sacred
Now you don't ever fail me

A woman needs caring, sharing, love all the time (no don't you ever fail me)
A child needs loving, caring…

Is there no other option than adoption for you babies
You're raffling and jacketing and auctioning your babies
Strength of Rastafari I'm hoping someday maybe
They don't obey their parents maybe they will obey me
Cowards play the game thing, Fathers do the brave thing
And that's participating
He keeps on concentrating
There is no debating
No running away thing
A new life is awakening
From his ejaculating
It's in the oven baking
Takes two for the making
He's right there through the cravings
And early morning waking
School and educating
Sports and recreating, Karate and ballet thing
Teenager of today thing
Fathers still relating, Still communicating
And they'll always embrace him
Cause they cannot replace him

A woman needs caring, sharing, love all the time (no don't you ever fail me)
Cause they cannot replace him
A child needs loving, caring…

And always do your best to keep a promise to your babies
And if you can't be good at least be honest to your babies
The strength of Rastafari I'm hoping someday maybe
They don't obey their parents maybe they will obey me
History of the babies
Beginning of the ages
You're flipping through the pages
And up and through the 80's
Some are gang related, Drug affiliated
Some intoxicated
Headed for the snake pit
And Papa's locked in cages
And Mama's lacking wages
And this is what they're faced with
Upon a daily basis
Bleaching out dem faces
Running from dem races
Shooting up dem places
Killing other babies
As bitter as the taste is
And words cannot explain it
Just walk the narrow pavement
And speak of love not hatred",Damian Marley,For the Babies,
"Christ feed the multitude with only 1 loaf of bread
Christ feed the multitude with only 1 loaf of...
Christ feed the multitude with only 1 loaf of...
Christ feed the multitude...
Ayy
Christ feed the multitude with only 1 loaf of bread
Poor people there is someting for you
Don't let the pressures of the system get upon your head
Poor people there is someting for you
Mankind care not for his sisters anymore
Still there is someting for you
Written in the book of life we shall live forever more
There will be someting for you
Rastaworks a manifest and it a bless a man a bloom
Nature always joins scores the tide is rising with the moon
It only take a spark to put the fire to the fume
What is hidden in the dark shall be reveal so very soon
Tell pharaoh free the prisoners from the dungeons and the doom
Tell the yutes fi natty dread and babylon put dem nah platoon
The trials and the parrels be pod on the blue lagoon
Dem no waan fe know dem history an nu see seh dem a goon
Christ feed the multitude with only 1 loaf of bread
Poor people there is someting for you
Don't let the pressures of the system get upon your head
Poor people there is someting for you
Mankind care not for his sisters anymore
Still there is someting for you
Each an every time you see we forward of a tour
There will be someting for...
Jah give Moses ten commanments up onto da blessed stone
Lead Israel out of Egypt and then promised dem a home
Samson slew the phillystines with a DONKEY JAH BONE
An David slew Goliath with a sling an a stone hehe
Blessed be the man weh walked not inna di warzone
Blessed be the man weh hear natty an happy and grown
Blessed be the herbs weh keep I happy and stoned
Faya fi al man we sit dong inna babylon throne
Courios woman go a dance an left the pickney dem alone
Cannot take care of yourself the giddeon ready nah rome
Population under pressure still they have more man a clown
And all the ways that lock that has been lost has now been found
Christ feed the multitude with only 1 loaf of bread
Poor people there is someting for you
Don't let the pressures of the system get upon your head
Poor people there is someting for you
Mankind care not for his sisters anymore
Still there is someting for you
Written in the book of life we shall live forever more
There will be someting for you",Damian Marley,Gang War Riddim (Something For You),
"[Damian Marley]
All aboard, and jump on the Ganja Bus
We now want the new weed, beat under us
Rollin' up, roll like we thunderous
Somkin' up, Rasta not sprinkle dust
Too much ecstasy, make manna exit us
Too much fantasy, here upon next to us
Fit in ganja weed, always notorious
Sucker censor me, if you feel glorious
We have weed in our cakes and Oreo's
Believe me though, death upon your Marlboro
You want my roll, on someone you hardly know
This Marley grow, no time to move feet
Make it slow, you tellin' me no
Say you want to start the show
Like cool, Johnny Depp and you want to blow
You shot, direct; that means you are far bellow
You start to take, substances up in your nose

[Chorus: Damian Marley - 2X]
No nina where you find me
Some boy go rich, blow ninety
And smokin' like a genie
The skunky and the greenie
[B-Real]
On the ganja bus, they comin' after us
We makin' stops all over Los Angeles
On the block, where the weed that get scandalous
When we run around, police can't handle us
They wanna clout the bus, and on the top be us
They never wanna come around, just a rowdy bunch
Tengo el poder, tu no aguantas
Yo sé, que el juego es dificil para usted
Despiertate, no dejes to gente ver
Tu situacion cuando no puedes mantener
En fuerza que nosotros, enseñale
Deja tu vida sin rastros, escondate
Portate, we flyin' up tu +santrope+
And if you want we can jet through Maldigo B

[Chorus: Damian Marley - 2X]
No nina where you find me
Some boy go rich, blow ninety
And smokin' like a genie
The skunky and the greenie
Senn Dogg!
[Sen Dog]
Cuando fumo yo no juego, pásame el fuego
Me lo fumo todo, quememe los dedos
En la mañana cuando me levanto
Antes que nada, yo quemo un pipaso
Enamorado con la yerba buena
Comida cubana y las nalgas morenas
Todas las nenas saben que yo tengo
Las colitas, vete en mi leño
No hay nadie que me quite el vicio
Marihuano por vida, oiste chico?
Mundo entero quiero que me entiende
La cara virgen wanna va tu mente

[Chorus]
[B-Real]
It's so hazardous
Take a strive with us
When it's over California, we react the bus
We fabulous, your talk don't mean jack to us
Better fear for your ass the assassins come
Pass ya' blunts, gonna have to mash it up
For you conniving mothaf**kers wanna stash it up
You actin' up, we can't have that's whats up
Listen Muggs on the table gonna slash it up

[Chorus] (2x)",Damian Marley,Ganja Bus,
"[Verse 1: Damian Marley]
Well den a nuff ghetto youths dat got no place to go
Live night and day roaming in di ghetto
Most ghetto youths ain't got no place of their own
Give dem some place so they can call their home
And then most politician telling poor people lies
And can't give no answer when di poor people cry
We get ignorant, we binghi drum dem go rise
Gimme some space so I can bun those guys
Well then, most politicians fighting gainst Rasta troops
And making mistake and a tell poor people, ""Oops""
See dem a see dem a flex, like some dapa's and doops
Gimme some space to bun di nincompoops
Why should ghetto youths dem have to war over cheese
Wid these big machines that you bring from over seas?
It bun up dem skin like some unwanted disease
Gimme some space so I can bun dem please
Well den a big fire stick weh all a mek certain sound
Pure gun shot me here a ring thru the town
Everybody wanna be the modern day Al Capone
Gimme some space so I can bun dem down
Di youths dem a jump to every word that you said
When gunshot a bust well fi you pickney nuh dead
Dem vex true we hail King Selassie instead
Gimme some space and mek I burn dem red
Well nuff gyal a say dem want fi come a stage show
And spar wid di stars so dem can jam a front row
Well nuff gyal weh love man just fi di doe
Gimme some space and mek I bun those hoes

[Hook: Daddigan]
Politician used and refused
But we won't take no more
Never let you take advantage of the poor
While di youths dem in the core
Crying out for more
You hide yourself behind your close door
Close door
Politician used and refused
But we won't take no more
Never let you take advantage of the poor
While di youths dem in the core
Crying out for more
You hide yourself behind your close door
Close door

[Verse 2: Damian Marley]
Weh the thugs dem are ready fi di conquering
Lion of Judah is now wondering
How some punks stand up one side pondering
How di youths find roof to live under in
And shine like a diamond twinkling
When they see me and di gyal dem mingling
Better watch how you group and singling
Better mind who you feel and fingling
We don't join goose and gandering
We don't join chumpas squandering
And the sound of the album cramping him
Well we don't play game when dem ramping in
Better watch as my timb boots stomping in
Trampling
Di camp dem camping in
And ah burn out the vampire vamping in
Wi di, red burning lamp within
After so much sleep and slumbering
It's now wonder di impress dumping him
Youngest veteran will be pumping in
Thumping in, the club dem jumping in
So wah, tell the people your bumpin in
Say wah, all mi colleagues dem chumping in
After sleepless nights of sampling
The results can be life gambling
Now don't stop by nor stumble in
The jungle, where the royal a rumble in
Someone cookie jar will be crumbling
And we don't mek room fi no fumbling
Well, careful how your entire in
Certain after dark adventuring
Cause you might have to be surrendering
Mi sey all those jewels and Benjamin's
Weh di thugs dem weh ready fi di wrangling
When the real Gideon is untangling
And a drive inna prestige handling
And a practice punk dismantling
And a trod go a Binghi di thanks giving
Fi go hail up di elders skankin in
Fi guidance you thru the world weh di punks live in
Burn the church weh di popes and monks live in
Well judgment fi dem tampering
When dem grudge cause a me di gyal pampering
Mr. Bean just find and brind her in
When dem can't find help nor hindering
Cause di man wid di old big blunt a role
Deh yah now fi go burn down bumbo hole
Wid enough fire power fi di winter cold
Weh nuh rise till the revolution unfold

[Outro: Damian Marley]
Give me a make em bun those",Damian Marley,Give Dem Some Way,Daddigan
"There's a lot of silly young girls wanna show off
And you're wishin' one day they will grow up
But it's alright, it's alright
They only hear of the things that you know of
And they're wishing one day you will soar
But it's alright, it's alright
So let's have a talk
Like grownups do
Let's do the things, that grown folks do
Me, you

Grown folks slackness
Big woman hotness
Watch it mek me knock this
Experienced fatness
Love it how mi lock this
Gong to the Zilla
I'm a monsta like a Loch Ness
Look how long my locs is
All bills paid, all bets made
House well clean, all bugs sprayed
Vacation tripping, she ain't tripping
Island skipping, fine wine sipping
Gourmet cooking, no Facebooking
Nothing to see 'cause she ain't looking
Tag team masseuses, D Brown's music
Natural juices, so therapeutic
Lips on my earlobe, softer than a q-tip
Getting kinda stony, actin' kinda stupid
Pretendin' we're in highschool, kissing at the movies

So do your grown an' sexy, baby 'cause you're awesome
See some likkle young girls, don' beg you no pardon
Teach 'em how to walk it, welcome dem to stardom

There's a lot of silly young girls wanna show off
And you're wishin' one day they will grow up
But it's alright, it's alright
They only hear of the things that you know of
And they're wishing one day you will soar
But it's alright, it's alright
So let's have a talk
Like grownups do
Let's do the things that grown folks do
Me, you

Early mornin' wake-up, bringin' me the papers
Continental breakfast, smoked salmon an' capers
The eggs are over easy, you're puttin' on your makeup
We do some exercises, strolling through the acres
A mansion out in Gables, cottage in the Naples
Fingles out in Bordeaux, horses in the stables
Baby we're connected, like tv is to cable
Like paper is to staple, like syrup is to maple
If Madonna's like a virgin, age is just a number
So tired of searching, gimme weh me come fah
She feelin' kinda naughty, I'm feelin' kinda rumpish
She is my accomplice, we're gettin' things accomplished
Call ya by your last name, tell ya that you're gorgeous
When I get around you I'm nervous till I'm nauseous
Tell me what's the holdup, baby 'cause I'm anxious
Both of us are grownups, drop your drawers to ankles

There's a lot of silly young girls wanna show off
And you're wishin' one day they will grow up
But it's alright, it's alright
They only hear of the things that you know of
And they're wishing one day you will soar
But it's alright, it's alright
So let's have a talk
Like grownups do
Let's do the things that grown folks do
Me, you",Damian Marley,Grown & Sexy,Stephen Marley
"[Intro: Damian Marley]
Two sides to a coin
And one must chose which side they join
You know?
Brotherman

Yeah
And meanwhile one man's meal
Is another man's poison
Mankind will do what they must to survive
Innit

Hear me now

[Verse 1: Damian Marley]
In a gunman world
Any night him clock in at work
Marrow splatter, the toolbox pull
The magazine inna the two Glock full
And he's watching as the days go by
And he's counting as his peers all die
Sleeping with the rifle 'cross his chest
So he never gets a good night's rest
And then he's cranky in the morning times
And more victims have to lose their lives
The community a twist and twirl
Wishing that they wasn't in a gunman world

In a gunman life
He might not come home from work one night
So every minute matter
Ignores advice
From his weeping baby mother and child
That he won't win every game he plays
So she know he'll meet his end one day
Some juvenile will have to earn his stripe
And have to take another gunman's life
What if a backstabber names his price
And how ironic if him dead from knife
The 'mount of bullet weh him put 'pon boy
Job description: kill and destroy

[Refrain: Damian Marley]
Now tell me is it worth it all?
If one don rise then a next must fall
Tell me is it worth it all?
Those sleepless nights on patrol roll call
Tell me is it worth it all?
One child smile while a next one bawl
Tell me is it worth it?
Is it worth it?
Is it worth it all?

[Verse 2: Damian Marley]
Well in a gunman world
Life is so stressful
Back to school time come
'cuz when a gunman work
If he is successful
And the job is well done
Then there will be an unsolved crime
With no one to fill out all blank line
John Public haffi hear and deaf
Informer get a kuff, kaff, kweff
Does he get nervous just like you and I?
Watching out if the police pass by
'cuz any day you hear a gunman fail
Then it's either dead house or jail
What will it cost to make a gunman rich?
How many lives before a gunman switch?
The truth me want the youth them stop ignore
Say the majority of gunman poor, oya oh

[Refrain: Damian Marley]
Now tell me is it worth it all?
If one don rise then a next one fall
Tell me is it worth it all?
Those sleepless nights on patrol roll call
Tell me is it worth it all?
One child smile while a next one bawl
Tell me is it worth it?
Is it worth it?
Is it worth it all?

[Verse 3: Damian Marley]
And when a gunman makes choice
I wonder what goes through a gunman's mind
And does a gunman think twice?
Before him takes another someone's life?
I wonder what it is a gunman say
To the Father when a gunman pray
Does he kiss his kids to bed at night?
Making sure the blanket tucked just right?
Nothing no scary like a gunman voice
When people beg a gunman think twice
And him say no

Wha coulda scary like a gunman voice
When people beg a gunman think twice
And him say no

[Refrain: Damian Marley]
Can you tell me is it worth it all?
If one don rise then a next must fall
Tell me is it worth it all?
Those sleepless nights on patrol roll call
Tell me is it worth it all?
One child smile while a next one bawl
Tell me is it worth it?
Is it worth it?
Is it worth it all?",Damian Marley,Gunman World,
"[Intro]
Okay, remember to breathe
And one and two and three and bounce and bounce
And bounce, bounce, bounce, bounce
Bounce, bounce, bounce
Bounce, bounce, bounce

[Pre-Chorus]
It's like keeping a stage show and want the place fi done
Wha you do, call my management that walk wid 50 gun
Wha mi do, nah goin' go pon stage until me get me funds
Wha mi sing, one Jr. Gong what a hefty sum
Youngest veteran intercept di run
Artist a carry feelings and tears a run
Say you know, say a just true, him a Bob Marley son
How him get a Swizz Beatz and you nuh get me none
Wha mi sing strictly ex amount of high grade sess mi bun
Wha mi sing strictly only high grade princess mi bun
Politician well love push up dem chest mi bun
Certain loud rowdy talking interest mi gun
Now mi come fi bun down all material object
Wid a raas claat gold chain 'round me neck
Me bun a fire pon di man weh love bitch and fret
And want every little detail intricate

[Chorus]
Well, dem just can't believe or dem won't accept
Jr. Gong and Swizz Beatz, fassy don't forget
Well, is it just me or is it hot to death
It's the Halfway Tree C.D. and cassette
D.J. race a run on your mark, get set
And watch everybody run to the record outlet
Tell me who C.D. do you think they get
The one closest to the Bob Marley box set

[Verse 1]
And boom and anyhow you nuh feel me yet
Well, chances are you might soon go def
Me have a clip fully loaded and one select
Fi any bwoy weh nuh want show the Gong respect
All me shirt and shoes and pants me bet
Say a nuff D.J. haffi go starve to death
While dem girl read about me on the Internet
But it's not their fault, don't get upset
Because dem can't touch me intellect
And boom dem can't even bounce a check
Well, you better rest your drinks pon a serviette
And gwon bounce around until you sweat

[Interlude]
Okay, remember to breathe
And one and two
Just bounce, bounce, bounce
Bounce
Just bounce, bounce, bounce
Bounce
Bounce, bounce, bounce
Bounce
Bounce, bounce, bounce

[Verse 2]
So return to di venues you used to fill
And return to the ends where you used to chill
I know them putting punks up on over kill
Wid some everyday tune, I refuse to build
Now you've been waiting patiently until boom
A me name Jr. Gong and still, boom
Ridin' a bounce and you can't stand still, boom
See it deh now your drinks a spill
You have some D.J. think dem shoot to kill
'Cause dem spar wid, a couple thug youths weh will
Wait till dem lickle chumpas, dem have draw nil
Ah di same thug, ah climb thru dem windowsill
And, anyhow you no pay di bill
Well, dem could a find you a Sligoville
You better mind how you use your talent and skill
Till you hear man a bruk down your burglar grill
Well, it's from baby pram n to Stroller dem
We rock mics anywhere, we get a hold a dem
Wid di Muffin looking over, we shoulder dem
Better read out all mi portfolio dem
Well, it's roots and branches, sticks and stems
A di Halfway Tree and it a murder dem
Ghetto youths, one fam, you never heard a dem
Dangerous nightlife observer dem

[Bridge]
So just bounce, bounce, bounce wit' me
Big man big woman and pickney
Feel no pain when di music hit me
Find all a gyal weh fit me

[Pre-Chorus]
Keeping a stage show and want the place fi done
Wha you do, call my management that walk wid 50 gun
Wha mi do, nah goin' go pon stage until me get me funds
Wha mi sing, one Jr. Gong what a hefty sum
Youngest veteran intercept di run
Artist a carry feelings and tears a run
Say you know, say a just true, him a Bob Marley son
How him get a Swizz Beats and you nuh get me none
Wha mi sing strictly ex amount of high grade sess mi bun
Wha mi sing strictly only high grade princess mi bun
Politician well love push up dem chest mi bun
Certain loud rowdy talking interest mi gun
Now mi come fi bun down all material object
Wid a raas claat gold chain 'round me neck
Me bun a fire pon di man weh love bitch and fret
And want every little detail intricate

[Chorus]
Well, dem just can't believe or dem won't accept
Jr. Gong and Swizz Beatz, fassy don't forget
Well, is it just me or is it hot to death
It's the Halfway Tree C.D. and cassette
D.J. race a run on your mark, get set
And watch everybody run to the record outlet
Tell me who C.D. do you think they get
The one closest to the Bob Marley box set

[Chorus]
Well, dem just can't believe or dem won't accept
Jr. Gong and Swizz Beatz, fassy don't forget
Well, is it just me or is it hot to death
It's the Halfway Tree C.D. and cassette
D.J. race a run on your mark, get set
And watch everybody run to the record outlet
Tell me who C.D. do you think they get
The one closest to the Bob Marley box set

[Outro]
So just
Bounce, bounce, bounce
Bounce, bounce, bounce
Bounce, bounce, bounce",Damian Marley,Halfway Tree,
"[Verse 1]
Here we go
My big ego is gonna get me in trouble
Trying to play hero
My jeans can't tight like Michael Phelps speedo
We no play follow fashion, when we lead out
Now looky here, my big ideas
Gonna get me in trouble now amongst my peers
But have no fear, no bother cry tears
You're just miles ahead when I'm ahead light years

[Chorus]
(Here.. here I come again)
Gong originally, run fi the grand finale
(Have no fear.. for it is only I)
I do it regularly, through every hill and valley
(I'm here to teach you only truth)
It's Mister Warm and Easy
Somebody please believe me
(For the things you do, Jah is watching you)

[Verse 2]
Man a wah do some likkle bomboclaated
Weh feel like them big 'cause dem album charted
Well all bad card will be disregarded
No punk cyaan finish weh what Bob Marley started
Gong to the Zilla, I'm the Don Die-Hearted
Anywhere me go, dem roll out red carpet
Some man a buy car and nah no house fi park it
Nah unify dem selfish like market
Dem sell out dem souls just to be rewarded
Bleach out dem skin, dem favour dead to rahtid
Soul too corrupt and dem blemish and faulted
Real Rastaman we cannot be outsmarted
Gong's not the one fi a bwoy take chance with
Ancient Nazarite weh make the Red Sea parted
Provide the harvest, in drought and shortage
With Jah by my side I've got all advantage

[Chorus]
(Here.. here I come again)
Gong originally, run fi the grand finale
(Have no fear.. for it is only I)
I do it regularly, through every hill and valley
(I'm here to teach you only truth)
It's Mister Warm and Easy
Somebody please believe me
(For the things you do, Jah is watching you)

[Verse 3]
So buy your tickets to the show, get there early grab a seat
The real Gong is in the house, everything else counterfeit
If I have not been around, it's a part of my mystique
I've been busy so to speak, I've been winning on a streak
I've been feeling like a Wednesday, surrounded by the week
Be strong alone continue, fi di justice where we seek
So doh follow some DJ cah dem swimming up a creek
Dem inna deeper shit when time dem an dem maker meet
And if you buy the bullshit, then don't lose your receipt
Them bound fi self destruct, mi ago lowe dem, mek you see it
Dem sow weh dem a reap, dem think say Jah no seet
When the stage show full a demon and the club dem full a freak
And the dancehall full a pagans and dance like dem a Greek
Dem renk and dem a reek, dem pop down one a week
Dem always overdweet, but turn the other cheek
The earth is for the meek, huh

[Chrous]
(Here.. here I come again)
Gong originally, run fi the grand finale
(Have no fear.. for it is only I)
I do it regularly, through every hill and valley
(I'm here to teach you only truth)
It's Mister Warm and Easy
Somebody please believe me
(For the things you do, Jah is watching you)

[Verse 4]
Me do a thousand video shooting, ten thousand chariot
Hundred thousand photo shoot and million radio drop
Mi deejay til' me hoarse a welcome people to the rock
You think a silver spoon or like it drop inna mi lap
Me sign a billion autograph, up to now the tour no stop
Trade privacy for privilege, it balance when it swap
Tony Rebel say a reggae put Jamaica 'pon the map
Who am I to disagree when I've been reaping up the crop
My first release was '93, when dem a feed pon Similac
First Grammy at 23, tell me which one a dem do that
Another tour at 27, add it up and do the maths
The weight weh dem a carry that no heavy like me locks
I'm a veteran, the youngest to be exact
Ghetto people love me bad, I'm guessing opposites attract
Uptown me born and grow, Stony Hill to mark the spot
Big Gong to the Zilla and the return of the mac",Damian Marley,Here We Go,
"[Chorus: Stephen Marley & Rovleta Fraser]
Hey Girl
The way you make me feel
I know your love is real
You satisfy my every want and need
Hey Boy
You're always on my mind
We need to spend more time
Cause no one else can touch my heart inside

[Verse 1: Damian Marley]
She look so good in her clothes, she get dressed and roll
So much man a flay down, call the pest control
Confident princess, she address them bold
She nah manifest, fi dem sexual goal
She wish them the best, rasta bless them soul
Her mouth nah filthy, like nuh cess tank pool
Smarter than most intellectual fools
Weh spend dem time pon internet chat rooms

[Pre-Chorus: Damian Marley]
She said Jr. you're a genius
You think with your mind and not your peanuts
Your gang of Jamaican Al Pacinos
Drinking blue mountain cappuccinos
Well I seh baby you the cleanest
The true definition of what my queen is
Nothing coulda ever really come between us
Share the same room and Jah will feed us

[Chorus: Stephen Marley & Rovleta Fraser]
Hey Girl
The way you make me feel
I know your love is real
You satisfy my every want and need
Hey Boy
You're always on my mind
We need to spend more time
Cause no one else can touch my heart inside

[Verse 2: Damian Marley]
Why mi love fi all she's worth
Sitn' fi gwan she wi start it first
Wheel and pop off, supn' outta she purse
Whole heap a fool have to start disperse
Police ah come you see how fast she splurt
Can't find no sign of she khaki skirt
Light up the place like we spark there herbs
Love watch the way that she gwan
When a big tune a play pon the dance-hall set
Selector rewind every chance dem get
The rhythm design fi she dance and sweat
All when morning a shine she nuh start dance yet
Man clear the line when she walk and sweat
But she nah pay no mind to remarks dem mek
Always on time tek a chance and bet
She's a fine piece of mind with the right mindset

[Pre-Chorus: Damian Marley]
She said Jr. you're a genius
You think with your mind and not your peanuts
Your gang of Jamaican Al Pacinos
Drinking blue mountain cappuccinos
Well I seh baby you the cleanest
The true definition of what my queen is
Nothing coulda ever really come between us
Share the same room and Jah will feed us

[Chorus: Stephen Marley & Rovleta Fraser]
Hey Girl
The way you make me feel
I know your love is real
You satisfy my every want and need
Hey Boy
You're always on my mind
We need to spend more time
Cause no one else can touch my heart inside

[Verse 3: Damian Marley]
So Boom!
Animal you never know from you born place
You only see when travel channel tun on
Our means of trans-p is when the camel run on
Camouflage and fatigue is our style and fashion
""Fliminitti"" weh she have and that is the attraction
What she want is what she get and that is satisfaction
Well she want it all night and not jus fi a fraction
Well too much long talking now a time fi action
Well she love fi spend money but she rather spend time
And if mi gone fi ten minutes, then she call me ten time
If mi nuh pick up then she panic then she panic then she call mi friend line
Cause she want the veteran fi come and bend up her spine
A substantial amount of african fly squat
I have to sip a roots and bun a one night cap
And she love the veteran him always hit the right spot
And the way she feel so good I have to bounce right back

[Chorus: Stephen Marley & Rovleta Fraser]
Hey Girl
The way you make me feel
I know your love is real
You satisfy my every want and need
Hey Boy
You're always on my mind
We need to spend more time
Cause no one else can touch my heart inside",Damian Marley,Hey Girl,"Rovleta Fraser, Stephen Marley"
